DAY,HR,5G,REGION,MARKET,MARKET_DESC,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_SA_RRC_Setup_Fail_%,5G_SA_RRC_Setup_Fail_Num,5G_SA_RRC_Setup_Fail_Den,5G_SA_Bearer_Drop_%,5G_SA_Bearer_Drop_%_Num,5G_SA_Bearer_Drop_%_Den,5G_SA_HO_Exe_Failure_%,5G_SA_HO_Exe_Failure_%_Num,5G_SA_HO_Exe_Failure_%_Den,5G_SA_IRAT_Handover_Failure_%,5G_SA_IRAT_Handover_Failure_%_num,5G_SA_IRAT_Handover_Failure_%_den,5G_SA_RRC_Setup_Fail_%_Overall,5G_SA_RRC_Setup_Fail_Overall_Num,5G_SA_RRC_Setup_Fail_Overall_Den
09/04/2025,13,5GNR,Florida,143,Jacksonville,1443,2022803,0.07,3.1,55909,1984669,2.82,38368167.78,2761261.95,86578,98.7,8.2,14.16,11.75,85.86,1.8,93.35,17.5,694726592031,22401080738431,306945342.26,3288067.66,2022803,2021360,96.76,85.98,2.82,37298089.53,32054057.52,2737259.1,122.74,1.6,0.02,18365690.42,831920.71,5.18,2.38,63.77,3.32,1.41,0.09,13590296.88,1145435.51,12.68,1.24,32212,3.28,58,9226,575282,105,575503,49.24,30.39,34.96,10738490,3754026,0.14,1964,1395585,0.19,3994,2120788,0.61,3882,633949,0.66,543,82224,0.36,5859,1611363
Total,*,*,*,*,*,1443,2022803,0.07,3.1,55909,1984669,2.82,38368167.78,2761261.95,86578,98.7,8.2,14.16,11.75,85.86,1.8,93.35,17.5,694726592031,22401080738431,306945342.26,3288067.66,2022803,2021360,96.76,85.98,2.82,37298089.53,32054057.52,2737259.1,122.74,1.6,0.02,18365690.42,831920.71,5.18,2.38,63.77,3.32,1.41,0.09,13590296.88,1145435.51,12.68,1.24,32212,3.28,58,9226,575282,105,575503,49.24,30.39,34.96,10738490,3754026,0.14,1964,1395585,0.19,3994,2120788,0.61,3882,633949,0.66,543,82224,0.36,5859,1611363
