DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%,pmHoExeAttOutIntraGnb,pmRadioRaCbFailMsg1Ooc
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATLANTIC_BLVD_JAX,1439988,0001,0001,08,0,17,0,1.44,2,34,5.88,275.37,26.77,1,99.62,19.29,2.08,3.54,82.06,5.4,17.26,2.87,595,41344,2202.98,127.61,17,17,100,85.64,5.88,853.64,7.97,24.68,NaN,NaN,NaN,0,0,NaN,NaN,18.24,6.06,0,0,6.16,0.51,10.09,2.2,0,0,0,0,0,0,0,0,0,81.44,2397,1952,-119.91,0,141,34
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATLANTIC_BLVD_JAX,1439988,0001,0002,08,0,236,0,0.58,1,238,0.42,1074.71,246.57,8,98.55,15.83,15.85,18.44,51.56,4.18,12.95,3.46,3776,648056,8597.71,664.01,236,236,100,54.41,0.42,1525.52,907.74,218.55,NaN,NaN,NaN,0,0,NaN,NaN,35.2,0.42,0.81,0,421.16,131.21,12.44,6.21,0,0,0,0,0,0,0,0,0,28.72,2730,784,-119.95,0,9,16
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATLANTIC_BLVD_JAX,1439988,0001,0003,08,0,12,0,4.9,0,10,0,3510.82,706.41,2,99.48,4.69,25.16,24.45,70.44,8.68,31.91,6.24,276,5628,28086.55,880.06,12,12,100,72.62,0,12424.47,16813.56,545.66,68.09,0,NaN,11659.2,438.98,4.66,8.76,23.24,0,0,0,7.26,0.37,26.22,1.75,1,1,1,0,1,0,0,93.84,80.45,40.58,446,181,-120.42,0,7,22
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATLANTIC_BLVD_JAX,1439988,0001,0004,08,0,33,0,0.67,1,30,3.33,147.73,16.21,2,99.14,16.45,1.91,2.73,44.54,4.5,12.01,1.89,132,19800,1181.84,98.39,33,33,100,49.8,3.33,197.96,155.68,13.01,NaN,NaN,NaN,0,0,NaN,NaN,50.56,3.33,0,0,141.08,5.08,16.96,2.9,0,0,0,0,0,0,0,0,0,40.44,596,241,-119.68,0,155,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1437009,0001,0001,10,0,610,0,0.51,2,623,0.32,9396.23,469.7,26,99.01,4.78,41.11,27.65,84.31,6.93,94.41,12.69,4880,952820,75169.8,796.18,610,610,100,84.33,0.32,9137.97,7191.69,466.43,103.13,0,0,5414.11,293.56,3.18,10.82,61.96,1.56,0,0,1777.58,81.67,10.63,2.45,18,18,18,0,495,0,484,59.25,62.94,9.97,1554,155,-114.74,0,50,8
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1437009,0001,0001,11,0,276,0,0,1,274,0.36,5332.84,999.62,19,99.96,3.28,33.55,20.98,148.72,16.15,70.6,33.1,0,175260,42662.72,604.32,276,276,100,148.86,0.36,5201.27,5189.14,999.39,155.2,0,0,4712.38,899.95,3.07,16.68,111.37,2.7,0,0,476.76,33.5,5.34,5.98,15,15,15,0,237,0,231,90.6,90.05,14.17,635,90,-114.69,0,2,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1437009,0001,0002,10,0,223,0,0.51,3,209,1.44,9269.62,656.07,20,99.54,5.19,47.06,31.75,119.8,4.42,81.11,15.49,1561,307071,74156.98,914.29,223,223,100,119.94,1.44,8902.96,6760.18,654.24,333.01,0,0,5214.77,121.17,2.9,3.42,45.58,2.05,0,0,1545.4,154.78,16.13,2.3,12,12,12,0,63,0,71,58.57,18.52,7.88,1370,108,-115,0,35,7
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1437009,0001,0002,11,0,144,0,0.95,0,147,0,26699.13,451.12,11,99.64,2.46,45.2,69.88,140.37,8.19,106.13,11.09,576,60912,213593.06,2012.51,144,144,100,140.79,0,26085.51,26063.39,451.23,141.95,0,0,25797.34,371.45,2.43,8.28,55.41,0,0,0,266.05,53.93,4.46,8.1,7,7,7,0,91,0,86,98.9,82.32,12.17,419,51,-115.23,0,3,4
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1437009,0001,0003,10,0,1531,0,0.15,218,1645,13.25,38204.12,2124.7,57,98.95,6.02,86.18,67.52,114.38,1.71,157.17,27.39,12248,8446527,305632.99,1944.66,1531,1531,100,114.45,13.25,27884.61,22940.31,2128.18,257.88,20.53,0,15486.24,706.16,3.71,1.66,54.06,3.31,0.48,0,7453.83,685.38,12.28,1.19,25,25,25,195,950,0,772,55.54,33.18,18.82,5509,1037,-114.47,0,100,8
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1437009,0001,0003,11,0,819,0,0.06,160,894,17.9,22461.16,785.69,36,99.29,4.75,60.63,54.93,128.65,3.18,113.59,14.4,819,1384110,179689.24,1581.93,819,819,100,128.6,17.9,31512.7,31287.77,784.16,150.64,27.16,0,28961.73,422.64,4.26,2.69,51.04,1.83,0.21,0,2326.05,278.78,10.19,3.99,23,23,23,154,567,0,422,91.9,53.9,15.75,1689,266,-114.43,0,11,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1439009,0001,0001,08,0,126,0,0.41,2,120,1.67,826.21,414.78,7,99.19,12.87,28.58,13.91,27.74,2.88,13.2,3.22,504,122976,6609.66,500.81,126,126,100,27.88,1.67,902.41,578.74,415.34,23.39,0,NaN,309.98,344.57,14.75,2.98,30.53,1.69,7.27,0,268.77,22.08,16.39,2.72,2,2,2,0,2,0,0,34.35,82.96,7.92,972,77,-119.45,0,10,4
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1439009,0001,0002,08,0,21,0,1.02,0,19,0,695.06,56.42,2,99.47,9.06,4.36,6.7,78.67,1.23,23.04,2.88,105,10332,5560.49,241.38,21,21,100,81.67,0,566.62,50.73,55.94,27.27,0,NaN,36.4,0.01,24.63,NaN,18.74,0,0,0,14.34,11.87,4.74,9.8,1,1,1,0,1,0,0,6.42,0.02,18.28,487,89,-119.43,0,15,5
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_CESERY,1439009,0001,0003,08,0,62,0,0.22,0,58,0,480.27,40.2,3,99.69,12.34,4.11,6.03,60.02,1.49,17.7,2.17,124,56296,3842.15,217.12,62,62,100,61.31,0,590.83,183.34,39.06,32.83,0,0,145.67,13.53,27.02,3.21,29.67,0,0,0,37.66,2.3,13.92,1.48,2,2,2,0,9,0,10,24.66,34.64,8.83,906,80,-119.44,0,15,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_EMPIRE_POINT,1439290,0001,0001,08,0,6,0,0.31,0,6,0,73.76,20.18,1,99.63,10.26,1.07,1.56,37.64,4.86,10.51,4.2,12,3912,590.07,56.16,6,6,100,38.07,0,59.34,2.64,10.7,NaN,NaN,NaN,0,0,NaN,NaN,24.44,0,NaN,0,2.64,0.37,34.44,2.03,0,0,0,0,0,0,0,0,0,31.54,650,205,-119.45,0,3,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_EMPIRE_POINT,1439290,0001,0002,08,0,33,0,1.57,0,35,0,240.54,25.18,2,98.45,9.97,3.02,4.05,46.99,2.12,13.21,1.86,462,29403,1924.35,145.66,33,33,100,47.96,0,261.78,5.74,26.01,NaN,NaN,NaN,0,0,NaN,NaN,29.27,0,0,0,5.74,0.44,10.28,1.63,0,0,0,0,0,0,0,0,0,11.52,877,101,-119.5,0,6,14
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_EMPIRE_POINT,1439290,0001,0003,08,0,211,0,0.92,0,206,0,562.44,74.5,5,99.52,11.83,7.93,9.86,50.33,1.8,12.67,2.09,3376,365663,4499.48,355.02,211,211,100,52.41,0,746.7,290.99,77.17,NaN,NaN,NaN,0,0,1,NaN,54.62,0,21.43,0,290.99,19.16,13.74,3.21,1,1,1,0,0,0,0,0,0,8.39,1717,144,-119.44,0,6,16
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_HILLCREST,1439679,0001,0001,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_HILLCREST,1439679,0001,0002,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_HILLCREST,1439679,0001,0003,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_KILLEARN_LAKES,1439800,0001,0001,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_KILLEARN_LAKES,1439800,0001,0002,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_KILLEARN_LAKES,1439800,0001,0003,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_MANDARIN_NORTH,1439280,0001,0001,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_MANDARIN_NORTH,1439280,0001,0001,08,0,0,NaN,NaN,0,0,NaN,1871.97,415.97,0,99.64,13.83,20.96,23.83,85.66,2.45,17.45,4.41,0,0,14975.76,858.04,0,0,100,87.83,NaN,3394.77,0,418.79,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,7.21,2440,176,-119.64,0,43,104
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_MANDARIN_NORTH,1439280,0001,0002,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_MANDARIN_NORTH,1439280,0001,0002,08,0,0,NaN,NaN,0,0,NaN,240.61,46.71,0,98.54,7.64,3.19,3.5,58.52,3.01,15.28,3.25,0,0,1924.88,125.97,0,0,100,63.5,NaN,249.49,0,46.74,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,17.4,770,134,-120.31,0.16,33,4
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_MANDARIN_NORTH,1439280,0001,0003,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_MANDARIN_NORTH,1439280,0001,0003,08,0,0,NaN,NaN,0,0,NaN,113.13,16.98,0,97.27,8.64,1.37,1.79,78.76,2.62,14.04,2.75,0,0,905.05,64.48,0,0,100,81.43,NaN,184.38,0,12.39,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,44.44,648,288,-119.51,0,17,17
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431043,0001,0001,01,0,0,NaN,NaN,0,0,NaN,27.32,1,0,99.33,3.09,0.12,0.08,103.29,0.44,102.76,9.61,0,0,218.53,2.13,0,0,100,98.15,NaN,58.75,0,1.05,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,46.15,26,12,-127.04,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431043,0001,0001,02,0,0,NaN,NaN,0,0,NaN,12.24,0,0,NaN,NaN,0,0.03,NaN,NaN,129.17,NaN,0,0,97.91,0.76,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-127,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431043,0001,0001,03,0,0,NaN,NaN,0,0,NaN,19.39,0,0,NaN,NaN,0,0.04,NaN,NaN,143.88,NaN,0,0,155.14,1.08,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-126.99,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431043,0001,0001,05,0,0,NaN,NaN,0,0,NaN,15.19,0,0,NaN,NaN,0,0.03,NaN,NaN,132.34,NaN,0,0,121.54,0.92,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-127,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431043,0001,0001,06,0,0,NaN,NaN,0,0,NaN,9.13,0,0,NaN,NaN,0,0.02,NaN,NaN,120.86,NaN,0,0,73.04,0.6,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-125,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431043,0001,0001,07,0,0,NaN,NaN,0,0,NaN,52.84,2.88,0,98.1,4.21,0.26,0.15,94.32,0.2,101.48,12.36,0,0,422.75,4.17,0,0,100,92.74,NaN,71.48,0,2.89,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,51.22,41,21,-125,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431044,0001,0002,01,0,0,NaN,NaN,0,0,NaN,7.74,1.48,0,100,3.32,0.09,0.04,26.21,0.42,59.14,17.7,0,0,61.96,1.05,0,0,100,26.21,NaN,5.98,0,1.46,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,47.06,17,8,-127.42,0,0,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431044,0001,0002,02,0,0,NaN,NaN,0,0,NaN,1.26,0,0,NaN,NaN,0,0,NaN,NaN,153.06,NaN,0,0,10.06,0.07,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-127,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431044,0001,0002,03,0,0,NaN,NaN,0,0,NaN,1.16,0,0,NaN,NaN,0,0,NaN,NaN,167.77,NaN,0,0,9.25,0.06,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-126.98,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431044,0001,0002,05,0,0,NaN,NaN,0,0,NaN,0.51,0,0,NaN,NaN,0,0,NaN,NaN,119.23,NaN,0,0,4.08,0.03,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-119.48,0.74,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431044,0001,0002,06,0,0,NaN,NaN,0,0,NaN,0.21,0,0,NaN,NaN,0,0,NaN,NaN,67.36,NaN,0,0,1.7,0.03,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-118.8,0.77,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431044,0001,0002,07,0,0,NaN,NaN,0,0,NaN,2.51,0.36,0,99.67,17.06,0.06,0.02,70.23,0.6,37.48,6.34,0,0,20.08,0.54,0,0,100,70.23,NaN,3.96,0,0.36,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,28.57,14,4,-118.2,0.81,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431045,0001,0003,01,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-127,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431045,0001,0003,02,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-127,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431045,0001,0003,03,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,0,0,NaN,NaN,30.86,NaN,0,0,0.03,0,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-125,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431045,0001,0003,05,0,0,NaN,NaN,0,0,NaN,0.01,0,0,NaN,NaN,0,0,NaN,NaN,34.71,NaN,0,0,0.07,0,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-127,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431045,0001,0003,06,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,0,0,NaN,NaN,112.7,NaN,0,0,0.03,0,0,0,100,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,-125.16,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1431045,0001,0003,07,0,0,NaN,NaN,0,0,NaN,0.51,0.12,0,98.12,1.91,0.01,0,12.07,3.11,42.23,10.77,0,0,4.06,0.1,0,0,100,12.07,NaN,0.32,0,0.12,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,66.67,3,2,-125,0,0,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1437278,0001,0001,10,0,733,0,4.98,24,787,3.05,9173.53,813.88,34,98.72,11.37,66.37,39.66,90.32,1.66,64.25,13.63,463256,9293707,73388.21,1142.15,733,733,100,90.2,3.05,8484.57,6959.59,817.39,328.26,2.59,0,984.57,35.08,4.03,0.31,77.01,3.13,1.3,0,5972.58,480.23,13.17,1.44,7,7,7,3,116,0,118,11.6,4.29,48.06,12047,5790,-114.83,0,235,90
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1437278,0001,0001,11,0,327,0,6.18,4,283,1.41,2233.49,303.24,14,99.44,7.95,26.41,14.51,77.71,5.67,42.75,12.76,51339,830907,17867.92,417.93,327,327,100,77.69,1.41,2263.95,2248.85,301.12,NaN,0,0,0.04,0.14,9.57,0.79,77.7,1.44,1.04,0,2248.81,270.95,7.97,5.74,1,1,1,0,5,0,5,0,0.05,50.17,2384,1196,-115.02,0,6,12
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1437278,0001,0002,10,0,1721,0,3.03,39,1828,2.13,29205.54,1291.61,55,98.83,10.13,89.13,64.73,125.49,1.19,125.33,16.1,590303,19492046,233644.32,1864.26,1721,1721,100,125.56,2.13,27353.63,25548.68,1293.02,233.39,0.35,0,7341.16,305.36,4.58,2.12,110.67,2.95,6.54,0,18207.51,724.91,12.63,0.88,21,21,21,2,574,0,574,26.84,23.62,41.13,10983,4517,-115.31,0,84,178
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1437278,0001,0002,11,0,557,0,3.87,5,559,0.89,10053.59,473.63,25,97.91,8.72,44.57,34.5,106.45,3.88,80.94,11.81,36205,934646,80428.73,993.63,557,557,100,106.53,0.89,11125.03,10927.77,473.72,195.24,0,0,7521.4,103.78,3.44,6.96,62.1,1.63,1.65,0,3406.37,324.19,18.68,3.62,10,10,10,0,252,0,244,67.61,21.91,36.27,1613,585,-115.43,0,6,43
09/04/2025,09,5GNR,Florida,143,Jacksonville,ATT_PHILIPS_HWY,1437278,0001,0003,10,0,1172,0,4.09,12,1241,0.97,19593.53,1175.17,45,97.96,6.26,74.72,58.13,94.54,1.64,93.63,17.48,601236,14714460,156748.27,1674.15,1172,1172,100,94.96,0.97,19511.41,13007.93,1173.23,91.31,0,0,6138.86,160.51,3.74,1.06,63.61,1.18,1.59,0,6851.89,577.24,9.5,1.28,16,16,16,0,222,0,222,31.46,13.68,51.97,12042,6258,-115,0,188,180
