DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%,pmHoExeAttOutIntraGnb,pmRadioRaCbFailMsg1Ooc
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_ATT_TRAM_RD,1437877,0001,0003,11,0,320,0,2.27,0,288,0,11880.08,362.93,13,99.28,2.48,34.76,36.98,140.16,7.06,89.23,11.6,7680,338240,95040.67,1065.12,320,320,100,140.02,0,11293.2,11290.21,362.81,152.1,0,0,10440.73,277.21,2.3,7.32,85.32,0,0,0,849.48,63.63,4.54,5.41,9,9,9,0,127,0,127,92.45,76.41,37.17,1033,384,-115.43,0,0,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AUCILLA,1437780,0001,0001,10,1,342,0.29,6.62,13,293,4.44,4120.59,231.51,14,96.62,9.04,54.16,18.47,86.79,0.45,61.96,4.75,38529,581742,32964.75,532.04,342,341,100,87.4,4.44,4306.2,4038.44,231.85,261.8,NaN,NaN,0.4,0.14,11.31,0.65,84.93,4.44,0,0.29,4038.04,204.53,9.25,0.45,1,1,1,0,0,0,0,0.01,0.06,56.62,1593,902,-110.36,0,13,14
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AUCILLA,1437780,0001,0001,11,0,10,0,8,0,9,0,319.2,1.97,1,99.73,21.15,0.6,0.82,160.96,2.18,108.24,3.64,60,750,2553.62,23.59,10,10,100,160.96,0,61.75,61.72,1.97,NaN,NaN,NaN,0,0,NaN,NaN,160.96,0,0,0,61.72,1.81,21.16,2.17,0,0,0,0,0,0,0,0,0,73.91,69,51,-112.42,0,0,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AUCILLA,1437780,0001,0002,10,0,513,0,6.12,10,538,1.86,5443.81,315.33,23,98.4,8.98,46.27,21.29,87.34,1.05,71.03,7.57,94905,1551825,43550.45,613.11,513,513,100,87.45,1.86,5058.14,4699.16,314.3,247.96,0.98,0,19.25,2.88,9.42,1.96,94.08,2.06,0,0,4679.91,269.85,8.7,1.04,3,3,3,1,102,0,98,0.38,0.92,56.62,2840,1608,-105.86,0.66,24,63
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AUCILLA,1437780,0001,0002,11,0,68,0,7.34,1,62,1.61,1025.63,19.87,6,99.53,46.32,6.24,3.85,165.03,1.62,73.96,3.54,1292,17612,8205.08,110.94,68,68,100,165.03,1.61,1265.26,1264.51,19.93,188.6,0,0,1.97,0.27,5.2,2.54,165.02,1.67,0,0,1262.54,18.49,46.34,1.62,1,1,1,0,2,0,3,0.16,1.37,67.92,240,163,-109.18,0.1,0,8
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AUCILLA,1437780,0001,0003,10,0,19,0,3.47,1,20,5,2845.2,71.71,4,98.83,2.03,33.68,16.59,48.1,0.39,47.64,2.37,114,3287,22761.57,477.78,19,19,100,48.1,5,2749.78,2739.69,71.7,48.81,0,0,2691.5,54.93,1.92,0.34,45.88,7.69,0,0,48.19,9.03,5.52,1.65,3,3,3,0,7,0,8,97.88,76.61,50.9,167,85,-115.44,0,1,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AUCILLA,1437780,0001,0003,11,0,0,NaN,NaN,0,1,0,3.1,0,1,100,6.12,0,0,NaN,NaN,181.9,2.51,0,0,24.83,0.14,0,0,100,NaN,0,0,0,0,NaN,0,NaN,0,0,6.12,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,1,1,1,0,1,0,0,100,100,96.77,31,30,-113.62,0,0,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AVENUES_PT_TOWERS,1437033,0001,0001,10,0,783,0,0.11,4,755,0.53,9700.67,954.61,31,99.64,8.81,59.32,35.53,78.28,3.01,75.83,17.88,3132,2821149,77605.33,1023.38,783,783,100,78.35,0.53,7736.9,5749.8,952.43,355.79,0,0,53.23,47.8,4.18,1.87,69.07,0.65,0.57,0,5696.57,506.23,10.46,1.76,5,5,5,0,144,0,145,0.69,5.02,36.84,3599,1326,-115.42,0,73,4
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AVENUES_PT_TOWERS,1437033,0001,0001,11,0,360,0,0,7,328,2.13,3737.53,367.55,18,99.89,11.25,31.19,19.7,68.08,9.56,52.71,13.1,0,299880,29900.24,567.29,360,360,100,68.06,2.13,3293.69,3263.64,367.39,152.47,0,0,3.73,0.41,12.05,7.28,67.82,2.73,0,0,3259.91,335.26,11.28,9.63,2,2,2,0,72,0,74,0.11,0.11,35.53,833,296,-115.43,0,3,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AVENUES_PT_TOWERS,1437033,0001,0002,10,1,728,0.14,2.79,14,655,2.14,6166.69,410.42,19,99.22,15.18,38.02,21.11,90.33,2.63,81.15,12,99413,3569384,49333.53,607.9,728,727,100,90.36,2.14,5335.79,4434.98,411.73,585.23,2.74,0,1817.51,60.2,2.62,7.41,59.83,2.06,0.24,0.16,2617.38,274.61,26.46,2.31,4,4,4,2,73,0,85,34.06,14.62,36.29,4773,1732,-115.51,0,23,130
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AVENUES_PT_TOWERS,1437033,0001,0002,11,0,138,0,1,0,138,0,454.5,16.87,6,99.84,9.58,2.69,1.69,136.53,7.02,74.7,6.96,690,69276,3635.97,48.67,138,138,100,136.53,0,331.04,314.83,16.87,100.79,0,0,4.32,0.38,4.12,9.81,142.36,0,0,0,310.51,14.6,9.91,6.97,2,2,2,0,60,0,59,1.3,2.26,27.77,497,138,-115.48,0,3,5
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AVENUES_PT_TOWERS,1437033,0001,0003,10,0,410,0,0.9,10,427,2.34,18820.45,702.31,27,97.51,6.28,64.25,51.41,106.73,1.4,101.68,12.15,8200,906100,150563.59,1480.7,410,410,100,106.88,2.34,17653.94,15046.27,697.99,120.38,1.1,0,9731.89,163.03,2.64,1.25,86.84,2.69,0.33,0,5314.3,198.57,13.28,1.05,12,12,12,1,91,0,81,55.13,23.36,12.19,2190,267,-115.47,0,72,20
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_AVENUES_PT_TOWERS,1437033,0001,0003,11,0,233,0,0.24,4,228,1.75,3911.68,216.69,13,99.83,5.36,20.58,13.99,96.12,8.68,77.67,11.7,233,95996,31293.47,402.91,233,233,100,95.88,1.75,2576.87,2567.37,216.69,160.75,0,0,1269.81,111.82,2.11,11.56,87.28,3.03,0,0,1297.57,87.84,8.6,7.42,5,5,5,0,96,0,97,49.28,51.61,21.65,411,89,-115.44,0,3,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAILEY_PLAZA,1437932,0001,0001,10,0,2342,0,1.4,37,2252,1.64,23709.83,2371.5,63,98.93,11.66,82.73,68.58,73.73,2.95,96.03,31.85,468400,33530414,189678.68,1975.16,2342,2342,100,73.89,1.64,19565.31,14172,2371.03,108.22,1.72,0,3746.77,106.41,3.56,0.81,60.58,1.62,1.76,0,10425.23,1252.6,15.29,1.95,19,19,19,10,583,0,573,19.15,4.49,34.75,14117,4905,-114.44,0,567,34
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAILEY_PLAZA,1437932,0001,0001,11,0,632,0,1.63,9,706,1.27,13668.14,1347.29,35,99.17,6.91,69.41,54.89,94.64,3.86,69.17,21.57,31600,1941504,109345.12,1580.92,632,632,100,94.65,1.27,16766.94,16614.95,1348.2,106.66,1.32,0,11275.82,683.29,5.47,3.48,78.47,1.26,0.38,0,5339.13,503.87,9.84,4.72,12,12,12,2,151,0,148,67.25,50.68,28.49,3022,861,-114.41,0,24,13
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAILEY_PLAZA,1437932,0001,0002,10,0,1603,0,1.47,34,1595,2.13,16002.1,1824.87,55,99.35,7.53,84.03,59.44,108.23,2.15,74.78,24.13,201978,13784197,128016.81,1711.94,1603,1603,100,108.3,2.13,16037.24,12892.52,1828.33,188.94,1.97,0,2834.1,365.73,7.63,2.85,111.89,2.21,0.99,0,10058.38,797.95,8.16,1.39,22,22,22,10,508,0,502,17.67,20,32.52,8473,2755,-115.43,0,223,13
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAILEY_PLAZA,1437932,0001,0002,11,0,414,0,4.47,2,434,0.46,2851.72,736.35,15,98.62,5.82,47.93,18.34,82.87,3.91,43.19,17.07,30636,685170,22813.76,528.24,414,414,100,82.91,0.46,2418.15,2386.31,738.05,153.19,0,0,487.08,10.79,7.42,0.89,69.76,1.29,3.45,0,1899.23,651.38,5.5,4.1,5,5,5,0,279,0,278,20.14,1.46,37.82,1581,598,-115.44,0,20,6
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAILEY_PLAZA,1437932,0001,0003,10,0,2253,0,1.77,30,2210,1.36,37367.7,3685.73,83,99.57,8.63,91.32,79.01,92.4,2.76,131.38,44.84,563250,31805601,298941.64,2275.46,2253,2253,100,92.19,1.36,36773.95,26458.31,3682.45,193.15,1.21,0,3825.62,234.41,2.52,5.55,81.59,1.38,0.06,0,22632.67,1937.37,11.49,1.99,13,13,13,3,247,0,244,10.4,6.37,30.87,13867,4281,-114.61,0,463,27
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAILEY_PLAZA,1437932,0001,0003,11,0,464,0,2.29,9,448,2.01,5528.15,512.9,29,99.17,7.93,41.57,24.88,98.92,3.21,61.72,13.71,21344,930784,44225.21,716.54,464,464,100,98.89,2.01,5198.46,4969.08,513.15,116.34,3.33,0,1513.18,163.75,3.28,5.58,95.88,1.91,0,0,3455.9,293.56,9.61,2.75,10,10,10,1,30,0,33,29.11,31.91,34.03,1960,667,-114.89,0,38,4
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARCELONA,1437841,0001,0001,10,1,2771,0.04,0.04,50,2699,1.85,38085.89,3002.93,87,96.42,8.2,99.93,69.18,50.46,0.75,152.93,33.39,8255,22874605,304687.08,1992.34,2771,2770,100,50.67,1.85,39327.48,37390.3,2998.81,79.33,0.49,0,17075.92,1317.17,3.33,1.61,43.41,2.69,2.45,0.06,20304.25,1299.19,12.64,0.46,29,29,29,5,1026,0,1010,43.42,43.92,25.46,8255,2102,-108.56,0.05,131,0
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARCELONA,1437841,0001,0001,11,3,856,0.35,0.54,0,843,0,10056.66,496.49,24,97.84,6.91,47.01,35.49,116.44,2.25,78.71,11.73,7239,1335360,80453.29,1022.15,856,853,100,114.44,0,8299.03,5684.99,496.46,184.93,0,0,3219.23,189.59,3.8,1.37,75.66,0,0,1.33,2465.76,246.5,16.19,5.16,15,15,15,0,634,0,631,38.79,38.19,30.96,1557,482,-111.66,0,17,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARCELONA,1437841,0001,0002,10,3,1112,0.27,0.41,38,1038,3.66,9028.97,1199.57,41,98.4,11.25,95.25,39.84,85.56,0.73,62.95,13.99,22298,5387640,72231.76,1147.47,1112,1109,100,85.47,3.66,9338.75,8536.7,1199.45,251.24,0,0,601.06,55.77,12.96,0.96,75.71,4.22,0.33,0.32,7924.83,1008.42,10.96,0.71,6,6,6,0,137,0,160,6.44,4.65,24.18,4838,1170,-109.19,0.14,215,6
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARCELONA,1437841,0001,0002,11,0,264,0,0.5,1,209,0.48,5028.24,255.9,12,98.65,6.74,24.38,12.95,115.45,2.18,107.86,11.66,792,158400,40225.94,372.96,264,264,100,115.51,0.48,4344.39,4307.39,255.88,222.71,0,0,2823.69,105.42,2.83,0.86,85.32,0.91,0,0,1483.69,133.65,13.57,6.58,5,5,5,0,99,0,103,65,41.2,20.77,597,124,-110.92,0,7,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARCELONA,1437841,0001,0003,10,0,1903,0,0.24,25,1908,1.31,30372.08,3057.44,79,99.4,13.36,96.88,82.77,64.8,1.54,101.93,35.07,30448,12666368,242976.64,2383.66,1903,1903,100,64.75,1.31,31643.32,28158.96,3060.18,312.79,0.41,0,725.47,722.82,2.17,8.13,57.98,1.44,1.77,0,27433.4,1682.8,14.83,1.06,11,11,11,1,241,0,237,2.29,23.62,30.65,6640,2035,-114.49,0,121,13
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARCELONA,1437841,0001,0003,11,0,474,0,0.18,3,432,0.69,19236.65,1478.82,19,99.91,5.03,53.96,42.97,113.27,10.95,124.37,30.45,948,538464,153893.2,1237.4,474,474,100,113.2,0.69,16739.85,10769.52,1478.25,277.91,0,0,7460.61,712.45,2.04,12.34,58.5,1.16,0,0,3308.91,393.76,17.58,8.28,8,8,8,0,174,0,174,44.57,48.2,33.6,1134,381,-115.29,0,13,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1437008,0001,0001,10,0,1676,0,0.32,9,1676,0.54,36588.19,2479.82,58,99.46,5.78,77.89,58.28,126.83,4.66,174.38,35.38,38548,12177816,292705.51,1678.5,1676,1676,100,127.18,0.54,34719.63,27567.67,2472.79,200.97,0,0,19769.93,1135.61,3.52,7.61,70.69,0.94,0,0,7796.65,814.98,9.6,2.76,28,28,28,0,716,0,703,56.94,45.92,28.69,7243,2078,-113.99,0,165,18
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1437008,0001,0001,11,0,790,0,0.2,1,730,0.14,7391.91,824.66,28,99.88,5.2,48.57,37.9,73.57,11.1,54.18,18.87,2370,1182630,59135.29,1091.44,790,790,100,73.55,0.14,6929.79,6893.15,824.54,102.01,0,0,2965.99,244.43,1.23,6.91,70.46,0.22,0.5,0,3927.17,512.39,7.81,13.75,11,11,11,0,284,0,288,42.8,29.64,28.18,1494,421,-114.77,0,15,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1437008,0001,0002,10,0,1809,0,0.12,15,1809,0.83,29321.96,1673.74,63,99.71,4.99,75.74,65.62,132.97,2.97,124.13,24.55,10854,8856864,234575.72,1889.78,1809,1809,100,133.45,0.83,23987.02,18647.03,1672,235.41,0,0,10476.24,209.92,3.13,2.49,72.16,1.52,0,0,8170.79,882.28,7.82,1.76,26,26,26,0,820,0,831,43.67,12.56,13.03,4890,637,-114.46,0,116,6
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1437008,0001,0002,11,0,858,0,0.59,9,822,1.09,8856.28,656.08,32,99.63,7.29,44.24,29.79,147.39,8.29,82.58,16.48,6864,1172028,70850.24,857.94,858,858,100,147.41,1.09,9023.31,8998.51,653.73,216.63,0,0,4565.86,99.7,4,5.87,103.26,2.54,0,0,4432.65,487.27,10.27,9.09,16,16,16,0,467,0,466,50.6,15.25,23.34,1358,317,-115.11,0,14,8
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1437008,0001,0003,10,0,680,0,1.08,10,673,1.49,14594.03,1015.72,38,99.52,9.85,71.32,39.42,100.78,1.84,102.85,15.82,27200,2508520,116752.23,1135.17,680,680,100,100.75,1.49,13385.87,11127.73,1015.66,377.39,1.33,0,3723.74,123.74,3.74,1.88,78.36,1.51,0,0,7403.99,614.46,11.29,1.32,8,8,8,1,75,0,73,27.82,12.18,21.59,3649,788,-114.12,0,129,40
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1437008,0001,0003,11,1,367,0.27,0.86,3,317,0.95,5105.2,228,18,99.87,12.17,22.1,14.91,154.08,10.94,95.13,11.46,2675,310115,40841.6,429.32,367,366,100,153.81,0.95,4928.11,4910.86,227.75,151.73,0,0,13.11,0.46,2.67,9.25,154.1,1.05,0,0.3,4897.75,209.32,12.21,10.84,2,2,2,0,31,0,32,0.27,0.2,16.19,840,136,-114.39,0,12,5
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1439008,0001,0001,08,1,573,0.17,1.22,6,585,1.03,2801.07,396.95,11,98.52,16.1,24.19,34.51,42.36,4.13,18.04,3.65,23352,1909236,22408.54,1242.41,573,572,100,43.62,1.03,4234.36,2154.02,401.89,18.55,2.44,0,537.95,32.2,9.83,3.96,50.6,0.92,19.8,0.19,1616.07,133.22,21.92,3.12,3,3,3,1,41,0,39,12.7,8.01,12.07,3297,398,-118.36,0,88,35
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1439008,0001,0002,08,5,1274,0.39,0.43,10,1233,0.81,5664.74,888.6,32,99.27,14.1,52.98,60.08,48.31,1.69,20.95,3.73,28078,6507592,45317.95,2162.86,1274,1269,100,49.86,0.81,9699.25,6971.95,889.14,75.31,0,0,3559.49,114.99,9.04,2.96,34.18,0.88,1.07,0.43,3398.05,521.97,17.1,3.23,7,7,7,0,99,0,103,36.7,12.93,9.36,5106,478,-119.13,0,85,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BARNETT_BANK,1439008,0001,0003,08,0,419,0,0.12,4,420,0.95,2168.03,214.31,9,98.98,13.53,14.9,23.48,57.95,4.13,20.52,3.2,1257,1009790,17344.26,845.28,419,419,100,58.96,0.95,2796.36,937.64,213.98,44.28,2.22,0,472.94,17.07,11.86,5.47,47.05,0.64,30,0,455.84,22.85,8.84,1.94,4,4,4,2,90,0,90,16.91,7.98,4.74,2407,114,-119.49,0,13,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYMEADOWS_007,1437723,0001,0001,10,0,214,0,2.97,1,230,0.43,4312.14,484.98,19,99.7,8.24,41.63,22.94,86.98,4.76,52.21,12.94,15408,519164,34497.15,660.76,214,214,100,87.11,0.43,3476.67,2447.15,484.91,106.34,0,0,38.76,21.22,1.32,26.83,89.68,0.45,26.36,0,2408.4,301.29,9.62,3.2,3,3,3,0,7,0,4,1.11,4.38,38.53,2354,907,-116.46,0,39,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYMEADOWS_007,1437723,0001,0001,11,0,224,0,1.45,1,187,0.53,2121.66,262.16,16,97.62,7.53,25.51,13.07,129.19,8.49,45.08,11.42,2688,185024,16973.32,376.47,224,224,100,128.82,0.53,2836.02,2819.87,261.91,114.9,0,0,786.74,39.81,3.98,8.83,132.01,0.55,25.52,0,2033.13,196.3,8.96,8.49,3,3,3,0,5,0,10,27.74,15.2,38.08,814,310,-116.25,0,3,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYMEADOWS_007,1437723,0001,0002,10,0,285,0,3.58,21,258,8.14,3850.87,410.83,19,99.77,10.11,35.4,17.53,112.12,3.59,61.03,12.89,31920,892335,30806.97,504.78,285,285,100,112.12,8.14,3687.37,2776.68,410.82,NaN,NaN,NaN,0.01,0.08,6.18,2.17,107.27,8.14,23.31,0,2776.67,210.83,11.16,1.84,1,1,1,0,0,0,0,0,0.02,42.46,3019,1282,-115.52,0,35,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYMEADOWS_007,1437723,0001,0002,11,0,181,0,2.95,1,125,0.8,1408.01,218.73,9,99.8,8.74,13.11,7.39,98.9,15.41,52.96,18.54,3439,116564,11264.11,212.69,181,181,100,98.86,0.8,1437.67,1298.68,217.41,NaN,NaN,NaN,0.03,0.18,14.32,3.26,89.02,0.8,21.79,0,1298.65,192.63,8.78,15.91,1,1,1,0,0,0,0,0,0.08,38.72,625,242,-115.58,0,5,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYMEADOWS_007,1437723,0001,0003,10,0,43,0,0.76,0,41,0,916.07,30.23,5,99.9,6.55,4.57,3.33,73.04,2.15,76.35,7.34,172,22618,7328.59,95.99,43,43,100,71.68,0,833.7,794.3,30.13,NaN,NaN,NaN,0,0,NaN,NaN,71.95,0,2.33,0,794.3,22.59,6.74,1.95,0,0,0,0,0,0,0,0,0,39.08,522,204,-116.41,0.02,63,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYMEADOWS_007,1437723,0001,0003,11,0,24,0,1.09,0,28,0,546.69,38.9,5,99.88,10.05,7.2,3.26,108.15,17.2,46.52,6.01,48,4392,4373.5,94.02,24,24,100,107.87,0,582.56,581.72,38.89,NaN,NaN,NaN,0,0,NaN,NaN,107.87,0,1.67,0,581.72,36,10.03,17.21,0,0,0,0,0,0,0,0,0,48.62,181,88,-116.18,0,1,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYWOOD,1437694,0001,0001,10,0,37,0,5.65,0,24,0,452.42,25.49,5,99.23,9.77,3.23,1.66,63.44,7.24,75.58,8.77,1369,24235,3619.38,47.89,37,37,100,70.37,0,153.98,153.02,25.11,150.68,0,0,28.11,8.42,4.08,7.29,68.2,0,0,0,124.9,14,11.14,6.92,2,2,2,0,3,0,4,18.26,33.55,53.4,618,330,-115.45,0,19,3
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYWOOD,1437694,0001,0001,11,0,13,0,3.85,0,13,0,1898.95,18.39,2,99.08,1.63,3.08,3.02,233.83,17.86,174.78,6.64,39,1014,15191.6,86.92,13,13,100,233.71,0,2171.22,2158.18,18.41,242.17,0,0,2124.41,16.82,1.28,18.09,148.89,0,0,0,33.76,1.25,14.39,17.48,2,2,2,0,9,0,9,97.84,91.38,56,75,42,-115.49,0,0,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYWOOD,1437694,0001,0002,10,0,98,0,4.18,2,104,1.92,1076.52,21.18,7,98.31,4.46,10.18,3.2,202.04,0.45,93.39,2.31,2156,51548,8612.18,92.22,98,98,100,202.04,1.92,440.2,439.77,21.17,227.81,1.43,0,334.27,10.91,4.27,0.35,133.37,2.94,0,0,105.5,8.6,5.02,0.65,4,4,4,1,70,0,67,75.94,51.52,49.6,504,250,-115.5,0,11,11
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYWOOD,1437694,0001,0002,11,0,13,0,3.8,0,13,0,209.28,6.55,1,95.93,1.23,1.33,0.46,209.57,2.4,127.49,5.47,39,1027,1674.25,13.13,13,13,100,208.99,0,823.98,780.34,6.55,214.4,0,0,779.91,6.1,1.21,7.76,40.2,0,0,0,0.43,0.2,8.85,0.71,1,1,1,0,12,0,12,94.65,93,59.21,76,45,-115.5,0,0,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYWOOD,1437694,0001,0003,10,2,171,1.17,9.51,3,175,1.71,1103.54,79.1,9,99.72,13.92,14.76,5.48,95.67,1.4,55.97,5.95,8671,91143,8828.32,157.72,171,169,100,95.65,1.71,1059.4,1044.81,79.09,324.89,4.92,0,501.91,26.99,4.14,0.78,54.35,0,0,1.87,542.9,45.79,24.08,6.54,6,6,6,3,61,0,64,47.38,34.13,46.11,488,225,-115.5,0,3,31
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BAYWOOD,1437694,0001,0003,11,2,54,3.7,5.56,0,46,0,73.57,2.35,2,99.94,10.02,0.39,0.33,111.82,12.69,61.84,6.62,624,11232,588.54,9.52,54,52,100,111.82,0,77.23,77.05,2.35,NaN,NaN,NaN,0,0,NaN,NaN,111.83,0,0,3.7,77.05,2.24,10.02,12.69,0,0,0,0,0,0,0,0,0,72.06,204,147,-115.5,0,0,2
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BEACH_KERNAN,1437022,0001,0001,08,0,74,0,0.27,1,58,1.72,131.51,11.02,4,98.31,15.57,1.12,2.11,17.48,3.08,13.88,2.19,74,27602,1052.08,75.81,74,74,100,17.57,1.72,100.36,71.18,11.01,11.57,0,0,26.57,0.05,34.44,2.41,24.19,1.79,5,0,44.6,2.37,12.95,3.73,2,2,2,0,2,0,2,26.48,0.47,22.31,372,83,-119.45,0,10,1
09/04/2025,09,5GNR,Florida,143,Jacksonville,4G5G_BEACH_KERNAN,1437022,0001,0001,10,0,518,0,1.11,6,548,1.09,9832.03,895.51,28,99.33,6.07,66.84,37.94,85.94,1.69,71.99,14.89,13468,1210048,78656.22,1092.54,518,518,100,86.14,1.09,8729.98,6316.93,896.34,87.21,0.69,0,2089.79,198.39,2.61,0.85,64.51,1.24,4.41,0,4227.14,439.9,8.01,1.55,12,12,12,1,144,0,143,23.94,22.13,30.95,2310,715,-115.14,0,18,25
