"id","type","typeid","asm_unique_id","gnb"
928,"AUPF","BBTPNJDAVZWvGNB-Y-SA-AUPFP-08891001","d5c3c638-aa10-4eea-882a-4bb51005800a","0889112"
929,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800218"
930,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800201"
931,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800211"
932,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800206"
933,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800216"
934,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800203"
935,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-08002011","c5e66f9c-501b-4a11-b78e-88146417c77a","0800213"
936,"ACPF","HSNOTX08VZWvGNB-Y-SA-ACPFP-12900130","ab27e491-b8f3-4aff-b395-6fe9a2631359","1290015"
937,"ACPF","HSNOTX08VZWvGNB-Y-SA-ACPFP-12900130","ab27e491-b8f3-4aff-b395-6fe9a2631359","1290013"
938,"ACPF","HSNOTX08VZWvGNB-Y-SA-ACPFP-12900130","ab27e491-b8f3-4aff-b395-6fe9a2631359","1290014"
939,"ACPF","HSNOTX08VZWvGNB-Y-SA-ACPFP-12900130","ab27e491-b8f3-4aff-b395-6fe9a2631359","1290060"
940,"ACPF","HSNOTX08VZWvGNB-Y-SA-ACPFP-12900130","ab27e491-b8f3-4aff-b395-6fe9a2631359","1290083"
941,"AUPF","WNDSCTWLVZWvGNB-Y-SA-AUPFP-06494401","5a3530d7-8e4c-42e9-ac77-d7ca3fa5b163","0649440"
942,"AUPF","WNDSCTWLVZWvGNB-Y-SA-AUPFP-06494401","5a3530d7-8e4c-42e9-ac77-d7ca3fa5b163","0649403"
943,"ACPF","FRDLNYEKVZWvGNB-Y-SA-ACPFP-08192540","5dbee700-ae7f-4b5b-ba79-199ff4808c9c","0819265"
944,"ACPF","FRDLNYEKVZWvGNB-Y-SA-ACPFP-08192540","5dbee700-ae7f-4b5b-ba79-199ff4808c9c","0819254"
945,"ACPF","FRDLNYEKVZWvGNB-Y-SA-ACPFP-08192540","5dbee700-ae7f-4b5b-ba79-199ff4808c9c","0819255"
946,"ACPF","FRDLNYEKVZWvGNB-Y-SA-ACPFP-08192540","5dbee700-ae7f-4b5b-ba79-199ff4808c9c","0819264"
947,"AUPF","WSBOMAGJVZWvGNB-Y-SA-AUPFP-05991511","497b78cf-2bdd-4446-84a3-d75361be8df4","0599154"
948,"AUPF","WSBOMAGJVZWvGNB-Y-SA-AUPFP-05991511","497b78cf-2bdd-4446-84a3-d75361be8df4","0599151"
949,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019606"
950,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019622"
951,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019602"
952,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019610"
953,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019621"
954,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019612"
955,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-10196100","91e3ef54-d012-4da4-b3d1-513194c1511e","1019623"
956,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07891000","600a48ce-3dab-42d8-9e3b-8ea8b506b7a4","0789100"
957,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07891000","600a48ce-3dab-42d8-9e3b-8ea8b506b7a4","0789111"
958,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07891000","600a48ce-3dab-42d8-9e3b-8ea8b506b7a4","0789110"
959,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07891000","600a48ce-3dab-42d8-9e3b-8ea8b506b7a4","0789101"
960,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24403701","a6b8f717-6757-4716-b484-363ba44e897c","2460470"
961,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24403701","a6b8f717-6757-4716-b484-363ba44e897c","2440370"
962,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979463"
963,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979452"
964,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979460"
965,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979454"
966,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979462"
967,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979459"
968,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFS-09794591","7bc533f1-04f1-4229-9820-3485822ca22c","0979461"
969,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989512"
970,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989514"
971,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989506"
972,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989511"
973,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989508"
974,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989513"
975,"AUPF","WMTPPAAAVZWvGNB-Y-SA-AUPFP-09895081","38659ca8-84b5-433c-8f85-59161883c841","0989510"
976,"AUPF","WLTPNJ22VZWvGNB-Y-SA-AUPFP-08709031","4f080263-6a7d-4d22-94d3-2abe2db4f35f","0870903"
977,"AUPF","WLTPNJ22VZWvGNB-Y-SA-AUPFP-08709031","4f080263-6a7d-4d22-94d3-2abe2db4f35f","0870905"
978,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796511","12f0e995-434a-450c-b550-156575657a11","1179651"
979,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796511","12f0e995-434a-450c-b550-156575657a11","1179661"
980,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796511","12f0e995-434a-450c-b550-156575657a11","1179660"
981,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796511","12f0e995-434a-450c-b550-156575657a11","1129400"
982,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796511","12f0e995-434a-450c-b550-156575657a11","1179659"
983,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796511","12f0e995-434a-450c-b550-156575657a11","1179658"
984,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05690010","daae4927-03b0-47e0-bb67-5c547e297ee0","0569001"
985,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360164"
986,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360246"
987,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360346"
988,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360050"
989,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360150"
990,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360146"
991,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360064"
992,"ACPF","RCKLCAIGVZWvGNB-Y-SA-ACPFP-03600640","b37bc4a2-aae8-4710-98de-9594fe422428","0360046"
993,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1149512"
994,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1149514"
995,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1149511"
996,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1149513"
997,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1149510"
998,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1159563"
999,"AUPF","1149510_5GNB_RCMD_AUPFP_114951010","114951010","1149515"
1000,"AUPF","ANJTMDAHVZWvGNB-Y-SA-AUPFP-10791581","94ab16fa-d4b7-4b3c-b842-0d49202ade96","1079158"
1001,"AUPF","ANJTMDAHVZWvGNB-Y-SA-AUPFP-10791581","94ab16fa-d4b7-4b3c-b842-0d49202ade96","1079162"
1002,"AUPF","ANJTMDAHVZWvGNB-Y-SA-AUPFP-10791581","94ab16fa-d4b7-4b3c-b842-0d49202ade96","1079161"
1003,"AUPF","ANJTMDAHVZWvGNB-Y-SA-AUPFP-10791581","94ab16fa-d4b7-4b3c-b842-0d49202ade96","1079159"
1004,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07991530","7a196807-10b3-4356-88a2-b8ab2ce47ea5","0789104"
1005,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07991530","7a196807-10b3-4356-88a2-b8ab2ce47ea5","0789114"
1006,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07991530","7a196807-10b3-4356-88a2-b8ab2ce47ea5","0799163"
1007,"ACPF","YNKRNYZLVZWvGNB-Y-SA-ACPFP-07991530","7a196807-10b3-4356-88a2-b8ab2ce47ea5","0799153"
1008,"ACPF","JHTWPADPVZWvGNB-Y-SA-ACPFP-24192900","9807a2a3-1c5e-4bb9-a11e-390d656bc1d5","2419290"
1009,"ACPF","JHTWPADPVZWvGNB-Y-SA-ACPFP-24192900","9807a2a3-1c5e-4bb9-a11e-390d656bc1d5","2419283"
1010,"AUPF","SCHZTXCEVZWvGNB-Y-SA-AUPFP-13693801","efa9ea35-c54a-4545-b56c-3f784a0740d0","1369380"
1011,"AUPF","SCHZTXCEVZWvGNB-Y-SA-AUPFP-13693801","efa9ea35-c54a-4545-b56c-3f784a0740d0","1369353"
1012,"AUPF","SCHZTXCEVZWvGNB-Y-SA-AUPFP-13693801","efa9ea35-c54a-4545-b56c-3f784a0740d0","1369351"
1013,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889106"
1014,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889101"
1015,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889102"
1016,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889108"
1017,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889105"
1018,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889107"
1019,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889104"
1020,"ACPF","BBTPNJDAVZWvGNB-Y-SA-ACPFP-08891080","2b2f548f-9fa1-499f-94ce-644363bbfebe","0889109"
1021,"ACPF","HNRTNYCRVZWvGNB-Y-SA-ACPFP-07393060","ae5760f0-1420-4f50-9108-f034d9d7105a","0739307"
1022,"ACPF","HNRTNYCRVZWvGNB-Y-SA-ACPFP-07393060","ae5760f0-1420-4f50-9108-f034d9d7105a","0739306"
1023,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13693700","47b686d6-93b2-43cf-95ac-0f49e0874916","1369370"
1024,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13693700","47b686d6-93b2-43cf-95ac-0f49e0874916","1389452"
1025,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13693700","47b686d6-93b2-43cf-95ac-0f49e0874916","1369354"
1026,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13693700","47b686d6-93b2-43cf-95ac-0f49e0874916","1369364"
1027,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13693700","47b686d6-93b2-43cf-95ac-0f49e0874916","1409552"
1028,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13693700","47b686d6-93b2-43cf-95ac-0f49e0874916","1409562"
1029,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-25301061","45c2c8c0-a757-44c6-98f8-23473ff27ca0","2530135"
1030,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-25301061","45c2c8c0-a757-44c6-98f8-23473ff27ca0","2530106"
1031,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-25301061","45c2c8c0-a757-44c6-98f8-23473ff27ca0","2530156"
1032,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-25301061","45c2c8c0-a757-44c6-98f8-23473ff27ca0","2530105"
1033,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805250","f6c1b7b1-6425-457f-a8ef-5c7e2db8412d","0980525"
1034,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805400","ce7b7109-f576-407d-8a58-ceebd79a9807","0980540"
1035,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805400","ce7b7109-f576-407d-8a58-ceebd79a9807","0980526"
1036,"AUPF","0739379_5GNB_HNRT_AUPFP_073937910","73937910","0739379"
1037,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805310","41b7324b-1b3d-449f-8a8b-336a21b93445","0980527"
1038,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805310","41b7324b-1b3d-449f-8a8b-336a21b93445","0980535"
1039,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805310","41b7324b-1b3d-449f-8a8b-336a21b93445","0980543"
1040,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805310","41b7324b-1b3d-449f-8a8b-336a21b93445","0980531"
1041,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805310","41b7324b-1b3d-449f-8a8b-336a21b93445","0980528"
1042,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFP-09805310","41b7324b-1b3d-449f-8a8b-336a21b93445","0980544"
1043,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819104"
1044,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819101"
1045,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819106"
1046,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819111"
1047,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819121"
1048,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819108"
1049,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819105"
1050,"ACPF","ARTNTNBIVZWvGNB-Y-SA-ACPFP-18191010","d54f1ef1-ed77-432b-b907-974b5a9e0dcf","1819107"
1051,"ACPF","1269653_5GNB_BTRH_ACPFP_126965300","P-12696530","1269653"
1052,"ACPF","HSNOTX08VZWvGNB-Y-SA-ACPFP-12900140","8fb8afe8-64f2-469a-abb2-7f4b4421484a","1290084"
1053,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090255"
1054,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090260"
1055,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090265"
1056,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090251"
1057,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090256"
1058,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090261"
1059,"ACPF","ANJTMDAHVZWvGNB-Y-SA-ACPFP-10902500","f00cfa81-4ef2-4c29-8584-3d4dedf730b8","1090250"
1060,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560050"
1061,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560073"
1062,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560066"
1063,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560055"
1064,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560051"
1065,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560056"
1066,"ACPF","WSBOMAGJVZWvGNB-Y-SA-ACPFP-05600500","082bb5de-dbec-4b16-9c20-d227bc0f6471","0560052"
1067,"ACPF","ELSSTX13VZWvGNB-Y-SA-ACPFP-13392120","3ab24ff2-bfa5-4ed8-991a-daf94ac6bb3c","1329160"
1068,"ACPF","ELSSTX13VZWvGNB-Y-SA-ACPFP-13392120","3ab24ff2-bfa5-4ed8-991a-daf94ac6bb3c","1339212"
1069,"ACPF","RCMDVA83VZWvGNB-Y-SA-ACPFP-11394540","64d5a8a8-9d9a-41c5-b82a-e35e9bb96b21","1139454"
1070,"ACPF","RCMDVA83VZWvGNB-Y-SA-ACPFP-11394540","64d5a8a8-9d9a-41c5-b82a-e35e9bb96b21","1149508"
1071,"ACPF","ESYRNYENVZWvGNB-Y-SA-ACPFP-07494030","dffdb526-6027-4e63-b348-4ef1b444a16f","0749404"
1072,"ACPF","ESYRNYENVZWvGNB-Y-SA-ACPFP-07494030","dffdb526-6027-4e63-b348-4ef1b444a16f","0749403"
1073,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2459303"
1074,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2449360"
1075,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2449361"
1076,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2459301"
1077,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2449362"
1078,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2459304"
1079,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2459302"
1080,"AUPF","CLMBOHIQVZWvGNB-Y-SA-AUPFP-24593001","1f46af1c-ac29-4a14-8d36-b2cc5e378d98","2459300"
1081,"ACPF","HNRTNYCRVZWvGNB-Y-SA-ACPFP-07090030","0cb6a0fd-681e-4395-ad4a-4575bdc5f114","0709004"
1082,"ACPF","HNRTNYCRVZWvGNB-Y-SA-ACPFP-07090030","0cb6a0fd-681e-4395-ad4a-4575bdc5f114","0709003"
1083,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13794000","ad918079-ac9d-4b49-87d4-83600aae6e4f","1389453"
1084,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13794000","ad918079-ac9d-4b49-87d4-83600aae6e4f","1379400"
1085,"ACPF","SCHZTXCEVZWvGNB-Y-SA-ACPFP-13794000","ad918079-ac9d-4b49-87d4-83600aae6e4f","1399501"
1086,"AUPF","TULYOK13VZWvGNB-Y-SA-AUPFP-18492051","aec034a1-bde6-4114-b2a9-30a9a6044905","1849202"
1087,"AUPF","TULYOK13VZWvGNB-Y-SA-AUPFP-18492051","aec034a1-bde6-4114-b2a9-30a9a6044905","1849205"
1088,"AUPF","TULYOK13VZWvGNB-Y-SA-AUPFP-18492051","aec034a1-bde6-4114-b2a9-30a9a6044905","1849216"
1089,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-07901521","f559073a-1d07-4968-ba01-6f8112d965a5","0790152"
1090,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-07901521","f559073a-1d07-4968-ba01-6f8112d965a5","0790157"
1091,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-07901521","f559073a-1d07-4968-ba01-6f8112d965a5","0790162"
1092,"AUPF","YNKRNYZLVZWvGNB-Y-SA-AUPFP-07901521","f559073a-1d07-4968-ba01-6f8112d965a5","0790167"
1093,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796561","b72eb867-1f37-444a-8137-874bb84cf0ec","1179652"
1094,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796561","b72eb867-1f37-444a-8137-874bb84cf0ec","1129403"
1095,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796561","b72eb867-1f37-444a-8137-874bb84cf0ec","1179656"
1096,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796561","b72eb867-1f37-444a-8137-874bb84cf0ec","1179654"
1097,"AUPF","CHNTVAAVVZWvGNB-Y-SA-AUPFP-11796561","b72eb867-1f37-444a-8137-874bb84cf0ec","1129404"
1098,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360021"
1099,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360018"
1100,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360221"
1101,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360003"
1102,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360321"
1103,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360103"
1104,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360118"
1105,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600181","53add2a0-41e1-4c21-b7f4-808d9eab08d1","0360203"
1106,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600521","cb33fe0e-7ad2-4ab3-a0db-af5b703d0b98","0360057"
1107,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600521","cb33fe0e-7ad2-4ab3-a0db-af5b703d0b98","0360157"
1108,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600521","cb33fe0e-7ad2-4ab3-a0db-af5b703d0b98","0360008"
1109,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600521","cb33fe0e-7ad2-4ab3-a0db-af5b703d0b98","0360052"
1110,"AUPF","RCKLCAIGVZWvGNB-Y-SA-AUPFP-03600521","cb33fe0e-7ad2-4ab3-a0db-af5b703d0b98","0360152"
1111,"AUPF","SFTPPABQVZWvGNB-Y-SA-AUPFP-24294001","609c4f1f-2474-4a8a-92d2-17c0e75ef896","2439403"
1112,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-10007010","0e5df064-00d3-4f76-bc2a-45095fdc5fef","1000701"
1113,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-10007010","0e5df064-00d3-4f76-bc2a-45095fdc5fef","1000715"
1114,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-10007010","0e5df064-00d3-4f76-bc2a-45095fdc5fef","1000702"
1115,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979461"
1116,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979463"
1117,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979452"
1118,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979460"
1119,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979454"
1120,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979462"
1121,"ACPF","NWCSDEBGVZWvGNB-Y-SA-ACPFP-09794590","c9b7fa5b-d250-47ec-a60a-75c3a8520960","0979459"
1122,"ACPF","0659490_5GNB_WNDS_ACPFP_065949000","P-06594900","0659490"
1123,"ACPF","0659490_5GNB_WNDS_ACPFP_065949000","P-06594900","0659452"
1124,"ACPF","WMTPPAAAVZWvGNB-Y-SA-ACPFS-10097070","e2301fda-1341-4c58-90e1-212100795d85","1009705"
