DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,34,0,0.06,0,37,0,1439.85,278.33,2,99.66,22.29,18.48,17.3,66.22,3.78,18.5,3.35,34,52768,11518.79,622.74,34,34,50,66.98,0,1701.36,35.74,278.76,NaN,NaN,NaN,0,0,NaN,NaN,21.78,0,0,0,35.52,4.01,10.31,0.78,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,2,0,0,13,0,40.27,0.15,14.59,0.15,0,0,2,1.37,0,-118.05,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,27,0,0.05,0,31,0,1138.73,2387.5,2,98.3,13.99,54.98,31.54,44.58,7.59,8.02,9.65,27,55458,9109.82,1135.37,27,27,50,45.43,0,1471.11,59.18,2386.3,NaN,NaN,NaN,0,0,NaN,NaN,33.99,0,0,0,57.67,3.94,4.96,0.49,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,5,1,0,0,5,0,0.1,0.01,4.07,0.77,NaN,0,1,3.52,0,-119.03,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,16,0,0,1,16,6.25,267.61,21.03,1,98.51,9.14,1.94,3.75,33.47,2.56,15.85,2.41,0,10096,2140.91,135.04,16,16,50,33.76,6.25,194.55,14.61,18.8,NaN,NaN,NaN,0,0,NaN,NaN,30.18,6.25,0,0,14.51,0.57,6.18,0.3,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,10,1,0,0,10,10,0.01,0.02,1.19,2.95,NaN,0,1,3.05,NaN,-118.36,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,916,0,6.61,22,920,2.39,14956.55,773.76,33,99.09,6.3,15.2,17.9,109.74,3.55,71.43,8.08,460748,6966180,119652.4,1675.15,916,916,100,110.24,2.39,14508.75,12430.88,772.12,271.7,1.5,0,8937.17,331.51,2.95,13.42,51.63,2.54,0.67,0,3458.61,270.2,13.47,2.07,11,3.67,7,2,133,0,134,61.6,42.94,0,0,10,0,0,10,2,0,0,10,0,15.24,0,194.33,NaN,0,0,2,1.56,NaN,-116.36,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,6,1888,0.32,3.06,46,1835,2.51,17702.25,1777.94,54,98.27,11.99,35.86,38.64,26.89,5.56,39.16,7.87,1012226,33072096,141617.97,3616.28,1888,1882,100,27.12,2.51,17283.34,14845.02,1773.42,32.84,4.94,0,5449.2,552.12,5.42,8.29,23.84,2.4,0.58,0.33,9357.31,854.62,15.51,4.2,11,3.67,6,4,81,0,80,31.53,31.13,0,0,4,0,0,6,1,0,0,6,0,4.99,0,28.33,0.09,0,0,1,25.38,0,-115.25,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,2,2136,0.09,3.89,30,1970,1.52,40324.78,2292.99,81,99.18,5.63,35.6,48.74,67.28,1.8,70.71,10.22,1602842,41246160,322598.25,4562.2,2136,2134,100,67.58,1.52,39351.96,32881.39,2293.91,94.76,0,0,19531.47,824.02,2.39,3.05,53.09,1.96,0.11,0.12,13224.16,922.8,9.6,1.16,29,9.67,19,0,438,0,441,49.63,35.92,0,0,4,0,0,16,1,0,0,16,0,0.07,0.23,10.08,7.41,0,0,1,1.35,0,-116.09,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0001,1,3303,0.03,0.45,126,3158,3.99,67649.74,8433.37,118,98.35,10.47,86.02,76.35,78.59,3.07,123.06,54.47,505852,111198798,541197.9,4398,3303,3302,100,78.7,3.99,67051.08,45590.66,8442.55,90.5,0,0,15148.63,1395.23,4.88,3.28,62.37,4.19,0.21,0.03,30277.29,3752.67,13.8,1.86,17,8.5,10,0,147,0,152,22.59,16.53,0,0,41,0,0,56,3,0,0,56,0,27.37,0.97,192.97,0.65,0,0,3,1.71,0,-113.89,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0002,0,1507,0,7,25,1300,1.92,28872.58,1657.54,55,99.01,6.94,54.48,36.87,96.52,3.1,108.75,16.9,1558238,22244827,230980.65,2123.91,1507,1507,100,96.62,1.92,28096.68,22268.2,1658.31,128.8,0,0,12437.66,404.16,5.11,8.75,77.29,2.59,0.26,0,9789.02,864.9,10.73,2.68,16,8,9,0,334,0,336,44.27,24.37,0,0,2,0,0,2,1,0,0,2,50,0.02,0,NaN,NaN,0,0,1,2.67,NaN,-114.72,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0003,1,951,0.11,3.42,29,934,3.1,20296.61,1047.1,37,98.68,12.85,47.06,34.21,87.57,1.66,82.41,12.36,153878,4496328,162372.91,1970.31,951,950,100,87.61,3.1,20005.86,16341.6,1047.09,170.74,0,0,4810.47,178.69,2.99,14.56,79.46,4.11,2.96,0.14,11504.38,508.52,20.02,1.04,14,7,8,0,228,0,228,24.05,17.07,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,-115.12,0
09/27/2025,15,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1439396,0001,0001,1,55,1.82,2.12,0,19,0,2104.11,172.61,3,99.3,30.04,15.88,17.82,76.07,1.66,26.24,2.42,2646,124740,16832.91,641.41,55,54,100,76.32,0,1618.36,28.75,158.85,NaN,NaN,NaN,0,0,NaN,NaN,28.5,0,6.9,1.82,28.48,3.89,10.2,1.85,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,1,0,0,13,0,2.23,0.09,46.92,6.17,0,0,1,3.33,NaN,-110,0
