DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%,pmHoExeAttOutIntraGnb,pmRadioRaCbFailMsg1Ooc,EBSN_SA_NSA_DRB_Volume
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,08,0,45,0,0.2,2,46,4.35,303.58,43.52,2,99.24,15.05,6.91,6.03,48,0.8,11.18,1.4,135,66645,2428.65,217.25,45,45,100,49.04,4.35,674.19,63.07,43.38,NaN,NaN,NaN,0,0,NaN,NaN,25.17,4.35,8.33,0,62.83,4.76,14.77,0.26,0,0,0,0,0,0,0,0,0,9.27,1478,137,-117.09,0,44,3,657.41
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,08,0,47,0,0.12,3,51,5.88,1807.53,426.63,3,98.15,22.2,25.34,33.22,34.79,3.76,12.09,3.74,188,154066,14460.23,1196,47,47,100,35.69,5.88,3028.32,719.72,411.04,NaN,NaN,NaN,0,0,NaN,NaN,14.09,5.88,0,0,716.48,54.02,2.29,0.63,0,0,0,0,0,0,0,0,0,11.88,3274,389,-119.08,0,124,4,2962.35
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,08,0,18,0,0.08,0,18,0,362.54,154.06,2,93.74,14.61,6.46,6.82,33.09,3.38,11.82,5.3,18,23004,2900.33,245.39,18,18,100,33.85,0,318.17,4.14,89.79,NaN,NaN,NaN,0,0,NaN,NaN,12.9,0,0,0,4.08,5.62,5.5,0.52,0,0,0,0,0,0,0,0,0,8.38,1277,107,-118.42,0,110,1,311.73
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,08,0,175,0,2.99,4,165,2.42,1287.08,250.49,6,98.67,7.23,10.68,17.99,45.02,8.17,15.9,5.21,7700,257775,10296.64,647.79,175,175,100,45.57,2.42,1612.7,392.19,250.7,NaN,NaN,NaN,0,0,NaN,NaN,32.77,2.42,16.42,0,386.66,68.25,10.71,13.59,0,0,0,0,0,0,0,0,0,38,1429,543,-120.37,0.05,37,26,1583.06
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,10,0,344,0,6.75,12,372,3.23,11894.88,754.73,19,99.4,3.13,46.47,35.53,109.1,6.24,93,18.05,69832,1034752,95159.08,1023.23,344,344,100,109,3.23,11210.93,8355.59,754.67,278.03,1.48,0,5783.26,97.16,1.59,4.07,72.36,4.22,0,0,2561.11,427.2,7.14,4.73,7,7,7,2,135,0,126,51.59,12.87,54.9,2805,1540,-115.46,0,100,35,11164.75
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,11,0,58,0,7.47,0,50,0,3463.47,190.59,6,99.63,1.62,20.65,12.34,137.83,14.47,77.94,10.25,2378,31842,27707.77,355.48,58,58,100,137.92,0,3396.27,3066.12,190.59,155.97,0,0,2820.51,163.6,1.2,17.1,90.01,0,0,0,244.62,20.44,4.29,6.12,3,3,3,0,1,0,1,83.05,85.84,60.43,508,307,-115.32,0,14,1,3392.65
09/27/2025,20,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,08,1,542,0.18,1.41,4,518,0.77,4989.99,1087.42,17,98.71,11.74,31.08,46.44,39.33,10.87,23.88,7.77,31112,2201604,39919.88,1671.79,542,541,100,39.72,0.77,6120.39,5285.89,1087.22,55.02,1.23,1.19,2196.7,574.99,5.95,18.98,32.2,0.69,0.5,0,3026.19,243.66,13.09,8.37,4,4,4,1,81,1,84,35.98,52.89,33.13,4012,1329,-119.93,0,131,2,6042.24
