DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%,pmHoExeAttOutIntraGnb,pmRadioRaCbFailMsg1Ooc,EBSN_SA_NSA_DRB_Volume
09/27/2025,11,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,10,1,897,0.11,0.38,27,907,2.98,24894.94,2268.92,35,98.65,5.6,85.79,58.79,122.22,2.25,117.63,29.39,33125,8816613,199159.55,1693.17,897,896,100,122.51,2.98,21108.27,10145.17,2275.08,131.3,2.08,0,4225.62,194.33,3.72,0.54,83.29,2.96,3.22,0.12,5905.94,1470,9.18,2.4,11,11,11,2,96,0,93,20.02,8.54,39.36,9803,3858,-114.36,0,222,23,21025.76
09/27/2025,11,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,11,1,451,0.22,0.39,11,451,2.44,7619.49,560.86,25,99.41,9.52,53.77,34.15,100.24,2.85,61.98,11.59,4137,1053987,60955.92,983.51,451,450,100,100.25,2.44,10009.2,9982.77,560.8,106.1,0,0,7373,318.8,7.83,2.6,88.47,3.11,0.98,0.27,2566.08,239.37,14.61,3.19,11,11,11,0,97,0,79,73.66,56.85,39.01,2333,910,-113.69,0,12,4,9965.51
09/27/2025,11,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,10,2,1168,0.17,0.19,203,1205,16.85,12920.88,1384.8,37,95.48,12.84,79.18,43.27,77.43,1.67,82.94,19.43,22866,11991856,103367.01,1246.23,1168,1166,100,77.58,16.85,13622.1,6130.74,1382.62,8.46,0.72,0,3.55,7.25,5.68,10.64,38.26,18.95,3.19,0.19,6117.53,698.08,13.71,0.9,5,5,5,1,139,0,136,0.03,0.52,27.32,10265,2804,-114.37,0.01,386,1,13593.35
09/27/2025,11,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,11,2,621,0.32,0.32,21,603,3.48,3547.43,637.34,21,98.8,9.98,36.62,21.66,79.5,8.51,45.49,19.34,3638,1129599,28379.46,623.8,621,619,100,79.5,3.48,2683,2676.05,637.12,106.29,5.43,0,265.62,255.2,6.09,17.55,77.53,2.36,4.49,0.5,2403.34,380.35,10.78,6.85,8,8,8,12,221,0,224,9.91,40.06,22.48,1819,409,-114.9,0,17,0,2675.85
09/27/2025,11,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,10,1,902,0.11,0.15,25,954,2.62,10562.29,1100.34,38,99.36,9.59,62.03,33.63,127.97,2.69,87.25,19.71,9610,6230114,84498.32,968.45,902,901,100,128.06,2.62,10097.93,5158.54,1104.25,70.71,0,0,440.68,23.33,14.96,3.99,119.35,3.04,3.47,0.13,4710.04,533.77,11.01,1.43,7,7,7,0,131,0,133,4.37,2.11,19.24,6904,1328,-114.52,0,291,3,10076.85
09/27/2025,11,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,11,2,551,0.36,0.56,9,523,1.72,3265.31,296.06,18,99.56,9.95,29.4,14.2,132.06,4.14,63.88,11.19,4609,816031,26122.48,408.95,551,549,100,131.78,1.72,3393.37,3362.68,297.05,91.2,0,0,55.85,12.13,9.9,4.82,133.09,2.13,1.35,0.46,3296.16,280.81,10.02,4.15,6,6,6,0,101,0,114,1.65,4.08,15.97,1478,236,-113.98,0.02,10,3,3382.49
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,08,0,36,0,0.11,4,35,11.43,859.71,88.53,2,99.57,24.19,7.46,11.36,57.49,1.36,16.81,2.64,72,68184,6877.64,409.14,36,36,100,58.23,11.43,1315.6,51.96,81.81,NaN,NaN,NaN,0,0,NaN,NaN,32.56,12.12,25,0,51.33,5.95,6.18,0.83,0,0,0,0,0,0,0,0,0,11.42,1892,216,-117.32,0,56,1,1298.71
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,08,0,20,0,0.13,1,23,4.35,1042.83,136.89,2,96.52,32.03,11.63,16.32,29.2,2.02,14.2,2.61,60,45020,8342.6,587.59,20,20,100,29.51,4.35,1070.23,122.57,138,NaN,NaN,NaN,0,0,NaN,NaN,20.41,4.35,11.11,0,119.19,6.67,10.09,0.73,0,0,0,0,0,0,0,0,0,9.34,2248,210,-119.43,0,55,3,1056.52
