DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,01,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,0,653,0,0.19,6,655,0.92,31672.97,2180.1,38,98.36,5.06,70.12,50.83,88.76,2.24,86.55,17.27,4571,2354718,253383.74,2927.64,653,653,100,88.78,0.92,30367.8,22514.45,2183.69,70.8,0.47,0,19759.59,1263.6,5.51,2.41,106.54,1.75,1.36,0,2721.78,761.63,10.12,1.86,23,11.5,12,2,424,0,414,65.07,57.87,0,0,2,0,0,8,1,0,0,8,0,2.59,0.2,7.95,0.97,0,0,1,2.13,NaN,-114.66,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,0,1144,0,0.11,30,1138,2.64,13570.55,1982.4,45,98.43,9.51,48.01,26.78,117.97,4.26,70.38,22.94,8008,7536672,108564.37,1542.54,1144,1144,100,118.2,2.64,13066.07,7812.82,1986.68,66.32,1.63,0,556.52,329.53,1.83,5.5,116.65,3.12,5.9,0,7240.57,729.75,11.65,2.48,15,7.5,8,6,369,0,398,4.26,16.59,0,0,21,0,0,29,3,0,0,29,0,98.67,0,36.96,NaN,0,0,3,0.88,0,-114.81,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,0,471,0,0.2,4,461,0.87,17353.03,1209.22,20,99.83,4.26,29.42,17.62,330.48,5.19,136.78,22.84,2826,1399341,138824.23,1014.92,471,471,100,331.88,0.87,16956.94,2150.54,1210.65,181.49,0,0,78.92,19.55,11.09,6.55,110.78,1.57,7.52,0,2064.44,192.67,6.9,1.8,8,4,5,0,204,0,218,0.47,1.61,0,0,2,0,0,5,1,0,0,5,0,4.41,0.36,21.9,0.15,0,0,1,1.39,NaN,-114.56,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,33,0,0,6,36,16.67,485.58,81.67,2,99.47,12.71,12.96,7.53,87.72,0.88,14.34,1.4,0,26697,3884.64,270.92,33,33,50,88.82,16.67,1114.93,213.42,81.69,NaN,NaN,NaN,0,0,NaN,NaN,20.38,16.67,0,0,213.01,15.44,3.31,0.18,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,-118.31,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,2,0,0.25,0,2,0,500.12,73.59,0,97.9,15.69,4.35,7.19,48.39,4.62,15.47,3.76,4,1600,4000.99,258.71,2,2,50,50.24,0,747.01,0.03,65.15,NaN,NaN,NaN,0,0,NaN,NaN,35.85,0,0,0,0.03,0.01,2.88,1.31,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,1,0,0,1,NaN,1.24,0,8.54,NaN,NaN,0,1,9.18,0,-119.95,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,8,0,0.81,0,8,0,157.46,26.59,1,96.77,48.33,1.69,2.41,45.88,3.16,14.51,3.5,32,3936,1259.64,86.8,8,8,50,49.17,0,258.82,3.44,25.87,NaN,NaN,NaN,0,0,NaN,NaN,18.74,0,0,0,3.42,0.37,7.6,3.06,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,2,1,0,0,2,0,0.14,0.09,4.75,0.16,NaN,0,1,3.22,NaN,-119.3,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,423,0,4.17,10,429,2.33,6137.55,159.94,19,98.97,5.18,5.32,7.85,137.28,3.91,66.8,4.77,41454,994896,49100.39,735.02,423,423,100,137.73,2.33,6294.81,3925.82,159.86,346.13,2.48,0,3124.58,33.99,3.51,4.12,36.13,2.24,2.03,0,798.23,72.25,12.6,3.1,13,4.33,8,4,161,0,165,49.64,21.26,0,0,3,0,0,6,1,0,0,6,0,0.79,0,13.15,NaN,0,0,1,1.61,NaN,-116.47,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,1,474,0.21,3.01,6,454,1.32,9490.93,380.51,24,99.39,4.53,16.3,19.52,76.21,5.1,41.55,3.7,49850,1657104,75927.42,1827.51,474,473,100,77.01,1.32,8950.77,6138.44,380.54,194.28,0,0,4606.89,137.44,1.95,9,45.26,1.99,0.78,0.31,1516.74,92.43,8.25,4.24,10,3.33,4,0,152,0,154,51.47,36.12,0,0,2,0,0,6,1,0,0,6,0,4.2,0,30.55,NaN,0,0,1,15.54,NaN,-115.6,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,1,527,0.19,2.82,5,532,0.94,12027.29,526.84,47,99.39,4.75,14.45,17.63,53.35,1.44,58.32,5.79,60349,2143309,96218.29,1649.94,527,526,100,53.59,0.94,11693.67,11054.91,526.91,55.3,0,0,8766.64,321.58,4.25,1.8,50.02,1.98,0,0.4,2271.98,143.88,6.55,0.9,27,9,17,0,280,0,276,74.97,61.03,0,0,1,NaN,0,0,1,NaN,0,0,0,0.08,0,2.65,NaN,0,NaN,1,2,NaN,-116.08,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0001,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0002,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0003,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0001,0,441,0,0.14,6,400,1.5,23914.39,1860.33,31,99.22,9.1,43.6,30.25,87.3,6.19,109.8,23.71,2205,1545264,191315.12,1742.33,441,441,100,87.36,1.5,23371.24,14427.98,1872.96,179.44,0,0,5721.97,260.72,6.26,9.45,65.21,2.51,0,0,8685.74,726.99,17.22,1.91,14,7,7,0,161,0,160,24.48,13.92,0,0,2,0,0,5,1,0,0,5,0,2.58,0,557.91,NaN,0,0,1,1.68,NaN,-115.48,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0002,0,549,0,6.24,1,550,0.18,16850.72,562,23,98.74,14.85,24.47,15.89,120.97,3.26,147.27,12.76,93330,1496574,134805.76,915.35,549,549,100,120.94,0.18,16903.26,13204.8,562.66,236.6,0.28,0,12225.89,365.15,14.06,6.12,43.2,0,0,0,962.59,96.39,13.13,1.02,16,8,13,1,356,0,355,72.33,64.9,0,0,1,0,0,1,1,0,0,1,0,0.02,0,NaN,NaN,0,0,1,3.16,NaN,-115.23,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0003,0,568,0,1,14,565,2.48,31988.51,476.05,29,99.43,4.66,37.25,38.7,73.28,1.07,114.81,7.1,13632,1368312,255908.12,2229.01,568,568,100,73.23,2.48,31079.37,22617.96,476.21,279.81,0.28,0,8025.8,99.27,2.54,13.44,50.19,6.28,0,0,14518.36,147.93,6.93,0.74,16,8,8,1,358,0,360,25.82,20.85,0,0,4,0,0,4,1,0,0,4,NaN,0.18,0.14,NaN,2.83,0,0,1,2.13,0,-114.67,0
