DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,02,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,0,738,0,0.49,4,757,0.53,28629.24,1567.68,38,98.54,6.04,61.18,46.35,93.71,1.79,85.79,14.24,14022,2853846,229033.9,2669.78,738,738,100,93.72,0.53,27869.32,22920.59,1565.89,81.66,0.39,0,17545.99,497.29,6.22,0.95,112.82,0.83,1.46,0,5345.95,845.44,9.69,2.84,24,12,13,2,516,0,499,62.96,31.76,NaN,0,0,0,0,6,1,0,0,6,0,0.06,0.01,0.66,0.96,NaN,0,1,2.99,NaN,-114.74,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,0,787,0,0.04,31,751,4.13,10609.72,2144.25,39,98.43,7.09,42.25,21.52,129.41,4.3,68.47,28.19,1574,3649319,84877.76,1239.7,787,787,100,129.64,4.13,10131.3,5844.79,2154.66,221.05,3.24,0,211.22,173.51,7.05,15.13,134.54,4.87,5.93,0,5626.78,520.11,9.29,1.59,13,6.5,7,11,340,0,380,2.08,8.05,0,0,5,0,0,7,1,0,0,7,0,0.1,0.03,9.73,0.95,0,0,1,2.29,NaN,-114.97,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,0,473,0,0.4,3,453,0.66,3194.88,519.77,21,99.38,7.64,24.92,9.46,178.25,2.6,46.9,11.59,4730,1177297,25559.05,545.02,473,473,100,178.92,0.66,3130.41,1753.15,520.26,337.91,0.44,0,45.93,19.01,7.66,6.22,133.32,0.88,6.92,0,1703.98,224.25,6.87,1.41,9,4.5,5,1,225,0,243,1.47,3.65,0,0,3,0,0,8,1,0,0,8,0,1.37,0,311.08,NaN,0,0,1,1.88,NaN,-114.97,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,10,0,0.54,0,13,0,131.29,20.86,2,99.41,7.82,2.22,2.51,53.19,1.16,11.63,2.09,30,5570,1050.3,90.34,10,10,50,54.44,0,242.29,98.85,22.13,NaN,NaN,NaN,0,0,NaN,NaN,53.27,0,0,0,98.51,7.28,6.55,1.85,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,3,1,0,0,3,0,0.1,0,NaN,NaN,NaN,0,1,1.69,NaN,-119.24,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,4,0,0.33,0,4,0,289.61,37.72,1,98.05,10.67,2.36,4.56,55.59,6,14.11,3.55,8,2440,2316.89,164.16,4,4,50,59.82,0,514.82,0.01,33.28,NaN,NaN,NaN,0,0,NaN,NaN,0.37,0,0,0,0.01,0.01,6.24,5.56,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,-120.4,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,0,NaN,NaN,0,0,NaN,31.99,10.72,0,98.12,6.78,0.68,1.02,37.02,7.45,6.99,3.49,0,0,255.89,36.6,0,0,50,37.64,NaN,29.84,0,8.84,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,1,0,0,1,0,0,0,NaN,NaN,NaN,0,1,NaN,NaN,-119.43,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,372,0,4.59,3,373,0.8,4431.84,187.81,18,99.07,4.76,5.21,5.47,151.09,2.14,69.25,5.72,37200,810216,35454.73,511.98,372,372,100,151.49,0.8,4333.19,3151.26,187.39,303.45,0.67,0,2411.53,47.82,5.04,9.53,45.72,0.9,0.72,0,734.38,97.49,6.19,1.68,12,4,8,1,149,0,152,55.65,25.52,0,0,1,0,0,3,1,0,0,3,0,4.96,0,45.22,NaN,0,0,1,8.14,NaN,-116.49,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,0,413,0,3.15,6,383,1.57,9318.35,934.77,23,99.51,4.31,18.4,19.59,80.39,11.93,40.66,8.07,40474,1283604,74546.77,1833.53,413,413,100,82.06,1.57,9100.35,6016.06,934.42,160.94,0.68,0,4849.18,622.01,1.94,14.56,42.4,2.13,0.56,0,1134.5,210.81,10.13,7.57,11,3.67,5,1,147,0,149,53.29,66.57,0,0,1,NaN,0,0,1,NaN,0,0,0,0.1,0,NaN,NaN,0,NaN,1,1.04,NaN,-116,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,0,577,0,2.78,5,569,0.88,10783.61,671.42,41,99.52,4.96,13.23,15.67,80.05,2.66,58.81,8.06,65778,2363969,86268.9,1466.94,577,577,100,80.65,0.88,10454.71,9035.07,670.78,77.06,0,0,7723.6,305.66,3.49,1.75,55.58,2.26,0,0,1296.09,116.93,6.06,1.27,25,8.33,16,0,348,0,354,73.88,45.57,NaN,0,0,NaN,0,0,1,NaN,0,0,0,0.58,0,377.15,NaN,NaN,NaN,1,1.88,NaN,-116.36,0
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0001,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
