DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%,pmHoExeAttOutIntraGnb,pmRadioRaCbFailMsg1Ooc,EBSN_SA_NSA_DRB_Volume
09/27/2025,03,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,10,2,412,0.49,0.53,12,400,3,19226.37,1262.01,24,98.98,1.73,81.95,67.29,108.41,1.95,79.37,17.11,4848,914228,153810.97,1937.99,412,410,100,108.44,3,17138.53,13215.54,1260.99,80.99,2.24,0,11944.92,502.72,1.38,1.39,98.18,4.55,2.87,1.55,1268.35,626.75,5.13,4.09,16,16,16,6,268,0,283,69.7,39.87,40.04,2218,888,-115.14,0,20,1,17117.9
09/27/2025,03,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,11,0,244,0,0,0,267,0,5293.88,185.58,15,99.62,13.25,32.92,23.73,83.16,2.42,61.96,6.26,0,131028,42351.01,683.5,244,244,100,83.16,0,6347.56,6338.65,185.63,78.98,0,0,5250.38,127.95,14.51,1.94,119.22,0,0,0,1066.53,56.84,7.37,3.75,10,10,10,0,218,0,202,82.72,68.93,21.42,537,115,-114.68,0,2,0,6325.82
09/27/2025,03,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,10,0,326,0,0.04,38,336,11.31,6981.77,1214.8,18,99.03,6.24,61.09,28.5,153.11,3.75,68.04,22.09,326,863900,55854.18,820.91,326,326,100,152.9,11.31,6510.57,3783.16,1208.07,186,8.87,0,284.56,142.57,4.15,11.44,157.05,12.74,7.01,0,3493.98,355.95,8.05,1.03,7,7,7,11,124,0,123,4.37,11.8,19.25,2649,510,-114.82,0,37,1,6494.78
09/27/2025,03,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,11,0,306,0,0.2,1,284,0.35,436.87,146.51,10,99.61,5.03,10.41,3.89,95.2,7.44,31.22,15.64,306,154836,3494.97,111.93,306,306,100,95.26,0.35,385.58,231.62,146.24,141.52,0,0,37.26,27.65,4.08,10.82,89.44,2.22,2.22,0,193.29,117.01,6.94,7.2,7,7,7,0,239,0,263,9.66,18.91,18.81,505,95,-114.7,0,7,1,382.71
09/27/2025,03,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,10,0,276,0,0.22,1,260,0.38,1507.82,1346.72,12,98.42,4.29,45.77,15.51,118.51,7.85,27.01,32.69,1104,494316,12062.55,446.56,276,276,100,118.56,0.38,1356.13,884.16,1346.54,362.76,0,0,211.48,15.9,4.2,4.81,89.73,0.83,12.71,0,670.55,145.28,5.91,1.73,5,5,5,0,140,0,143,15.59,1.18,13.65,1787,244,-115.08,0,30,4,1318.95
09/27/2025,03,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,11,0,79,0,0.86,0,67,0,230.19,48.31,6,98.98,5.15,6.67,2.1,118.62,3.67,30.49,8.04,158,18407,1841.52,60.4,79,79,100,118.62,0,328.66,309.88,48.29,161.35,0,0,18.74,6.2,8.27,6.57,120.34,0,13.56,0,290.11,41.76,4.59,3.57,4,4,4,0,30,0,43,5.7,12.84,24.24,231,56,-114.91,0,1,2,327.62
09/27/2025,03,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,03,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,08,0,1,0,0.21,0,2,0,56.74,5.96,1,98.91,20.61,0.93,1.16,28.22,0.32,10.91,1.42,1,479,453.92,41.61,1,1,100,28.41,0,63.94,7.89,5.95,NaN,NaN,NaN,0,0,NaN,NaN,45.74,0,0,0,7.64,1.53,5.43,1.18,0,0,0,0,0,0,0,0,0,14.23,478,68,-119.39,0,6,1,63.26
09/27/2025,03,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,03,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,08,0,2,0,0,0,3,0,325.38,31.55,1,98.85,7.92,1.95,4.8,48.92,12.24,15.06,3.59,0,990,2603.07,172.81,2,2,100,51.52,0,619.6,1.14,31.13,NaN,NaN,NaN,0,0,NaN,NaN,33.37,0,0,0,1.14,0.07,2.47,3.59,0,0,0,0,0,0,0,0,0,13.74,495,68,-120.38,0,5,0,593.35
09/27/2025,03,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
