DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,10,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,0,1208,0,0.17,23,1230,1.87,33096.93,2555.76,59,98.85,6.04,72.65,49.15,105.15,1.93,93.52,19.54,22952,13186528,264775.41,2831.1,1208,1208,100,105.17,1.87,31925.42,24288.25,2555.19,98.85,0.87,0,16405.69,459.28,6.73,0.6,101.13,2.1,2.01,0,7763.34,1567.91,7.95,2.76,22,11,13,2,230,0,219,51.39,17.97,0,0,11,0,0,27,2,0,0,27,0,1.72,0.01,8.29,NaN,0,0,2,2.5,0,-113.99,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,2,1811,0.11,0.38,210,1875,11.2,15585.67,2757.41,52,95.7,13.32,62.14,31.51,71.85,2.38,68.7,24.65,87036,23117415,124685.37,1814.87,1811,1809,100,71.88,11.2,15281.5,11214.17,2771.57,104.08,3.21,0,602.01,253.37,10.46,15.51,66.32,13.2,2.67,0.14,10594.92,1192.53,15.05,1.36,13,6.5,8,12,374,0,393,3.94,9.14,0,0,5,0,0,12,1,0,0,12,0,0.02,0.02,NaN,0.34,0,0,1,2.75,NaN,-114.09,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,6,1187,0.51,0.66,28,1202,2.33,21682.23,3559.5,40,99.54,5.63,55.04,28.25,173.41,7.32,106.6,35.93,61476,9358308,173457.88,1627.22,1187,1181,100,173.72,2.33,21306.64,7242.84,3562.67,105.26,0.45,0,750.41,34.65,14.02,5.89,101.25,2.75,4.86,0.62,6478.37,619.03,6.72,1.74,11,5.5,6,1,221,0,224,3.52,0.97,0,0,12,0,0,16,1,0,0,16,0,0.55,0.27,113.76,3.93,0,0,1,2.7,NaN,-114.4,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,32,0,0,0,32,0,662.86,52.76,2,99.59,8.6,5.88,9.88,34.85,2.24,14.9,2,0,45248,5302.88,355.85,32,32,50,36.02,0,851.53,105.89,52.7,NaN,NaN,NaN,0,0,NaN,NaN,33.02,0,0,0,105.82,3.15,5.84,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,4,0,0.16,0,14.21,NaN,0,0,1,4.38,NaN,-118.44,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,20,0,0.12,0,19,0,705.36,256.11,3,94.84,17.89,15.09,15.26,27.56,2.83,10.28,3.77,60,49480,5642.9,549.05,20,20,50,27.88,0,808.91,80.03,241.73,NaN,NaN,NaN,0,0,NaN,NaN,18.22,0,15.38,0,79.28,6,4.24,0.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,2,0,0,10,0,4.23,0.02,41.99,2.39,0,0,2,11.84,0,-119.36,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,20,0,0.5,0,19,0,217.33,34.92,1,98.51,19.79,3.24,3.81,40.43,2.39,12.68,2.4,80,15960,1738.66,137.08,20,20,50,41.07,0,308.46,41.39,34.09,NaN,NaN,NaN,0,0,NaN,NaN,32.06,0,0,0,41.3,1.26,15.23,0.89,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,3,1,0,0,3,33.33,0,0,NaN,NaN,NaN,0,1,1,NaN,-118.74,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,805,0,7.25,13,795,1.64,16669.62,1123.53,36,99.26,5.42,17.07,20.99,97.12,4.38,67.88,10.45,415380,5727575,133356.97,1964.68,805,805,100,98.34,1.64,16109.66,11576.45,1122.14,242.17,0.98,0,7731.87,359.75,2.92,10.31,50.02,1.73,0.6,0,3820.55,440.41,9.08,2.65,11,3.67,8,1,102,0,96,48,32.06,0,0,4,0,0,3,2,0,0,3,0,9.94,0,365.08,NaN,0,0,2,2.13,0,-116.31,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,1,1771,0.06,2.89,33,1810,1.82,16872.18,1737.42,59,98.53,13.52,38.92,35.31,37.34,4.7,40.84,7.09,846662,29278172,134977.43,3304.68,1771,1770,100,37.76,1.82,16478.2,13360.78,1735.86,47.69,1.89,0,4768.27,291.83,7.09,10.81,32.88,1.82,0.34,0.06,8505.56,1097.44,12.57,5.83,11,3.67,5,1,53,0,56,28.94,16.81,0,0,5,0,0,15,2,0,0,15,0,4.86,0,49.95,NaN,0,0,2,9.79,0,-115.5,0
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,0,1786,0,3.67,29,1590,1.82,38183.13,2024.01,74,99.29,7.64,30.58,40.12,80.24,1.9,81.34,10.51,1143040,31153198,305465.07,3755.48,1786,1786,100,80.06,1.82,37371.71,31254.2,2025.27,115.43,0,0,19875.56,710,3.19,2.71,63.15,2.09,0,0,11267.07,914.92,16,1.42,25,8.33,14,0,203,0,200,53.18,35.06,0,0,4,0,0,11,1,0,0,11,0,8.26,0,86.57,NaN,0,0,1,7.28,0,-115.44,0.02
09/27/2025,10,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0001,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
