DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,6.17,196293.43,46976.2,234,56,37920,3919,0.31,720,3.12,0,221.74,0,5243,99.77,5243,5231,22
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.17,14260.63,20971.52,17,25,427,77,0,0,0,0,0,0,189,99.47,189,188,1
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,2.29,636695.35,91435.83,759,109,108319,15365,1.9,720,7,0,1371.26,0,2878,99.79,2878,2872,27
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.05,2.34,502477.62,145122.92,599,173,57967,3754,0,0,0,0,0,0,1699,99.88,1699,1697,17
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0,0.03,201326.59,31876.71,240,38,7557,2075,0,720,0,0,0,0,878,99.89,878,877,5
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.03,615,1814455.91,126667.98,2163,151,4475257,365844,24.68,3600,59.88,0,88859.11,0,344706,99.93,344693,344459,3029
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.02,898.38,1963773.13,187904.82,2341,224,4425083,373580,0,0,0,0,0,0,316762,99.91,316759,316470,2881
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,508.31,2298478.59,176999.63,2740,211,3996995,322781,18.35,2160,49.75,0,39630.24,0,317798,99.93,317772,317576,2913
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.01,1.29,191260.26,13421.77,228,16,11234,262,0.01,1440,1,0,16.62,0,458,99.78,458,457,2
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.68,67947.72,15938.36,81,19,6303,616,0,0,0,0,0,0,496,100,496,496,1
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0.01,113246.21,1677.72,135,2,1702,30,0,0,0,0,0,0,119,100,119,119,0
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,SABRES_ARENA_IBS_2,0700012,0.01,2.6,456340.28,13421.77,544,16,7384,648,0,0,0,0,0,0,699,99.86,699,698,3
Total,*,*,*,*,*,*,*,0.01,2037.27,2298478.59,187904.82,2740,224,13136148,1088951,7.54,9360,59.88,0,130098.97,0,991925,99.92,991883,991140,8901
