DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,15.04,460534.58,71303.17,549,85,67444,11570,1.28,720,4.88,0,919.51,0,10584,99.59,10584,10541,74
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,3.07,998244.35,110729.63,1190,132,130733,13819,2.42,720,8.75,1,1739,0,4969,99.8,4969,4959,55
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0,1.34,275985.2,73819.75,329,88,11568,2722,0,720,0,0,0,0,1049,99.9,1049,1048,16
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.06,928.28,2095474.28,208876.34,2498,249,5678884,488263,29.83,3600,70.88,0,107378.27,0,423411,99.92,423405,423056,3237
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,794.7,2727136.46,277662.92,3251,331,4730136,423138,21.37,2160,50.75,0,46163.51,0,359141,99.93,359137,358874,2483
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.02,20.6,85563.8,44459.62,102,53,21665,6351,0.15,1440,3.12,0,215.97,0,4441,99.91,4441,4437,13
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.26,36909.88,7549.75,44,9,1438,157,0,0,0,0,0,0,355,99.72,355,354,3
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,3.45,295279,29360.13,352,35,15111,1262,0,0,0,0,0,0,848,100,848,848,6
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,4.35,372454.2,71303.17,444,85,66038,7818,0,0,0,0,0,0,2723,99.6,2723,2712,19
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.04,1054.36,2462895.31,203843.17,2936,243,5475404,504839,0,0,0,0,0,0.02,383724,99.89,383718,383291,3712
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,1.05,54525.95,2516.58,65,3,2769,204,0,0,0,0,0,0,326,100,326,326,4
09/27/2025,18,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0.02,0,109051.9,0,130,0,284,9,0,0,0,0,0,0,37,100,37,37,0
Total,*,*,*,*,*,*,*,0.01,2826.5,2727136.46,277662.92,3251,331,16201474,1460152,9.17,9360,70.88,0,156416.26,0,1191608,99.91,1191592,1190483,9622
