DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,7.79,679477.25,52009.37,810,62,38226,7696,0.28,720,4.88,0,201.02,0,3484,99.86,3484,3479,19
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0,0.23,55364.81,0,66,0,646,40,0,0,0,0,0,0,134,100,134,134,0
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,1.28,341416.35,68786.59,407,82,86181,12291,1.6,720,10.25,0,1155.37,0,2502,99.84,2502,2498,9
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,1.65,1399219.81,62914.56,1668,75,62257,3589,0,0,0,0,0,0,1252,99.92,1252,1251,21
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0,0.01,87241.52,27682.41,104,33,6156,1467,0,720,0,0,0,0,534,99.81,534,533,1
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.02,633.85,1446196.02,141767.48,1724,169,3793195,312687,21.29,3600,56.75,0,76630.86,0,270422,99.93,270414,270243,2057
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.05,540.54,1992294.4,162739,2375,194,3972665,308304,0,0,0,0,0,0,247801,99.92,247785,247592,1813
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,433.69,2017460.22,174483.05,2405,208,3358917,264898,15.47,2160,40.5,0,33416.12,0,244311,99.91,244260,244102,1803
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.01,1.08,88919.24,10066.33,106,12,654,69,0,1440,0.88,0,1.87,0,243,100,243,243,1
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.7,75497.47,13421.77,90,16,3303,282,0,0,0,0,0,0,335,100,335,335,1
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,19293.8,0,23,0,72,3,0,0,0,0,0,0,56,100,56,56,0
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,SABRES_ARENA_IBS_2,0700012,0,0.29,128345.7,17616.08,153,21,5161,643,0,0,0,0,0,0,531,100,531,531,1
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,08,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
Total,*,*,*,*,*,*,*,0.01,1621.11,2017460.22,174483.05,2405,208,11327433,911969,6.44,9360,56.75,0,111405.24,0,771605,99.92,771530,770997,5726
