DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,16.05,629984.46,71303.17,751,85,84201,15284,1.79,720,14.38,0.75,1286.74,0,11622,99.61,11622,11577,52
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.73,35232.15,101502.16,42,121,1576,375,0,0,0,0,0,0,286,99.65,286,285,1
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,5.25,120795.96,58720.26,144,70,11831,1716,0,0,0,0,0,0,612,100,612,612,1
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,4.72,743230.67,89758.11,886,107,139550,11744,2.6,720,8.5,1,1875.75,0,4619,99.61,4619,4601,45
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,3.04,196293.43,43620.76,234,52,71081,6726,0,0,0,0,0,0,2293,99.17,2293,2274,15
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.01,0.81,131701.15,41104.18,157,49,14523,1783,0,720,0,0,0,0,998,99.7,998,995,19
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.04,754.19,2305189.48,244108.49,2748,291,5898094,476366,29.95,3600,71,0,107820.88,0,377971,99.91,377946,377632,2964
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.03,1127.95,2109734.91,204682.04,2515,244,5579759,496835,0,0,0,0,0,0,348753,99.88,348746,348348,3061
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.03,645.25,2794245.32,204682.04,3331,244,4839743,411624,21.39,2160,50.38,0,46206.51,0,323759,99.9,323705,323450,2000
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.01,21.07,401814.32,93952.41,479,112,18811,5725,0.18,1440,4,0,258.62,0,3789,99.95,3789,3787,10
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.12,34393.29,5033.16,41,6,2305,143,0,0,0,0,0,0,234,100,234,234,2
09/27/2025,19,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0.01,16777.22,0,20,0,120,3,0,0,0,0,0,0,38,100,38,38,0
Total,*,*,*,*,*,*,*,0.01,2579.19,2794245.32,244108.49,3331,291,16661594,1428324,9.32,9360,71,0,157448.5,0,1074974,99.89,1074888,1073833,8170
