Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,2,24291,716,0.06,0,1,19293,716,0.04
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,3466,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,49,220317,716,0.26,0,29,184307,716,0.32
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,3447,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,148,1053425,358,2.92,0,149,1096903,358,2.83
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-MANAGEMENT,2025-09-27T00:00:00-04:00,3600,0,0,9990,358,0.02,0,0,19800,358,0.05
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,155,1081893,358,2.78,0,156,1125784,358,2.81
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,3535,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T00:00:00-04:00,3600,0,0,26058,358,0.02,0,7,22324,358,0.54
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,2291,5683043,716,147.63,0,1996,1939717,716,146.4
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,2559,5936618,716,112.03,0,2265,2187772,716,111.87
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,21,169112,716,0.5,0,38,177997,716,0.58
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,2987,716,0.01,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,2837,5089656,716,304.8,0,2638,2470422,716,313.42
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,2662,4906547,716,142.21,0,2458,2318948,716,142.75
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,21,168657,716,0.45,0,38,177595,716,0.57
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,3120,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,7,50306,358,0.06,0,4,42439,358,0.04
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,2284,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,31,151541,358,0.23,0,22,120950,358,0.18
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,2275,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,162,1076291,357,2.71,0,157,1125616,357,2.59
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,3480,357,0.01,0,0,0,357,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T00:00:00-04:00,3600,0,0,15369,357,0.02,0,15,24402,357,2.12
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,22498,25301637,358,279.01,0,22249,20113412,358,281.04
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,13427,16071608,358,378.42,0,13171,11794738,358,381.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,16,100867,358,0.38,0,28,117291,358,0.69
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,15363,16970181,358,332.32,0,15201,13578041,358,334.94
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,16567,17631160,358,449.79,0,16411,14207907,358,455.27
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,15,98536,358,0.46,0,27,113509,358,0.92
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,10,61393,358,0.07,0,6,49942,358,0.05
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T00:00:00-04:00,3600,0,0,2081,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T00:00:00-04:00,3600,0,34,170005,358,0.27,0,25,133944,358,0.24
