Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Carrier5G.S5NC_DRBSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_num_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_num_SA_SNSSAI6','Carrier5G.S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6','Carrier5G.S5ND_DLActiveUE_Avg_SNSSAI6','Carrier5G.S5ND_DLRLC_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NR_DLPRBUtilization_pct_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.RLCDLPKTDISCARDCNTPDCP_5QI133','Carrier5G.RLCDLPKTDROPCNTFULLBUF_5QI133','Carrier5G.RLCDLPKTRECEIVECNT_5QI133','Carrier5G.ErabAddAtt_per_GNB','Carrier5G.RssiPathAvg_Path0','Carrier5G.RssiPathAvg_Path1','Carrier5G.RssiPathAvg_Path2','Carrier5G.RssiPathAvg_Path3','Carrier5G.RssiPathAvg','Carrier5G.S5NR_DLPRBUtilization_pct','Carrier5G.S5NR_ULPRBUtilization_pct','Carrier5G.5GNR_ENDC_Drop_pct','Carrier5G.5GNR_ENDC_Drop_pct_num','Carrier5G.5GNR_ENDC_Drop_pct_den','Carrier5G.S5NR_PDCCH_Blocking_Tot_pct','Carrier5G.S5NR_Cell_Availability_pct','Carrier5G.S5NC_MaxUENo_SPID125','Carrier5G.S5ND_TotalMACDataVolumeDL_MB_SPID125','Carrier5G.S5ND_DLUeThru_Mbps_SPID125','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct_num','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct','Carrier5G.S5NC_ERABSetupFailureRate_pct_QCI132','Carrier5G.S5NR_MaxRRCconnectedUsersPerDU','Carrier5G.S5NR_TotalDLRLCLayerDataVolume_MB','Carrier5G.S5NR_DLUserPerceivedTput_Mbps','Carrier5G.S5NR_TotalERABSetupFailureRate_pct','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_num','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_den','Carrier5G.S5NC_DRBDrop_pct_SA','Carrier5G.S5NC_DRBDrop_num_SA','Carrier5G.S5NC_DRBDrop_den_SA','Carrier5G.S5NC_DRBSetupFail_pct_SA','Carrier5G.S5NC_DRBSetupFail_num_SA','Carrier5G.S5NC_DRBSetupFail_den_SA','Carrier5G.S5NR_IntragNBHOFailRate_pct','Carrier5G.S5NR_IntragNBHOFailRate_den','Carrier5G.S5NR_IntragNBHOFailRate_num','Carrier5G.S5NR_IntergNBHOFailRate_pct','Carrier5G.S5NR_IntergNBHOFailRate_den','Carrier5G.S5NR_IntergNBHOFailRate_num','Carrier5G.S5NR_AvgRRCconnectedUsersPerDU_PerCell','Carrier5G.S5NR_DLMACLayerDataVolume_MB','Carrier5G.S5NR_PUCCHAvgSINR_dB','Carrier5G.S5NR_PUSCHAvgSINR_dB','Carrier5G.S5NR_TotalULRLCLayerDataVolume_MB','Carrier5G.S5NR_ULMACLayerDataVolume_MB','Carrier5G.S5NR_ULUserPerceivedTput_Mbps'
070,Upstate New York,VCP Far Edge,NR,,,07090063657-45-10,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,402,-90.64,-90.79,-90.72,-90.75,-90.8,2.7,13.2,1.9,17,894,1.15,100,0,0,NaN,0,NaN,NaN,,1852.45,109.94,0.25,1,402,0,0,137,0,0,129,0,485,0,0,190,0,2.17,2036.58,8.43,15.4,1234.81,1408.11,7.82
070,Upstate New York,VCP Far Edge,NR,,,07090063657-45-11,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,51,-93.6,-93.58,-93.59,-93.61,-93.64,0.59,1.75,2.63,2,76,0.38,100,0,0,NaN,0,NaN,NaN,,194.82,184.54,0,0,51,0,0,39,0,0,43,0,46,0,0,8,0,0.17,316.52,8.88,16.7,102.02,111.89,10.21
070,Upstate New York,VCP Far Edge,NR,,,07090063657-46-10,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,648,-89.83,-89.8,-89.8,-89.86,-89.77,2.43,10.2,0.59,7,1185,1.01,100,0,0,NaN,0,NaN,NaN,,3035.76,174.96,0.31,2,648,0.82,1,122,0,0,118,0.22,451,1,0,245,0,4.21,3070.83,8.48,17.67,1012.96,1155.31,5.16
070,Upstate New York,VCP Far Edge,NR,,,07090063657-46-11,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,103,-92.97,-93,-93,-93.08,-92.97,0.66,0.94,0,0,133,0.46,100,0,0,NaN,0,NaN,NaN,,153.33,85.19,0.97,1,103,0,0,17,0,0,33,1.54,65,1,0,31,0,0.34,411.72,8.76,21.41,105.63,128.98,17.14
070,Upstate New York,VCP Far Edge,NR,,,07000020080-80-1,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,51,-116.57,-115.1,-115.58,-115.11,-115.59,0.1,0.04,4.35,2,46,0,100,1,6,31.82,1,2.56,0,,31.09,74.54,0,0,51,NaN,0,0,NaN,0,0,0,3,0,NaN,0,0,0.89,26.01,18.68,13.83,2.05,7.05,7.27
070,Upstate New York,VCP Far Edge,NR,,,07000020080-80-2,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-116.43,-115.33,-115.91,-115.23,-115.73,0.04,0.01,0,0,8,0,100,1,0.08,0,0,0,0,,3.72,57.7,0,0,8,NaN,0,0,NaN,0,0,0,2,0,NaN,0,0,0.08,14.72,17.34,15.66,0.4,2.31,11.37
070,Upstate New York,VCP Far Edge,NR,,,07000020081-81-1,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-115.85,-114.58,-115.48,-115.53,-115.36,1.11,0.07,0,0,11,0,100,0,0,NaN,0,NaN,NaN,,298.54,79.55,0,0,10,NaN,0,0,NaN,0,0,0,4,0,NaN,0,0,0.3,326.06,16.62,13.36,2.83,11.95,2.85
070,Upstate New York,VCP Far Edge,NR,,,07000020081-81-2,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-115.99,-114.86,-115.81,-115.71,-115.59,0.15,0,25,1,4,0,100,0,0,NaN,0,NaN,NaN,,0.02,23.83,0,0,2,NaN,0,0,NaN,0,0,0,2,0,NaN,0,0,0,45.95,14.97,3.38,0.01,0.02,0.48
070,Upstate New York,VCP Far Edge,NR,,,07000020082-82-1,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-115.48,-115.33,-114.29,-115.43,-115.14,0,0,0,0,1,0,100,0,0,NaN,0,NaN,NaN,,0,0,0,0,1,NaN,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0,0,15.62,4.78,0.01,0.01,1.62
070,Upstate New York,VCP Far Edge,NR,,,07000020095-95-1,2025-09-27T00:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-107.53,-112.28,-114.42,-114.68,-112.23,0.62,0.26,NaN,0,0,0.03,100,1,987.96,193.76,0,NaN,NaN,,397.59,193.76,0,0,4,NaN,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,988.97,18,19.4,53.56,125.69,55.95
