DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,ESYR,0709006,0.06,0.17,20971.52,0,25,0,166,3,0,1440,0,0,0,0,37,100,37,37,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,0.65,169449.88,10066.33,202,12,16743,1312,0.01,720,2,0,7.12,0,879,100,879,879,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0,0.24,271790.9,75497.47,324,90,51262,10315,0.69,720,8,0,501.48,0,1424,100,1424,1424,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.04,0.71,19293.8,4194.3,23,5,3944,50,0,720,0,0,0,0,167,100,167,167,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.01,140.34,1170210.82,110729.63,1395,132,1937599,168614,10.96,3600,30.62,0,39443.37,0,131820,99.96,131819,131763,336
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.01,109.23,1299395.38,121634.82,1549,145,1534522,145471,7.38,2160,20.25,0,15950.27,0,107829,99.97,107825,107797,231
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0,0,86402.66,0,103,0,141,0,0,0,0,0,0,0,15,100,15,15,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,0.01,32715.57,838.86,39,1,541,43,0,0,0,0,0,0,17,100,17,17,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,0.14,989855.74,275146.34,1180,328,32754,2998,0,0,0,0,0,0,524,99.81,524,523,2
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.02,189.62,1081291.57,141767.48,1289,169,1844316,164375,0,0,0,0,0,0,118592,99.95,118590,118528,325
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0,0.25,36071.01,838.86,43,1,2169,96,0,0,0,0,0,0,92,100,92,92,0
09/27/2025,04,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0.02,0,9227.47,0,11,0,14,0,0,0,0,0,0,0,21,100,21,21,0
Total,*,*,*,*,*,*,*,0.01,441.36,1299395.38,275146.34,1549,328,5424171,493277,3.17,9360,30.62,0,55902.24,0,361417,99.96,361410,361263,894
