DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,ESYR,0709006,0,3.58,70464.31,78014.05,84,93,4922,2995,0,1440,1.12,0,6.13,0,717,99.72,717,715,3
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,5.92,216426.09,83886.08,258,100,45691,3168,0.28,720,4,0,198.24,0,2216,99.86,2216,2213,10
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.93,44459.62,7549.75,53,9,486,36,0,0,0,0,0,0,88,100,88,88,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0.01,0.56,72980.89,10905.19,87,13,5575,96,0,0,0,0,0,0,79,100,79,79,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0,1.18,491572.43,143445.2,586,171,113363,10797,1.77,720,4.75,0,1273.24,0,2041,99.95,2041,2040,10
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,0.37,194615.71,48653.93,232,58,57128,7345,0,0,0,0,0,0,655,100,655,655,3
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0,0.42,32715.57,58720.26,39,70,5537,479,0,720,0,0,0,0,369,100,369,369,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.01,349.29,1820327.94,190421.4,2170,227,4019177,368365,20.67,3600,52.62,0,74423.24,0,172035,99.94,172035,171925,796
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.02,376.4,1853882.37,172805.32,2210,206,3703911,335151,0,0,0,0,0,0,157322,99.92,157321,157201,792
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.01,259.22,2179360.36,192099.12,2598,229,3171281,273348,14.27,2160,36.38,0,30812.26,0,142059,99.94,142059,141970,890
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.3,24326.96,2516.58,29,3,2002,73,0,0,0,0,0,0,137,100,137,137,0
09/27/2025,00,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,18,18,0
Total,*,*,*,*,*,*,*,0.01,998.17,2179360.36,192099.12,2598,229,11129073,1001853,6.16,9360,52.62,0,106713.11,0,477736,99.93,477735,477410,2504
