DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.02,10.28,161900.13,146800.64,193,175,53428,38435,1.87,720,7.12,0,1350.01,0,6249,99.92,6249,6244,43
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,1.84,336383.18,80530.64,401,96,172421,8557,2.81,720,6.38,1,2022.12,0,3180,99.75,3180,3172,21
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0,1.21,172805.32,67947.72,206,81,13133,2007,0,720,0,0,0,0,921,99.89,921,920,7
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.06,656.99,2514065.82,171966.46,2997,205,6039762,425714,29.88,3600,70.62,0,107556.38,0.01,237626,99.91,237626,237414,1782
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.03,730.86,2951951.16,235719.88,3519,281,4919805,364078,21,2160,51.12,0,45358.51,0,198450,99.94,198447,198331,1247
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.22,3.56,74658.61,52009.37,89,62,12135,8799,0.29,1440,2,0,418.14,0,2645,99.96,2645,2644,5
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.02,57881.4,10066.33,69,12,709,39,0,0,0,0,0,0,155,100,155,155,0
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,1.05,63753.42,11744.05,76,14,7127,580,0,0,0,0,0,0,395,100,395,395,3
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,3.42,186227.1,117440.51,222,140,70767,9156,0,0,0,0,0,0,1202,99.92,1202,1201,8
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.02,1220.99,2548459.11,183710.52,3038,219,5998299,453884,0,0,0,0,0,0.01,225696,99.9,225692,225476,1779
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.91,93113.55,5872.03,111,7,2956,104,0,0,0,0,0,0,186,100,186,186,0
09/27/2025,22,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,10905.19,838.86,13,1,25,2,0,0,0,0,0,0,17,100,17,17,0
Total,*,*,*,*,*,*,*,0.03,2631.13,2951951.16,235719.88,3519,281,17290567,1311355,9.31,9360,70.62,0,156705.16,0,676722,99.92,676715,676155,4895
