"KpiResourcePropID","KpiResourceRelMbrID","PropNameExpr","PropValueExpr","CreatedDte","UpdatedDte","KpiResourceTypeID","created","updated"
9851,8760,interval,interval,1674148130,1674148130,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
9995,8836,displayName,deviceName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
9996,8836,Market,Market,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
9997,8836,Region,Region,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
9998,8836,technology,technology,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
9999,8836,version,version,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10000,8836,Site,Site,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10001,8836,Domain,Domain,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10002,8836,domainType,domainType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10003,8836,NFName,NFName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10004,8836,NFType,NFType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10005,8836,interval,interval,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10006,8837,displayName,deviceName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10007,8837,Market,Market,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10008,8837,Region,Region,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10009,8837,technology,technology,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10010,8837,version,version,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10011,8837,Site,Site,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10012,8837,Domain,Domain,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10013,8837,domainType,domainType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10014,8837,NFName,NFName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10015,8837,NFType,NFType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10016,8837,interval,interval,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10017,8838,displayName,deviceName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10018,8838,Market,Market,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10019,8838,Region,Region,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10020,8838,technology,technology,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10021,8838,version,version,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10022,8838,Site,Site,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10023,8838,Domain,Domain,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10024,8838,domainType,domainType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10025,8838,NFName,NFName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10026,8838,NFType,NFType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10027,8838,interval,interval,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10028,8839,displayName,deviceName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10029,8839,Market,Market,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10030,8839,Region,Region,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10031,8839,technology,technology,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10032,8839,version,version,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10033,8839,Site,Site,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10034,8839,Domain,Domain,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10035,8839,domainType,domainType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10036,8839,NFName,NFName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10037,8839,NFType,NFType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10038,8839,interval,interval,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10039,8840,displayName,deviceName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10040,8840,Market,Market,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10041,8840,Region,Region,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10042,8840,technology,technology,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10043,8840,version,version,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10044,8840,Site,Site,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10045,8840,Domain,Domain,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10046,8840,domainType,domainType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10047,8840,NFName,NFName,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10048,8840,NFType,NFType,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10049,8840,interval,interval,1685045026,1685045026,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10050,8841,NFName,ACPF,1685050680,1685050680,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10051,8841,NFType,'ACPF',1685050680,1685050680,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10052,8841,Market,ranMarket,1685050680,1685050680,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10053,8842,NFName,AUPF,1685050680,1685050680,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10054,8842,NFType,'AUPF',1685050680,1685050680,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10055,8842,Market,ranMarket,1685050680,1685050680,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10228,8940,displayName,deviceName,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10229,8940,Market,Market,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10230,8940,Region,Region,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10231,8940,technology,technology,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10232,8940,version,version,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10233,8940,Site,Site,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10234,8940,Domain,Domain,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10235,8940,domainType,domainType,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10236,8940,NFName,NFName,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10237,8940,NFType,NFType,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10238,8940,interval,interval,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10239,8941,displayName,deviceName,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10240,8941,Market,Market,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10241,8941,Region,Region,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10242,8941,technology,technology,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10243,8941,version,version,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10244,8941,Site,Site,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10245,8941,Domain,Domain,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10246,8941,domainType,domainType,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10247,8941,NFName,NFName,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10248,8941,NFType,NFType,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10249,8941,interval,interval,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10250,8942,displayName,deviceName,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10251,8942,Market,Market,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10252,8942,Region,Region,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10253,8942,technology,technology,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10254,8942,version,version,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10255,8942,Site,Site,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10256,8942,Domain,Domain,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10257,8942,domainType,domainType,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10258,8942,NFName,NFName,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10259,8942,NFType,NFType,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10260,8942,interval,interval,1693483431,1693483431,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10261,8943,displayName,deviceName,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10262,8943,Market,Market,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10263,8943,Region,Region,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10264,8943,technology,technology,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10265,8943,version,version,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10266,8943,Site,Site,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10267,8943,Domain,Domain,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10268,8943,domainType,domainType,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10269,8943,NFName,NFName,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10270,8943,NFType,NFType,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10271,8943,interval,interval,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10272,8944,displayName,deviceName,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10273,8944,Market,Market,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10274,8944,Region,Region,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10275,8944,technology,technology,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10276,8944,version,version,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10277,8944,Site,Site,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10278,8944,Domain,Domain,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10279,8944,domainType,domainType,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10280,8944,NFName,NFName,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10281,8944,NFType,NFType,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10282,8944,interval,interval,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10283,8945,displayName,deviceName,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10284,8945,Market,Market,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10285,8945,Region,Region,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10286,8945,technology,technology,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10287,8945,version,version,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10288,8945,Site,Site,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10289,8945,Domain,Domain,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10290,8945,domainType,domainType,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10291,8945,NFName,NFName,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10292,8945,NFType,NFType,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10293,8945,interval,interval,1693483432,1693483432,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10294,8978,displayName,deviceName,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10295,8978,Market,Market,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10296,8978,Region,Region,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10297,8978,technology,technology,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10298,8978,version,version,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10299,8978,Site,Site,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10300,8978,Domain,Domain,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10301,8978,domainType,domainType,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10302,8978,NFName,NFName,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10303,8978,NFType,NFType,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10304,8978,interval,interval,1699881174,1699881174,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10305,8979,displayName,deviceName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10306,8979,Market,Market,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10307,8979,Region,Region,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10308,8979,technology,technology,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10309,8979,version,version,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10310,8979,Site,Site,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10311,8979,Domain,Domain,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10312,8979,domainType,domainType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10313,8979,NFName,NFName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10314,8979,NFType,NFType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10315,8979,interval,interval,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10316,8980,displayName,deviceName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10317,8980,Market,Market,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10318,8980,Region,Region,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10319,8980,technology,technology,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10320,8980,version,version,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10321,8980,Site,Site,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10322,8980,Domain,Domain,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10323,8980,domainType,domainType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10324,8980,NFName,NFName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10325,8980,NFType,NFType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10326,8980,interval,interval,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10327,8981,displayName,deviceName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10328,8981,Market,Market,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10329,8981,Region,Region,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10330,8981,technology,technology,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10331,8981,version,version,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10332,8981,Site,Site,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10333,8981,Domain,Domain,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10334,8981,domainType,domainType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10335,8981,NFName,NFName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10336,8981,NFType,NFType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10337,8981,interval,interval,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10338,8982,displayName,deviceName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10339,8982,Market,Market,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10340,8982,Region,Region,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10341,8982,technology,technology,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10342,8982,version,version,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10343,8982,Site,Site,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10344,8982,Domain,Domain,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10345,8982,domainType,domainType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10346,8982,NFName,NFName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10347,8982,NFType,NFType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10348,8982,interval,interval,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10349,8983,displayName,deviceName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10350,8983,Market,Market,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10351,8983,Region,Region,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10352,8983,technology,technology,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10353,8983,version,version,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10354,8983,Site,Site,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10355,8983,Domain,Domain,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10356,8983,domainType,domainType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10357,8983,NFName,NFName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10358,8983,NFType,NFType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10359,8983,interval,interval,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10360,8984,displayName,deviceName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10361,8984,Market,Market,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10362,8984,Region,Region,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10363,8984,technology,technology,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10364,8984,version,version,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10365,8984,Site,Site,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10366,8984,Domain,Domain,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10367,8984,domainType,domainType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10368,8984,NFName,NFName,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10369,8984,NFType,NFType,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10370,8984,interval,interval,1699882430,1699882430,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10371,8985,displayName,deviceName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10372,8985,Market,Market,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10373,8985,Region,Region,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10374,8985,technology,technology,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10375,8985,version,version,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10376,8985,Site,Site,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10377,8985,Domain,Domain,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10378,8985,domainType,domainType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10379,8985,NFName,NFName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10380,8985,NFType,NFType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10381,8985,interval,interval,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10382,8986,displayName,deviceName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10383,8986,Market,Market,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10384,8986,Region,Region,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10385,8986,technology,technology,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10386,8986,version,version,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10387,8986,Site,Site,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10388,8986,Domain,Domain,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10389,8986,domainType,domainType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10390,8986,NFName,NFName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10391,8986,NFType,NFType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10392,8986,interval,interval,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10393,8987,displayName,deviceName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10394,8987,Market,Market,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10395,8987,Region,Region,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10396,8987,technology,technology,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10397,8987,version,version,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10398,8987,Site,Site,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10399,8987,Domain,Domain,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10400,8987,domainType,domainType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10401,8987,NFName,NFName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10402,8987,NFType,NFType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10403,8987,interval,interval,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10404,8988,displayName,deviceName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10405,8988,Market,Market,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10406,8988,Region,Region,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10407,8988,technology,technology,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10408,8988,version,version,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10409,8988,Site,Site,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10410,8988,Domain,Domain,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10411,8988,domainType,domainType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10412,8988,NFName,NFName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10413,8988,NFType,NFType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10414,8988,interval,interval,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10415,8989,displayName,deviceName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10416,8989,Market,Market,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10417,8989,Region,Region,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10418,8989,technology,technology,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10419,8989,version,version,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10420,8989,Site,Site,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10421,8989,Domain,Domain,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10422,8989,domainType,domainType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10423,8989,NFName,NFName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10424,8989,NFType,NFType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10425,8989,interval,interval,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10426,8990,displayName,deviceName,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10427,8990,Market,Market,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10428,8990,Region,Region,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10429,8990,technology,technology,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10430,8990,version,version,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10431,8990,Site,Site,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10432,8990,Domain,Domain,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
10433,8990,domainType,domainType,1699883379,1699883379,,"2025-06-03 10:22:10","2025-06-03 10:22:10"
