Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,19,109336,358,0.11,0,14,99795,358,0.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,2593,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,46,248106,358,0.3,0,39,193358,358,0.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,2585,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,175,1100185,358,2.91,0,157,1137235,358,2.81
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,3535,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T09:00:00-04:00,3600,0,0,20365,358,0.04,0,30,30686,358,1.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,18073,23072703,358,475.58,0,17719,17135278,358,478.91
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,16670,21559443,358,690.4,0,16290,15486223,358,695
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,22,129946,358,0.51,0,40,165830,358,1.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,17054,19654411,358,474.32,0,16811,15116909,358,478.56
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,18061,21883321,358,411.9,0,17768,16877818,358,414.52
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,22,128160,358,0.45,0,40,162517,358,1.1
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,17,96060,358,0.09,0,10,81964,358,0.06
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,2257,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,42,221811,358,0.41,0,34,173221,358,0.4
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,2248,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,168,1078842,358,2.83,0,156,1126313,358,2.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,3425,358,0.03,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T09:00:00-04:00,3600,0,0,17811,358,0.03,0,22,27675,358,2.6
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,35082,37601153,358,754.86,0,34814,30927636,358,761.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,53352,56587955,358,541.23,0,53065,48338321,358,544.95
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,20,121183,358,0.48,0,37,150548,358,1.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,39254,44204936,358,573.21,0,38961,36864865,358,576.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,85651,85148240,358,810.4,0,85518,75766108,358,820.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,20,123786,358,0.45,0,36,149950,358,0.84
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,2844,358,0.02,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,23,358,0,0,0,14,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,9,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,24,92899,358,0.22,0,12,79677,358,0.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,148,1057889,358,2.67,0,151,1121135,358,2.56
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T09:00:00-04:00,3600,0,0,12285,358,0.01,0,0,19661,358,0.06
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,92,1102869,358,0.23,0,0,10,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,92,1102990,358,0.23,0,0,10,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,8,77212,358,0.34,0,16,80438,358,0.53
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,100,1206628,358,0.26,0,0,12,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,100,1206609,358,0.27,0,0,10,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,8,77127,358,0.44,0,16,80380,358,0.48
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,25,358,0,0,0,16,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,8,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,40,109508,358,0.27,0,12,83351,358,0.16
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,3233,18155266,358,9.25,0,2508,18841396,358,7.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,3524,358,0.02,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,3654,25251204,358,10.03,0,3826,17115947,358,10.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,3515,358,0.02,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,4017,6301168,715,39.47,0,435,2646682,715,17.01
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,0,715,0,0,0,0,715,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T09:00:00-04:00,3600,0,38,484401,715,0.2,0,6910,1038672,715,26.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,1232857,1306510257,715,4356.61,0,1230540,1148035981,715,4351.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,1141873,1239253777,715,3562.06,0,1138651,1081877075,715,3555.73
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,661,2817376,715,2.31,0,1424,5375085,715,6.15
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,3477,715,0.01,0,0,0,715,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,1206729,1283968174,716,3919.4,0,1204152,1125920089,716,3916.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,1209415,1298878211,716,3722.68,0,1206572,1138584563,716,3733.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,665,2819922,716,2.2,0,1428,5381436,716,4.97
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01-01-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,0,3492,716,0.01,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02-00-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,1224834,1308080532,715,3861.32,0,1220655,1147888435,715,3852.13
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02-01-EXTERNAL,2025-09-27T09:00:00-04:00,3600,0,1264074,1352874067,715,4215.94,0,1263285,1194641672,715,4225.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02-00-INTERNAL,2025-09-27T09:00:00-04:00,3600,0,653,2767044,715,2.15,0,1402,5276018,715,12.23
