Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T06:00:00-04:00,3600,143.63,49,,14,0,0,NaN,53,53,100,26.09,100,12,12,0,0,12,84.21,22.06,1.45,0.51,0.24,0.29,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T06:00:00-04:00,3600,0.65,12,,3,0,0,NaN,0,0,NaN,0.37,NaN,0,0,NaN,0,0,18.78,6.7,0.07,0.01,0.05,0.58,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T06:00:00-04:00,3600,19.47,20,,6,0,0,NaN,12,12,100,4.93,100,61,61,14.04,8,57,22.08,18.07,0.32,0.26,25.85,1.14,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T06:00:00-04:00,3600,9.67,0,,1,0,0,NaN,11,11,100,2.28,100,4,4,0,0,4,61.81,22.52,0.14,0.05,0.77,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T06:00:00-04:00,3600,30,4,,3,0,0,NaN,207,207,100,3.68,99.62,265,266,1.13,3,265,111.67,20.47,0.22,0.08,1.04,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T06:00:00-04:00,3600,12.99,1,,2,0,0,NaN,12,12,100,3.5,100,7,7,14.29,1,7,7.29,22.29,0.22,0.58,3.85,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T06:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T06:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T06:00:00-04:00,3600,41.31,11,,6,0,0,NaN,294,294,100,7.24,100,562,562,1.25,7,560,51.24,3.97,0.43,0.19,9.67,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T06:00:00-04:00,3600,81.81,22,,10,0,0,NaN,450,450,100,17.63,100,841,841,1.21,10,828,37.09,4.42,0.95,0.52,12.83,0.23,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,339.52,119,,14,0,0,NaN,1039,1039,100,65.71,99.94,1752,1753,1.67,29,1733,42.62,8.6,0.38,0.22,6.8,0.27,100
