DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,17,5GNR,Florida,143,Jacksonville,2885.66,204,221,219,99.1,21,1994,1994,100,911.38,99.95,4085,4087,1.33,54,4045,22,16.55,1.99,3.57,1.5,0.14,100,100,204,4087,26896.26,26821.19,2885.66,184,221,219,99.1,24,2002,1994,99.6,911.38,4046,54,1.33,4088,4085,99.93
Total,*,*,*,*,*,2885.66,204,221,219,99.1,21,1994,1994,100,911.38,99.95,4085,4087,1.33,54,4045,22,16.55,1.99,3.57,1.5,0.14,100,100.0,204.0,4087.0,26896.26,26821.19,2885.66,184.0,221,219,99.1,24,2002.0,1994.0,99.6,911.38,4046,54,1.33,4088,4085,99.93
