Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T21:00:00-04:00,3600,138.91,52,,13,0,0,NaN,29,29,100,19.21,100,6,6,50,3,6,89.47,18.65,1.2,0.44,0.46,0.24,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T21:00:00-04:00,3600,5.03,8,,2,0,0,NaN,0,0,NaN,0.86,NaN,0,0,NaN,0,0,70.93,12.65,0.08,0.02,0,0.27,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T21:00:00-04:00,3600,164.64,31,,8,0,0,NaN,21,21,100,15.79,100,29,29,32.14,9,28,116.9,18.08,1.04,0.41,4.25,0.5,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T21:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T21:00:00-04:00,3600,74.76,19,,8,0,0,NaN,809,809,100,9.26,99.9,1002,1003,0.3,3,1002,85.94,18.1,0.62,0.25,1.5,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T21:00:00-04:00,3600,16.42,1,,2,0,0,NaN,32,32,100,2.06,100,48,48,6.25,3,48,80.35,21.26,0.12,0.06,0.98,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T21:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T21:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T21:00:00-04:00,3600,61.11,12,,6,1,1,100,248,248,100,9.18,100,793,793,0.74,6,812,30.73,4.12,0.53,0.47,29.23,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T21:00:00-04:00,3600,55.78,19,,9,29,26,89.66,367,367,100,9.12,99.88,830,831,0.38,3,790,32.13,3.75,0.58,0.41,19.4,0.05,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,516.66,142,,13,30,27,90,1506,1506,100,65.48,99.93,2708,2710,1.01,27,2686,65.76,9.03,0.42,0.21,9.17,0.2,100
