DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,10,0.34,6,1742,100,1010,1010,17227.59,10.65,171.3,1.79,1.31,0.63,0.52,8.12,14.03,14753.56,0,945.59,1669.78,16.56,2.85,0.14,NaN,0,0.14,0,NaN,0,-89.39,-89.31,-89.48,-89.41,-89.37,0.58,7,2046.64,572.62,0,0,0,0,1010,3,2152,0,0,2116,0.16,640,1,0,36,0,18.49,17821.67
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,11,0.14,1,730,100,639,639,6417.43,6.01,164.09,0.78,0.72,0.62,0.59,8.27,16.47,5347.53,0,304.83,460.5,5.9,3.51,0.56,NaN,0,0,0,NaN,0,-91.97,-91.95,-91.94,-91.97,-91.95,0.54,2,108.79,NaN,0,0,0,0,639,2,354,0,0,402,0,336,0,0,3,0,6.88,5597.15
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,10,0.54,10,1854,100,691,691,11350.2,6.36,235.16,2.88,1.88,0.28,1.24,8.59,16.6,10010.68,0,807.5,1504.14,12.32,7.58,0.29,NaN,0.1,0.77,0,NaN,0,-87.99,-88.12,-88.09,-88.1,-88.11,0.94,1,0.96,0,0,0,0,0,691,3,1040,0,0,1049,0.49,1022,5,0,38,0,10.97,11827.73
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,11,0.22,1,463,100,224,224,3228.86,2.78,261.32,0.36,0.4,0.48,1.08,8.72,17.81,2145.86,0,231.17,395.6,4.42,10.09,1.13,NaN,0,0.47,0,NaN,0,-91.52,-91.66,-91.52,-91.5,-91.48,0.35,0,0,NaN,0,NaN,NaN,0,224,2,177,0,0,224,0.38,265,1,0,4,0,2.2,2619.66
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,10,0.71,6,848,100,250,250,3747.19,2.26,184.63,1.31,1.03,0.51,1.45,8.83,16.71,3364.08,0,143.48,242.06,2.36,2.56,0.45,NaN,0,0.22,0,NaN,0,-89.38,-89.39,-89.45,-89.55,-89.45,0.91,1,0.01,NaN,0,NaN,NaN,0,250,2,449,0,0,450,1.59,567,9,0,14,0,3.49,3716.98
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,11,0,0,181,100,59,59,897.89,0.81,206.64,0.35,0.39,0.56,3.06,8.68,18.04,735.49,0,45.25,70.84,0.94,6.1,0,NaN,0,0,0,NaN,0,-92.53,-92.68,-92.58,-92.76,-92.71,0.47,0,0,NaN,0,NaN,NaN,0,59,0,88,0,0,106,2.16,139,3,0,2,0,0.69,880.46
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,64,7,6.12,33,539,100,224,224,303.89,5.21,18.8,3.03,2.55,1.39,16.27,8.92,12.6,319.36,0,3.47,46.44,0.98,2.36,0.38,NaN,0,3,0,NaN,0,-99.33,-99.24,-99.37,-99.31,-99.31,2.69,0,0,NaN,0,NaN,NaN,0,224,2,531,0.28,2,722,0,244,0,0,11,0,0.94,513.38
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,65,7,2.18,19,872,100,402,400,719.03,10.08,16.68,4.45,3.44,1.86,9.44,9.12,11.59,536.85,0.5,7.67,107.58,2.36,1.82,0.24,NaN,0,0.26,0,NaN,0,-99.8,-100.12,-98.98,-100.32,-99.81,3.44,0,0,NaN,0,NaN,NaN,2,402,3,1245,0,0,1676,0,350,0,0,40,0,1.89,1141.29
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,66,7,9.51,41,431,100,186,186,236.89,4.98,2.77,2.97,2.19,0.67,30.1,8.65,11.52,92.22,0,2.45,60.16,1.24,2.39,1.12,NaN,0,4.79,0,NaN,0,-100.06,-100.4,-99.92,-100.38,-100.19,2.47,0,0,NaN,0,NaN,NaN,0,186,8,714,0.36,3,824,0,205,0,0,3,0,0.61,354.87
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,64,10,0.27,2,738,100,183,183,2708.58,2.54,160.72,0.9,0.66,0.33,3.54,6.54,7.36,1740.38,0,70.16,149.25,8.47,1.05,1.15,NaN,0,0.57,0,NaN,0,-73.14,-72.95,-72.47,-72.91,-72.45,0.58,0,0,NaN,0,NaN,NaN,0,183,5,435,0.53,2,378,0.18,561,1,0,12,0,3.77,2574.26
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,64,11,0,0,187,100,46,46,317.54,0.44,140.68,0.14,0.23,0.67,2.06,7.73,8.46,211.07,0,9.95,13.46,1.21,1.17,0,NaN,0,0,0,NaN,0,-80.5,-80.28,-80,-80.12,-79.88,0.24,0,0,NaN,0,NaN,NaN,0,46,0,68,0,0,80,0.62,161,1,NaN,0,0,0.36,248.4
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,65,10,1.54,23,1496,100,782,782,6712.43,8.29,109.38,1.09,1.16,1.24,1.33,7.93,9.49,5859.98,0,150.86,273.53,10.48,0.6,1.2,NaN,0,0.2,0,NaN,0,-87.29,-87.89,-87.84,-88.06,-87.92,0.75,3,825.34,355.04,0,0,0,0,782,11,919,0,0,550,0.31,655,2,1.65,243,4,9.08,6611.95
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,65,11,0.17,1,599,100,387,387,1097.26,2.23,179.73,0.84,0.82,0.76,3.13,8.25,15.62,755.24,0,96.35,146.1,2.76,1.81,0,NaN,0,0,0,NaN,0,-91.14,-91.7,-91.52,-91.73,-91.7,0.9,1,44.54,0,0,NaN,NaN,0,387,0,103,0,0,116,0.21,466,1,3.85,26,1,1.85,816.41
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,66,10,1.11,6,542,100,235,235,2790.11,1.82,165.06,1.34,0.92,0.27,1.02,7.87,8.77,2001.65,0,134.42,213.62,6.99,2.56,0.69,NaN,0,0.52,0,NaN,0,-72.25,-72.71,-72.87,-72.78,-73.08,0.73,1,230.79,591.13,0,NaN,NaN,0,235,3,435,0,0,406,0,324,0,0,1,0,3,2779.98
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,66,11,0,0,100,100,45,45,423.24,0.49,221.85,0.09,0.11,0.18,0.46,7.94,8.75,278.64,0,20.08,27.47,1.68,3.62,0,NaN,0,0,NaN,NaN,NaN,-80.7,-81.23,-81.18,-81.3,-81.82,0.12,1,15.49,206.87,0,NaN,NaN,0,45,0,49,0,0,56,0,62,0,NaN,0,0,0.92,294.47
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,62_356,2245,196,7,0.17,1,581,100,448,448,1218.12,15.42,17.88,3.19,2.71,0.72,2.19,8.85,15.32,1024.64,0,7.3,46.59,0.76,3.75,0.44,NaN,0,0,0,NaN,0,-100.31,-100.42,-100.11,-100.27,-100.28,2.66,0,0,NaN,0,NaN,NaN,0,448,1,226,0,0,239,0,155,0,0,97,0,3.01,1195.25
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,62_356,2245,197,7,0.35,1,286,100,96,96,934.18,15.16,13.69,4.91,4.08,0.71,2.21,8.43,15.33,798.85,0,14.92,55.61,0.83,5.7,0,NaN,0,0.18,0,NaN,0,-100.58,-100.55,-101,-101.16,-100.82,4.11,0,0,NaN,0,NaN,NaN,0,96,0,492,0,0,502,0,179,0,NaN,0,0,1.44,919.77
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,62_356,2245,198,7,3.88,54,1390,100,873,873,2294.28,37.07,8,15.68,12.12,4.23,4.06,8.35,14.1,1776.14,0,40.27,208.92,3.76,5.33,0.34,NaN,0,1.37,0,NaN,0,-98.74,-99.11,-98.33,-99.09,-98.82,12.57,0,0,NaN,0,NaN,NaN,0,873,5,1454,0,0,1501,0.2,512,1,0,14,0,7.35,2249.41
09/27/2025,09,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,62_356,2245,199,7,0.51,7,1384,100,1275,1275,2863.07,36,10.02,10.31,8.15,3.71,1.19,8.38,14.81,1568.7,0,113.01,340.51,5.36,10.72,0,NaN,0,0,0,NaN,0,-98.46,-98.14,-98.53,-98.44,-98.39,8.34,1,0.08,NaN,0,NaN,NaN,0,1275,0,1228,0,0,1301,0,177,0,0,430,0,8.39,2809.67
