Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T11:00:00-04:00,3600,1.49,2.18,1.32,6.92,6.93,6.9,41.77,41.84,41.7,15036.39,2489.62,533.88,360,0.3,0.27
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T11:00:00-04:00,3600,3.84,15.35,2.27,1,1.01,1,19.32,19.4,19.27,6956.81,360.96,1382.97,360,3,4.64
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T11:00:00-04:00,3600,3.92,6.8,3.49,2.35,2.36,2.35,55.79,55.81,55.78,20085.33,847.81,1411.07,360,735.13,740.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T11:00:00-04:00,3600,4.07,8.66,3.48,2.36,2.36,2.35,55.79,55.8,55.78,20084.85,848.27,1463.61,360,783.57,791.07
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T11:00:00-04:00,3600,1.48,2.15,1.3,6.87,6.89,6.86,41.93,42.03,41.83,15093.72,2474.08,533.84,360,0.27,0.24
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T11:00:00-04:00,3600,3.63,13.83,2.37,1.71,1.72,1.71,19.52,19.57,19.45,7025.53,616.87,1308.57,360,2.73,2.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T11:00:00-04:00,3600,3.98,6.78,3.49,2.4,2.41,2.4,55.5,55.52,55.48,19979.11,865.13,1434.43,360,2384.12,2388.88
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T11:00:00-04:00,3600,3.9,8.65,3.29,2.35,2.35,2.34,55.47,55.49,55.45,19969.88,844.39,1403.05,360,2963.61,3017.6
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T11:00:00-04:00,3600,1.89,2.6,1.32,6.7,6.72,6.69,41.31,41.4,41.23,14871.94,2411.79,677.71,360,0.31,0.33
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T11:00:00-04:00,3600,3.33,10.23,2.32,0.79,0.79,0.79,18.64,18.7,18.59,6711.11,285.06,1196.82,360,2.83,2.46
