Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T18:00:00-04:00,3600,7.38,7.88,6.69,2.46,2.47,2.46,41.22,41.24,41.2,14839.22,886.68,2657.55,,2.67,2.96
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T18:00:00-04:00,3600,3.69,7.75,2.47,0.67,0.68,0.67,7.66,7.68,7.65,2758.6,241.96,1330.36,,18.43,31.8
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T18:00:00-04:00,3600,1.39,2.05,1.1,12.87,12.88,12.87,85.27,85.29,85.26,30697.94,4634.56,500.36,,21.7,83.32
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T18:00:00-04:00,3600,7.42,8.18,6.97,2.47,2.47,2.46,41.66,41.68,41.64,14997.66,888.67,2671.41,,3.19,3.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T18:00:00-04:00,3600,4.54,10.98,3.16,0.73,0.73,0.72,8.54,8.57,8.52,3074.52,261.05,1632.89,,28.92,32.48
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T18:00:00-04:00,3600,1.6,2.54,1.25,12.87,12.88,12.87,85.5,85.52,85.49,30781.41,4633.49,578.39,,34.73,79.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T18:00:00-04:00,3600,6.17,6.85,5.92,2.33,2.33,2.33,40.61,40.64,40.59,14621.43,838.69,2221.15,,0.51,0.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T18:00:00-04:00,3600,1.18,3.18,0.99,0.46,0.46,0.46,6.54,6.55,6.53,2353.41,166.22,423.68,,2.42,2.34
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T18:00:00-04:00,3600,0.77,1.26,0.56,12.81,12.82,12.81,84.15,84.17,84.14,30294.31,4612.86,277.44,,0.31,0.31
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T18:00:00-04:00,3600,21.54,42.75,2.93,2.46,2.47,2.43,37.85,38.69,37.01,27254.55,1765.73,15510.17,,206.55,172.11
