DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.04,26.18,341416.35,37748.74,407,45,54294,7240,1.1,720,5.12,0,795.12,0.01,8496,99.52,8496,8455,61
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.02,6.08,318767.1,57042.53,380,68,102604,14620,2.19,720,4.88,1,1575.25,0,5079,99.53,5079,5055,85
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.01,0.58,69625.45,46976.2,83,56,12817,3887,0,720,0,0,0,0,1643,99.7,1643,1638,11
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.04,1035.6,1852204.65,211392.92,2208,252,5504631,486309,29.23,3600,69.5,0,105243.85,0,461835,99.92,461829,461476,3596
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.03,973.85,2406691.64,227331.28,2869,271,4731076,429622,21.68,2160,51.62,0,46838.88,0,411518,99.92,411511,411174,2860
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0,2.92,98146.71,21810.38,117,26,4364,659,0,1440,1,0,5.5,0,685,100,685,685,1
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.18,39426.46,22649.24,47,27,1932,266,0,0,0,0,0,0,340,98.82,340,336,4
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,10.84,125829.12,67108.86,150,80,27718,4286,0,0,0,0,0,0,2258,99.96,2258,2257,6
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0.01,4.4,240753.05,88080.38,287,105,63669,6595,0,0,0,0,0,0,2597,99.85,2597,2593,25
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.06,1424.76,1961256.55,196293.43,2338,234,5176147,485218,0,0,0,0,0,0.01,421964,99.85,421960,421334,4509
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,1.98,78014.05,27682.41,93,33,7128,1105,0,0,0,0,0,0,548,100,548,548,3
09/27/2025,13,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,27682.41,2516.58,33,3,939,110,0,0,0,0,0,0,200,100,200,200,0
Total,*,*,*,*,*,*,*,0.02,3487.37,2406691.64,227331.28,2869,271,15687319,1439917,9.04,9360,69.5,0,154458.6,0,1317163,99.89,1317146,1315751,11161
