Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'CorningCarrier.COR_NSA_Cell_Availability','CorningCarrier.COR_NSA_Cell_NumOf_ENDC_sessions','CorningCarrier.COR_NSA_Cell_X2AP_SgNBAddRqst','CorningCarrier.COR_NSA_Cell_DL_Avg_DUu_GTP_TPT','CorningCarrier.COR_NSA_Cell_DL_Avg_S1U_GTP_TPT','CorningCarrier.DL_GTP_Data_Volume_RN_MB'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001-01,2025-09-27T14:00:00-04:00,3600,100,79,206,9715.55,9688.25,1042.37
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002-01,2025-09-27T14:00:00-04:00,3600,100,13,16,109.11,108.64,11.71
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001-01,2025-09-27T14:00:00-04:00,3600,100,47,86,2660.71,2652.84,285.46
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002-01,2025-09-27T14:00:00-04:00,3600,100,17,147,1377.09,1372.45,147.75
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001-01,2025-09-27T14:00:00-04:00,3600,100,20,1044,13318.64,13284.74,1428.94
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002-01,2025-09-27T14:00:00-04:00,3600,100,16,399,2245.23,2239.64,240.89
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001-01,2025-09-27T14:00:00-04:00,3600,100,3,84,5425.06,5409.72,582.05
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002-01,2025-09-27T14:00:00-04:00,3600,100,4,104,821.92,819.89,88.18
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001-01,2025-09-27T14:00:00-04:00,3600,100,35,979,79486.83,79285.84,8528.01
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002-01,2025-09-27T14:00:00-04:00,3600,100,44,1244,32656.25,32578.4,3503.64
Global,*,VCP Far Edge,NR,,*,000000*000*-*-*,,3600,1000.0,278.0,4309.0,147816.39,147440.41,15858.98
