DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,01,175.21,56,0,0,NaN,18,22,22,100,29.15,100,96,96,0,0,96,84.64,21.44,1.66,0.62,0.28,0.24,100,100,56,96,1633.09,1627.92
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,01,0.71,12,0,0,NaN,3,0,0,NaN,0.21,NaN,0,0,NaN,0,0,27.34,4.44,0.06,0.01,0.13,0.84,100,100,12,0,6.62,6.58
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,01,18.83,23,0,0,NaN,8,8,8,100,5.67,100,73,73,15.94,11,69,19.64,15.34,0.44,0.28,12.35,0.19,100,100,23,73,175.55,174.95
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,01,43.78,6,0,0,NaN,4,0,0,NaN,4.8,100,63,63,1.59,1,63,126.49,21.9,0.26,0.1,0.31,0.01,100,100,6,63,408.06,406.91
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,01,63.46,6,0,0,NaN,7,362,362,100,9.37,100,337,337,0.59,2,341,65.14,21.45,0.52,0.28,2.78,0.08,100,100,6,337,591.49,589.62
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,01,102.31,3,5,5,100,5,213,213,100,10.66,100,251,251,0,0,246,48.06,15.83,0.82,0.62,0.81,0.2,100,100,3,251,953.63,950.92
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,01,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,01,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,01,51.94,12,2,2,100,5,240,240,100,9.01,100,590,590,1.2,7,582,44.92,4.21,0.51,0.27,15.5,0.2,100,100,12,590,484.11,482.67
09/27/2025,08,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,01,127.53,26,1,1,100,13,637,637,100,21.07,100,1164,1164,0.26,3,1156,49.66,4.16,1.21,0.6,7.7,0.62,100,100,26,1164,1188.62,1184.94
Total,*,*,*,*,*,*,*,*,*,*,583.77,144,8,8,100,18,1482,1482,100,89.96,100,2574,2574,0.94,24,2553,57.2,8.77,0.55,0.28,4.37,0.29,100,1000.0,144.0,2574.0,5441.169999999999,5424.51
