DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,128.73,52,0,0,NaN,14,49,49,100,24.92,100,31,31,9.68,3,31,74.83,20.62,1.51,0.54,1.39,0.21,100,100,52,31,1199.82,1195.81
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,11.55,12,0,0,NaN,3,7,7,100,1.94,100,2,2,0,0,2,72.43,14.1,0.16,0.05,0.02,0.17,100,100,12,2,107.62,107.26
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,2.24,5,0,0,NaN,4,4,4,100,1.75,100,11,11,44.44,4,9,17.21,12.4,0.17,0.04,14.32,2.14,100,100,5,11,20.89,20.78
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,24.36,6,0,0,NaN,4,268,268,100,4.43,100,338,338,0.59,2,338,52.06,18.16,0.27,0.13,3.4,0.04,100,100,6,338,227.05,226.3
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,9.94,1,0,0,NaN,1,12,12,100,2.9,100,6,6,0,0,6,60.03,22.89,0.15,0.05,0.16,0,100,100,1,6,92.64,92.29
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,55.95,15,1,1,100,6,221,221,100,10.03,100,496,496,0.4,2,494,49.58,4.12,0.58,0.26,7.89,0.02,100,100,15,496,521.46,519.82
09/27/2025,01,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,60.37,14,0,0,NaN,7,319,319,100,11.4,100,744,744,1.21,9,744,41.32,4.13,0.66,0.34,11.64,0.03,100,100,14,744,562.68,560.8
Total,*,*,*,*,*,*,*,*,*,293.13,105,1,1,100,14,880,880,100,57.37,100,1628,1628,1.23,20,1624,56.46,8.21,0.35,0.14,5.1,0.2,100,1000.0,105.0,1628.0,2732.1600000000003,2723.0599999999995
