Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T18:00:00-04:00,3600,1.5,2.2,1.32,6.92,6.93,6.9,42.11,42.18,42.04,15158.69,2490.11,539.32,360,0.45,0.45
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T18:00:00-04:00,3600,3.76,14.98,2.36,1.01,1.01,1.01,19.89,20.11,19.82,7158.42,364.35,1352.94,360,3.21,2.65
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T18:00:00-04:00,3600,4,5.58,3.44,2.36,2.36,2.35,55.85,55.86,55.84,20105.54,848.09,1440.45,360,838.17,843.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T18:00:00-04:00,3600,4.11,5.76,3.54,2.36,2.36,2.35,55.85,55.86,55.83,20104.63,848.57,1481.12,360,698.54,700.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T18:00:00-04:00,3600,1.49,2.15,1.32,6.87,6.89,6.85,42.23,42.31,42.14,15201.84,2474.17,536.78,360,0.29,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T18:00:00-04:00,3600,3.61,13.74,2.26,1.72,1.72,1.72,20.01,20.08,19.98,7203.56,619.1,1300.55,360,3.37,3.01
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T18:00:00-04:00,3600,4.01,7.05,3.49,2.4,2.41,2.4,55.58,55.6,55.57,20009.24,865.24,1446.24,360,1541.06,1553.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T18:00:00-04:00,3600,3.9,6.8,3.34,2.35,2.35,2.34,55.56,55.57,55.54,20001.3,844.45,1403.59,360,692.55,693.9
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T18:00:00-04:00,3600,1.89,2.76,1.26,6.7,6.72,6.68,41.63,41.69,41.56,14986.5,2412.47,680.8,360,0.35,0.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T18:00:00-04:00,3600,3.32,9.95,2.24,0.79,0.79,0.79,19.09,19.15,19.05,6874.27,285.65,1196.34,360,3.03,2.84
