DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,25.33,796078.9,90596.97,949,108,89586,18290,1.84,720,23,0,1323.63,0,10443,99.92,10443,10435,36
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,6.51,638373.07,214748.36,761,256,167537,12382,2.83,720,7,1,2037.5,0,3642,99.81,3642,3635,29
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.01,1.12,84724.94,60397.98,101,72,11514,1439,0,720,0,0,0,0,746,98.93,746,738,11
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.07,1017.18,2437729.48,160222.41,2906,191,6182169,465484,30.51,3600,69.75,0,109832.25,0,314242,99.91,314224,313974,2244
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,775.77,3227936.36,282696.09,3848,337,5263796,395603,22.43,2160,51.88,0,48453.5,0,269554,99.92,269547,269351,1701
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.02,10.58,145122.92,47815.07,173,57,15497,5054,0.21,1440,3,0,308.36,0,2655,100,2655,2655,3
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.89,28521.27,3355.44,34,4,626,73,0,0,0,0,0,0,280,100,280,280,1
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0700012,0,3.99,1063675.49,143445.2,1268,171,13942,1234,0,0,0,0,0,0,593,100,593,593,5
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,4.07,447112.81,40265.32,533,48,75533,7206,0,0,0,0,0,0,1701,99.88,1701,1699,21
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.03,1417.76,2443601.51,168611.02,2913,201,5940010,475787,0,0,0,0,0,0.01,293605,99.9,293600,293308,2376
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.02,0.4,53687.09,10066.33,64,12,1713,132,0,0,0,0,0,0,148,100,148,148,1
09/27/2025,20,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,100,17,17,0
Total,*,*,*,*,*,*,*,0.01,3263.6,3227936.36,282696.09,3848,337,17761923,1382684,9.64,9360,69.75,0,161955.24,0,897626,99.91,897596,896833,6428
