DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,CARRIER,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%,pmHoExeAttOutIntraGnb,pmRadioRaCbFailMsg1Ooc,EBSN_SA_NSA_DRB_Volume
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,10,0,525,0,0.25,18,508,3.54,19914.87,1232.75,22,97.76,4.45,72.26,53.37,109.55,1.46,103.66,18.96,6300,2517900,159318.97,1536.96,525,525,100,109.62,3.54,11092.46,5980.65,1234.02,122.62,0,0,2718.42,56.15,4.23,0.35,66.59,5.03,4.79,0,3259,888.98,7.74,1.62,10,10,10,0,150,0,164,24.51,4.55,39.15,4784,1873,-114.35,0,190,10,11063.48
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0001,11,0,305,0,0.34,2,292,0.68,9447.25,516.51,20,99.56,3.7,57.86,37.58,114.45,1.9,69.83,9.92,1220,353800,75577.98,1082.36,305,305,100,114.54,0.68,17423.23,17422.36,515.38,124.82,0,0,14360.54,378.07,3.72,1.7,76.15,1.96,1.97,0,2827.96,137.05,3.64,3.4,12,12,12,0,190,0,191,82.42,73.36,41.7,1156,482,-113.86,0,4,3,17189.37
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,10,2,1252,0.16,0.35,51,1257,4.06,14581.43,2640.26,48,97.23,9.5,94.17,59.13,82.7,1.76,68.5,31.15,50624,14475624,116651.43,1703.01,1252,1250,100,82.68,4.06,13248.51,8512.26,2643.93,134.41,0.77,0,28.55,7.69,3.04,7.11,76.93,4.46,3.08,0.18,8470.72,1018.92,11.25,1.15,5,5,5,1,130,0,131,0.22,0.29,20.79,11540,2399,-114.22,0,444,21,13034.68
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0002,11,1,796,0.13,0.13,34,781,4.35,5169.75,1511.58,29,98.85,11.17,59.72,34.81,65.35,5.25,41.25,28.12,1834,1459864,41357.96,1002.57,796,795,100,65.37,4.35,5757.89,5681.65,1511.9,54.4,13.47,0.52,798.67,486.4,3.13,9.23,67.44,1.37,4.31,0,4863.43,1021.68,12.38,4.61,7,7,7,26,193,1,194,13.87,32.17,18.38,1834,337,-114.4,0.04,11,0,5737.74
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,10,1,511,0.2,0.69,15,507,2.96,17840.5,1954.71,20,99.69,5.99,60.55,37.51,246.87,6.4,132.11,35.87,14228,2058308,142724.03,1080.37,511,510,100,247.79,2.96,19107.32,4327.72,1957.01,154.43,0.89,0,855.49,350.29,2.51,12.23,141.97,3.55,6.29,0.25,3469.6,254.79,10.02,2.29,6,6,6,1,112,0,110,4.48,17.9,14.3,4008,573,-114.61,0,367,20,18974.33
09/27/2025,23,5GNR,Florida,143,Jacksonville,11_E_FORSYTH,1437221,0001,0003,11,0,220,0,0.27,2,198,1.01,4088.33,103.74,12,99.09,13.19,13.02,11.59,101.85,7.36,97.95,8.85,440,163460,32706.67,333.9,220,220,100,101.87,1.01,2400,2396,103.76,86.34,18.18,0,564.17,12.85,5.88,6.32,106.32,0,1.02,0,1824.84,89.28,15.34,7.44,4,4,4,2,11,0,28,23.51,12.38,13.36,741,99,-114.32,0,6,2,2392.95
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,08,0,25,0,0.32,0,22,0,202.11,35.11,1,98.51,16.56,3.98,4.28,42.53,2.17,10.49,1.96,75,23650,1616.85,154.06,25,25,100,43.1,0,344.82,34.22,33.51,NaN,NaN,NaN,0,0,NaN,NaN,40.01,0,0,0,33.93,1.79,12.04,0.68,0,0,0,0,0,0,0,0,0,10.82,943,102,-117.91,0,39,3,326.52
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,04,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
09/27/2025,23,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,08,0,26,0,0.12,0,27,0,1198.52,227.52,2,94.12,22.79,10.94,16.02,31.94,5.04,16.62,4.62,52,44408,9588.16,576.83,26,26,100,32.2,0,1553.68,82.47,222.73,NaN,NaN,NaN,0,0,NaN,NaN,22.91,0,10,0,81.74,3.26,10.13,0.93,0,0,0,0,0,0,0,0,0,20.87,1706,356,-119.1,0.01,72,2,1532.94
