Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CIC-00,2025-09-27T00:00:00-04:00,3600,3.44,4.11,3.04,2.44,2.45,2.42,36.9,37.55,36.56,26564.62,1755.5,2475.71,,0.66,1.31
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CMC-00,2025-09-27T00:00:00-04:00,3600,1.31,3.32,1.07,1.28,1.28,1.28,11.3,11.85,11.12,4066.74,461.43,471.42,,2.6,2.46
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CMC-01,2025-09-27T00:00:00-04:00,3600,2.1,6.71,1.17,1.29,1.29,1.29,11.89,12.52,11.67,4281.62,463.95,757.45,,4.11,5.63
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CPC-00,2025-09-27T00:00:00-04:00,3600,0.73,1.87,0.59,9.92,9.93,9.9,77.25,78.3,76.43,55623.15,7140.02,529.6,,3.01,16.57
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CPC-02,2025-09-27T00:00:00-04:00,3600,0.79,1.8,0.54,9.87,9.87,9.85,77.24,78.34,76.35,55614.04,7100.94,566.59,,2.73,21.01
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T00:00:00-04:00,3600,7.06,8.1,6.41,2.46,2.47,2.46,40.88,41.32,40.74,14715.39,885.81,2541.02,,1.47,2.1
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T00:00:00-04:00,3600,3.29,10.1,2.26,0.66,0.67,0.66,7.11,7.73,6.8,2558.24,239.22,1184.58,,12.75,23.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T00:00:00-04:00,3600,0.9,1.94,0.76,12.88,12.88,12.87,85.01,85.3,84.94,30604.84,4635.14,324.39,,20.38,29.25
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T00:00:00-04:00,3600,7.25,7.87,6.87,2.47,2.47,2.46,41.34,41.83,41.19,14882.38,888.16,2610.3,,2.47,2.44
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T00:00:00-04:00,3600,3.94,12.08,3.1,0.72,0.73,0.72,7.7,8.62,7.37,2771.15,259.99,1417.14,,27.23,34.91
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T00:00:00-04:00,3600,1.28,2.07,0.98,12.87,12.88,12.86,85.22,85.49,85.15,30679.45,4632.94,461.99,,32.63,42.85
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T00:00:00-04:00,3600,6.18,6.84,5.93,2.33,2.33,2.32,40.28,40.69,40.17,14499.35,837.69,2225.54,,1.12,0.26
