DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,BUFF1_HNRT,0700002,0.01,3.44,212231.78,53687.09,253,64,18960,10485,0.09,720,2.75,0,67.38,0,1616,99.88,1616,1614,8
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0,0.37,8388.61,1677.72,10,2,49,4,0,0,0,0,0,0,31,100,31,31,2
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0,3.58,237397.61,80530.64,283,96,52134,4930,0.9,720,5.88,0,651,0,1669,99.82,1669,1666,5
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,0.24,228170.14,67108.86,272,80,38453,4992,0,0,0,0,0,0,676,100,676,676,8
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.01,285.22,1155950.18,117440.51,1378,140,2133048,186654,12.2,3600,33.12,0,43933.37,0,165752,99.95,165746,165671,590
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.03,305.86,1093874.48,118279.37,1304,141,2003013,175653,0,0,0,0,0,0,150334,99.96,150333,150267,606
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.01,92.9,1361471.08,156028.11,1623,186,1830223,176509,8.7,2160,24.5,0,18784.86,0,140692,99.96,140691,140634,546
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0.03,0.23,15938.36,3355.44,19,4,135,5,0,1440,0,0,0,0,73,100,73,73,1
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,0.61,25165.82,1677.72,30,2,2626,135,0,0,0,0,0,0,138,100,138,138,0
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,NIAG3_HNRT,0700023,0.22,0.01,397620.02,26004.68,474,31,6476,166,0,720,0,0,0,0,171,100,171,171,0
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0,838.86,1677.72,1,2,9,5,0,0,0,0,0,0,24,100,24,24,0
09/27/2025,06,5GNR,Upstate New York,070,Buffalo,SABRES_ARENA_IBS_2,0700012,0,0.99,129184.56,4194.3,154,5,3455,152,0,0,0,0,0,0,205,100,205,205,1
Total,*,*,*,*,*,*,*,0.02,693.45,1361471.08,156028.11,1623,186,6088581,559690,3.65,9360,33.12,0,63436.61,0,461381,99.95,461373,461170,1767
