Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00,2025-09-27T03:00:00-04:00,3600,1.41,1.91,1.14,6.97,7.08,6.87,40.63,40.86,40.38,29253.15,5021.4,1016.57,720,0.29,0.32
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00,2025-09-27T03:00:00-04:00,3600,2.65,9.25,2.04,2.18,2.18,2.17,18.1,18.16,18.05,6516.71,783.19,953.5,360,2.73,2.67
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01,2025-09-27T03:00:00-04:00,3600,3.24,12.47,2.39,3.08,3.08,3.08,18.58,18.67,18.51,6690.48,1108.61,1165.37,360,2.38,2.4
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00,2025-09-27T03:00:00-04:00,3600,3.31,5.96,2.68,2.38,2.4,2.36,54.01,55.59,52.43,38886.97,1712.05,2382.53,720,40.05,41.27
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-01,2025-09-27T03:00:00-04:00,3600,3.31,6.37,2.73,2.34,2.34,2.33,53.98,55.55,52.42,38869,1683.02,2387.34,720,39.43,38.96
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T03:00:00-04:00,3600,1.39,1.99,1.2,6.91,6.93,6.89,40.98,41.08,40.89,14751.23,2487.25,498.58,360,0.22,0.2
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T03:00:00-04:00,3600,3.79,15.12,2.24,1,1.01,1,18.54,18.61,18.48,6674.72,361.63,1364.33,360,2.8,2.81
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T03:00:00-04:00,3600,3.63,6.35,3.09,2.35,2.36,2.35,55.67,55.69,55.65,20042.34,847.84,1307.68,360,193.46,199.79
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T03:00:00-04:00,3600,3.76,6.37,3.29,2.35,2.36,2.35,55.66,55.68,55.64,20037.43,847.93,1354.16,360,336.52,339.2
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T03:00:00-04:00,3600,1.44,2.2,1.27,6.87,6.88,6.85,41.12,41.24,40.99,14801.96,2471.4,516.39,360,0.26,0.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T03:00:00-04:00,3600,3.59,13.74,2.32,1.72,1.72,1.71,18.71,18.77,18.64,6735.02,617.71,1292.07,360,2.56,2.53
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T03:00:00-04:00,3600,3.75,5.37,3.29,2.4,2.41,2.4,55.35,55.37,55.33,19927.47,864.57,1349.81,360,445.28,448.15
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T03:00:00-04:00,3600,3.68,5.01,3.19,2.34,2.35,2.34,55.33,55.35,55.31,19917.53,843.8,1323.69,360,460.56,463.18
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T03:00:00-04:00,3600,1.9,2.26,1.27,6.69,6.71,6.67,40.49,40.61,40.37,14579.14,2409.57,683.84,360,0.36,0.15
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T03:00:00-04:00,3600,3.4,10.71,2.35,0.79,0.79,0.79,18.02,18.09,17.97,6488.74,284.98,1224.4,360,2.67,2.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T03:00:00-04:00,3600,3.29,5.97,2.83,2.3,2.31,2.3,52.83,52.85,52.81,19017.51,828.64,1182.32,360,0.34,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T03:00:00-04:00,3600,3.29,6.29,2.83,2.3,2.31,2.3,52.74,52.76,52.72,18986.97,828.99,1182.73,360,0.32,0.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T03:00:00-04:00,3600,1.4,2.02,1.23,7.05,7.07,7.03,40.53,40.65,40.42,14591.65,2537.45,505.29,360,0.37,0.34
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T03:00:00-04:00,3600,5.59,6.37,3.6,7.06,7.07,7.04,40.6,40.71,40.52,14615.85,2540.88,2010.36,360,4.72,4.27
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T03:00:00-04:00,3600,4.71,32.28,2.47,2.68,3.37,2.01,19.14,20.15,18.3,13779.59,1930.35,3390.48,720,30.44,16.96
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T03:00:00-04:00,3600,5.05,12.31,3.04,2.36,2.4,2.32,54.37,56.33,52.4,39144.29,1699.08,3639.75,720,2266.43,2266.23
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T03:00:00-04:00,3600,4.96,11.08,2.93,2.34,2.34,2.33,54.39,56.35,52.42,39158,1682.6,3575.53,720,2477.52,2486.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T03:00:00-04:00,3600,5.08,10.54,2.94,2.37,2.39,2.33,54.4,56.36,52.44,39168.8,1701.86,3659.77,720,2300.59,2303.88
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T03:00:00-04:00,3600,5.26,9.59,3.09,2.33,2.34,2.33,54.39,56.34,52.44,39159.19,1681.06,3788.01,720,2115.25,2116.1
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T03:00:00-04:00,3600,5.11,13.96,2.78,2.33,2.34,2.33,54.38,56.33,52.44,39156.83,1680.57,3678,720,2456.24,2459.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T03:00:00-04:00,3600,2.54,3.89,1.4,6.99,7.07,6.91,40.75,41.12,40.39,29340.14,5033.79,1829.36,720,1.79,1.76
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T03:00:00-04:00,3600,3.45,23.5,2.16,2.61,3.14,2.07,18.68,18.98,18.45,13448.25,1876.27,2485.23,720,13.76,11.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T03:00:00-04:00,3600,4.38,8.36,2.83,2.36,2.4,2.33,54.35,56.24,52.47,39135.59,1702.13,3154.44,720,1474.56,1469.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T03:00:00-04:00,3600,4.36,8.12,2.83,2.35,2.37,2.33,54.32,56.2,52.45,39112.23,1693.28,3140.21,720,1496.21,1496.69
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T03:00:00-04:00,3600,4.5,10.36,2.93,2.39,2.4,2.39,54.31,56.19,52.43,39106.08,1722.35,3244.2,720,1810.64,1807.37
