DAY,HR,5G,REGION,MARKET,MARKET_DESC,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,13,5GNR,Florida,143,Jacksonville,5045.27,264,429,415,96.74,25,2082,2082,100,372.7,99.93,4075,4078,1.79,72,4032,30.34,6.42,2.93,4.44,1.22,0.12,100,100,264,4078,47025.31,46900.56,5045.27,248,429,415,96.74,25,2094,2082,99.43,372.7,4032,72,1.79,4079,4075,99.9
Total,*,*,*,*,*,5045.27,264,429,415,96.74,25,2082,2082,100,372.7,99.93,4075,4078,1.79,72,4032,30.34,6.42,2.93,4.44,1.22,0.12,100,100.0,264.0,4078.0,47025.31,46900.56,5045.27,248.0,429,415,96.74,25,2094.0,2082.0,99.43,372.7,4032,72,1.79,4079,4075,99.9
