Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Ericsson5GCarrier.pmEndcSetupUeAtt','Ericsson5GCarrier.EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB','Ericsson5GCarrier.EBSN_ENDC_Peak_UE_FWA_Spid125','Ericsson5GCarrier.EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_pct_of_Total','Ericsson5GCarrier.5GNR_ENDC_Drop_pct','Ericsson5GCarrier.5GNR_ENDC_Drop_Num','Ericsson5GCarrier.5GNR_ENDC_Drop_Den','Ericsson5GCarrier.5GNR_Cell_Availability_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Num','Ericsson5GCarrier.5GNR_RACH_Msg3_Failure_pct_Den','Ericsson5GCarrier.5GNR_DL_MAC_Volume_MB'
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_04,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0001_08,2025-09-27T05:00:00-04:00,3600,12,NaN,0,0,0,0,0,12,100,25.82,79,306,69.65
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_04,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0002_08,2025-09-27T05:00:00-04:00,3600,1,NaN,0,0,0,0,0,4,100,14.98,71,474,103.88
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_04,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439221_0001_0003_08,2025-09-27T05:00:00-04:00,3600,3,NaN,0,0,0,0,0,2,100,26.7,59,221,44.01
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_08,2025-09-27T05:00:00-04:00,3600,99,NaN,0,0,0,2.22,2,90,100,36.32,316,870,196.73
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_10,2025-09-27T05:00:00-04:00,3600,245,359.62,1925.31,7,29.37,2,5,250,100,58.46,1050,1796,6852.45
143,Florida,VCP Far Edge,NR,,,1437028_0001_0001_11,2025-09-27T05:00:00-04:00,3600,38,216.93,79.71,3,38.61,3.12,1,32,100,60.91,120,197,234.87
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_08,2025-09-27T05:00:00-04:00,3600,158,107.22,1527.5,4,70.61,1.96,3,153,100,30.47,464,1523,1383.61
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_10,2025-09-27T05:00:00-04:00,3600,179,152.15,254.84,5,21.43,2.62,5,191,100,53.38,1004,1881,2103.31
143,Florida,VCP Far Edge,NR,,,1437028_0001_0002_11,2025-09-27T05:00:00-04:00,3600,23,176.06,1415.85,1,98.29,0,0,12,100,66.18,137,207,1550.18
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_08,2025-09-27T05:00:00-04:00,3600,81,NaN,0,0,0,0,0,74,100,37.24,553,1485,333.74
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_10,2025-09-27T05:00:00-04:00,3600,406,69.11,3443.65,17,61.87,2.05,8,391,100,49.41,1558,3153,5854.66
143,Florida,VCP Far Edge,NR,,,1437028_0001_0003_11,2025-09-27T05:00:00-04:00,3600,138,73.82,3845.73,8,95.82,0.82,1,122,100,49.77,221,444,4125.14
143,Florida,VCP Far Edge,NR,,,1439028_0001_0001_01,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439028_0001_0002_01,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1439028_0001_0003_01,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_10,2025-09-27T05:00:00-04:00,3600,385,181.95,1979.2,10,17.04,0.49,2,405,100,41.34,1826,4417,12212.63
143,Florida,VCP Far Edge,NR,,,1437396_0001_0001_11,2025-09-27T05:00:00-04:00,3600,271,218.86,870.97,7,23.04,0.44,1,226,100,42.33,455,1075,3221.34
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_10,2025-09-27T05:00:00-04:00,3600,422,250.44,15450.74,13,77.72,1.22,5,411,100,50.1,1477,2948,16743.23
143,Florida,VCP Far Edge,NR,,,1437396_0001_0002_11,2025-09-27T05:00:00-04:00,3600,224,202.43,5.02,5,1.99,0,0,218,100,44.67,314,703,3247.14
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_10,2025-09-27T05:00:00-04:00,3600,472,405.37,4341.92,8,45.03,1.68,8,477,100,33.05,846,2560,9879.81
143,Florida,VCP Far Edge,NR,,,1437396_0001_0003_11,2025-09-27T05:00:00-04:00,3600,269,310.86,357.73,7,54.12,0,0,265,100,28.27,134,474,754.94
143,Florida,VCP Far Edge,NR,,,1439396_0001_0001_08,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,0,NaN,0,0,100,36.04,71,197,10.61
143,Florida,VCP Far Edge,NR,,,1439396_0001_0002_08,2025-09-27T05:00:00-04:00,3600,7,NaN,0,0,0,0,0,4,100,33.5,133,397,85.29
143,Florida,VCP Far Edge,NR,,,1439396_0001_0003_08,2025-09-27T05:00:00-04:00,3600,15,NaN,0,0,0,0,0,15,100,31.63,62,196,135.44
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_04,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_08,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_10,2025-09-27T05:00:00-04:00,3600,159,29.98,2.6,4,0.6,1.8,3,167,100,58.01,362,624,686.87
143,Florida,VCP Far Edge,NR,,,1437648_0001_0001_11,2025-09-27T05:00:00-04:00,3600,95,77.31,641.04,6,98.6,0,0,108,100,32.5,52,160,397.59
143,Florida,VCP Far Edge,NR,,,1437648_0001_0002_04,2025-09-27T05:00:00-04:00,3600,0,NaN,0,0,NaN,NaN,0,0,0,NaN,0,0,0
