Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T01:00:00-04:00,3600,128.73,52,,14,0,0,NaN,49,49,100,24.92,100,31,31,9.68,3,31,74.83,20.62,1.51,0.54,1.39,0.21,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T01:00:00-04:00,3600,11.55,12,,3,0,0,NaN,7,7,100,1.94,100,2,2,0,0,2,72.43,14.1,0.16,0.05,0.02,0.17,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T01:00:00-04:00,3600,2.24,5,,4,0,0,NaN,4,4,100,1.75,100,11,11,44.44,4,9,17.21,12.4,0.17,0.04,14.32,2.14,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T01:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T01:00:00-04:00,3600,24.36,6,,4,0,0,NaN,268,268,100,4.43,100,338,338,0.59,2,338,52.06,18.16,0.27,0.13,3.4,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T01:00:00-04:00,3600,9.94,1,,1,0,0,NaN,12,12,100,2.9,100,6,6,0,0,6,60.03,22.89,0.15,0.05,0.16,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T01:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T01:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T01:00:00-04:00,3600,55.95,15,,6,1,1,100,221,221,100,10.03,100,496,496,0.4,2,494,49.58,4.12,0.58,0.26,7.89,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T01:00:00-04:00,3600,60.37,14,,7,0,0,NaN,319,319,100,11.4,100,744,744,1.21,9,744,41.32,4.13,0.66,0.34,11.64,0.03,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,293.13,105,,14,1,1,100,880,880,100,57.37,100,1628,1628,1.23,20,1624,56.46,8.21,0.35,0.14,5.1,0.2,100
