Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T09:00:00-04:00,3600,7.17,8.02,6.36,2.46,2.47,2.46,41.11,41.14,41.09,14799.4,886.77,2583.69,,2.66,2.95
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T09:00:00-04:00,3600,3.87,13.76,2.34,0.66,0.66,0.66,7.49,7.52,7.48,2697.43,236.58,1392.74,,15.9,23.45
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T09:00:00-04:00,3600,1.07,1.74,0.89,12.87,12.88,12.87,85.17,85.23,85.15,30661.07,4634.34,385.75,,20.03,48.69
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T09:00:00-04:00,3600,7.33,7.87,6.93,2.47,2.47,2.46,41.55,41.57,41.52,14956.4,888.84,2637.32,,2.61,2.91
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T09:00:00-04:00,3600,4.74,18.38,3.07,0.72,0.72,0.71,8.4,8.42,8.38,3023.51,257.76,1707.5,,28.43,35.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T09:00:00-04:00,3600,1.42,2.07,1.07,12.87,12.88,12.87,85.42,85.44,85.41,30752.32,4633.09,511.36,,32.97,50.08
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T09:00:00-04:00,3600,6.17,6.96,5.91,2.33,2.33,2.32,40.51,40.52,40.49,14581.94,838.12,2219.5,,0.51,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T09:00:00-04:00,3600,1.36,9.94,0.94,0.46,0.46,0.46,6.42,6.45,6.41,2310.7,165.79,489.33,,1.67,2.12
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T09:00:00-04:00,3600,0.78,1.09,0.54,12.81,12.82,12.81,84.08,84.13,84.07,30269.25,4612.63,278.78,,0.26,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T09:00:00-04:00,3600,18.1,37.09,2.91,2.45,2.47,2.43,37.72,38.57,36.88,27160.97,1763.64,13030.39,,152.53,134.11
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T09:00:00-04:00,3600,7.46,27.13,1.13,1.62,1.97,1.29,17.35,23.26,11.66,12495.76,1165.75,5372.31,,347.93,402.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T09:00:00-04:00,3600,9.85,24.1,0.5,9.92,9.94,9.9,78.22,79.89,76.55,56316.83,7141.77,7089.9,,89.16,8662.43
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T09:00:00-04:00,3600,19.16,22.57,16.65,9.93,9.94,9.92,79.83,79.86,79.82,28739.25,3573.91,6899.49,,97.93,6389.13
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T09:00:00-04:00,3600,0.64,0.95,0.51,9.86,9.86,9.85,76.52,76.56,76.49,27545.64,3548.57,229.29,,0.25,0.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T09:00:00-04:00,3600,13.62,15.47,12.28,2.47,2.47,2.46,38.77,38.79,38.75,13958.46,888.31,4904.64,,57.68,52.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T09:00:00-04:00,3600,3.83,4.38,3.16,2.43,2.44,2.43,36.85,36.88,36.82,13266.63,875.06,1378.96,,0.83,0.51
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T09:00:00-04:00,3600,5.57,18.2,1,1.54,1.78,1.31,15.21,19.01,11.54,10952.58,1109.58,4007.6,,148.73,174.04
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T09:00:00-04:00,3600,9.56,10.83,7.94,9.92,9.93,9.92,79.75,79.77,79.73,28709.79,3572.35,3441.66,,46.8,2873.61
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T09:00:00-04:00,3600,0.65,1.01,0.53,9.9,9.91,9.9,76.55,76.56,76.53,27556.83,3565.47,230.79,,0.6,0.48
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T09:00:00-04:00,3600,9.23,10.56,7.63,9.93,9.93,9.92,79.7,79.71,79.68,28691.03,3572.93,3323.86,,44.34,4704.75
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T09:00:00-04:00,3600,0.61,0.81,0.5,9.91,9.92,9.91,76.63,76.65,76.61,27586.8,3568.82,217.63,,0.23,0.3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T09:00:00-04:00,3600,3.47,3.93,3.03,2.44,2.46,2.43,37.13,37.48,36.86,26732.67,1756.73,2495.65,,1.56,1.22
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T09:00:00-04:00,3600,1.51,10,1.06,1.28,1.28,1.28,11.51,11.56,11.48,4141.54,461.22,544.85,,3.35,3.84
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T09:00:00-04:00,3600,2.26,11.41,1.26,1.29,1.29,1.29,12.24,12.3,12.2,4406.92,463.59,812.94,,3.26,6.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T09:00:00-04:00,3600,0.73,1.08,0.6,9.92,9.93,9.91,77.4,78.17,76.64,55730.67,7140.69,527.89,,2.99,8.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T09:00:00-04:00,3600,0.78,1.13,0.56,9.87,9.87,9.85,77.39,78.22,76.57,55723.17,7100.88,563.35,,2.88,8.4
