Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T05:00:00-04:00,3600,147.42,48,,12,0,0,NaN,31,31,100,21.71,100,7,7,14.29,1,7,93.34,20.14,1.24,0.45,0.2,0.37,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T05:00:00-04:00,3600,5.11,12,,3,0,0,NaN,0,0,NaN,0.78,NaN,0,0,NaN,0,0,83.85,11.35,0.08,0.02,0.03,0.39,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T05:00:00-04:00,3600,1.49,20,,5,0,0,NaN,0,0,NaN,1.06,100,25,25,13.04,3,23,4.99,8.18,0.16,0.09,36.22,1.11,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T05:00:00-04:00,3600,6.02,0,,1,0,0,NaN,6,6,100,1.54,100,4,4,0,0,4,65.06,23.82,0.06,0.02,0.73,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T05:00:00-04:00,3600,31.56,4,,3,0,0,NaN,212,212,100,3.68,100,253,253,1.19,3,253,119.63,20.03,0.22,0.08,0.67,0.01,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T05:00:00-04:00,3600,1.56,0,,0,0,0,NaN,3,3,100,0.49,100,2,2,0,0,2,11.59,15.01,0,0,12.13,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T05:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T05:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T05:00:00-04:00,3600,67.05,9,,6,1,1,100,292,292,100,8.07,100,596,596,0.17,1,594,66.48,4.13,0.46,0.24,11.02,0.01,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T05:00:00-04:00,3600,62.71,16,,9,0,0,NaN,432,432,100,10.46,100,844,844,0.72,6,835,39.97,4.11,0.61,0.37,16.88,0.04,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,322.92,109,,12,1,1,100,976,976,100,47.79,100,1731,1731,0.81,14,1718,65.67,7.73,0.28,0.13,7.75,0.23,100
