Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T23:00:00-04:00,3600,181.85,54,,15,0,0,NaN,51,51,100,27.21,100,74,74,4.05,3,74,86.62,20.52,1.61,0.63,0.87,0.21,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T23:00:00-04:00,3600,0.47,8,,2,0,0,NaN,0,0,NaN,0.29,NaN,0,0,NaN,0,0,16.35,7.02,0.05,0.01,0.06,0.82,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T23:00:00-04:00,3600,21.78,19,,6,0,0,NaN,17,17,100,2.53,94.44,17,18,20,3,15,55.74,12.02,0.25,0.11,5.22,0.93,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T23:00:00-04:00,3600,1.7,1,,1,0,0,NaN,5,5,100,0.55,100,4,4,0,0,4,41.27,22,0.03,0.01,0.28,0,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T23:00:00-04:00,3600,27.79,8,,7,0,0,NaN,518,518,100,3.86,100,631,631,0.16,1,631,54.01,17.76,0.31,0.18,1.74,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T23:00:00-04:00,3600,5.97,0,,1,0,0,NaN,6,6,100,1.27,100,3,3,0,0,3,9.13,16.82,0.09,0.19,7.85,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T23:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T23:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T23:00:00-04:00,3600,49.95,11,,6,2,2,100,219,219,100,7.91,100,573,573,0.88,5,568,44.47,4.17,0.45,0.26,15.57,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T23:00:00-04:00,3600,80.36,17,,9,2,2,100,366,366,100,12.34,100,782,782,0.26,2,780,42.63,3.84,0.76,0.44,15.09,0.03,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,369.87,118,,15,4,4,100,1182,1182,100,55.96,99.95,2084,2085,0.67,14,2075,55.07,8.11,0.36,0.18,6.57,0.17,100
