Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'CorningCarrier.COR_NSA_Cell_Availability','CorningCarrier.COR_NSA_Cell_NumOf_ENDC_sessions','CorningCarrier.COR_NSA_Cell_X2AP_SgNBAddRqst','CorningCarrier.COR_NSA_Cell_DL_Avg_DUu_GTP_TPT','CorningCarrier.COR_NSA_Cell_DL_Avg_S1U_GTP_TPT','CorningCarrier.DL_GTP_Data_Volume_RN_MB'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001-01,2025-09-27T20:00:00-04:00,3600,100,54,5,1568.41,1563.48,168.27
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002-01,2025-09-27T20:00:00-04:00,3600,100,8,7,50394.74,50269.13,5406.77
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001-01,2025-09-27T20:00:00-04:00,3600,100,32,31,781,778.61,83.79
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002-01,2025-09-27T20:00:00-04:00,3600,100,0,2,313.9,313.08,33.68
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001-01,2025-09-27T20:00:00-04:00,3600,100,18,950,487.8,486.35,52.34
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002-01,2025-09-27T20:00:00-04:00,3600,100,2,100,91.99,91.72,9.87
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001-01,2025-09-27T20:00:00-04:00,3600,100,0,5,2.5,2.49,0.27
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002-01,2025-09-27T20:00:00-04:00,3600,100,1,24,895.87,893.39,96.12
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001-01,2025-09-27T20:00:00-04:00,3600,100,15,684,784.25,782.13,84.14
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002-01,2025-09-27T20:00:00-04:00,3600,100,18,891,648.48,646.44,69.57
Global,*,VCP Far Edge,NR,,*,000000*000*-*-*,,3600,1000.0,148.0,2699.0,55968.94000000001,55826.82,6004.81
