Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'DU.DL_GTP_Data_Volume_RN_MB','DU.ENDC.Sessions.RN','DU.Intra.CU.HO.Attempts.number','DU.Max.ENDC.Sessions.RN.number','DU.Intra_CU_HO_Attempts_RN','DU.Intra_CU_HO_Success_RN','DU.Intra_CU_HO_Success_Rate_RN_pct','DU.SgNB_Modification_Attempts_RN','DU.SgNB_Modification_Success_RN','DU.SgNB_Modification_Success_Rate_RN_pct','DU.UL_GTP_Data_Volume_RN_MB','DU.Attach_Success_rate_pct_RN','DU.Attach_Success_RN_Num','DU.Attach_Success_RN_Den','DU.Drop_rate_pct_RN','DU.Drop_RN_Num','DU.Drop_RN_Den','DU.DL_Tput_RN_Mbps','DU.UL_Tput_RN_Mbps','DU.UL_TTI_Util_Rate_pct_RN','DU.DL_TTI_Util_Rate_pct_RN','DU.DL_HARQ_Residual_BLER_pct_RN','DU.UL_HARQ_Residual_BLER_pct_RN','DU.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000,2025-09-27T19:00:00-04:00,3600,3153.42,86,,23,4,4,100,79,79,100,47.03,99.32,147,148,2.05,3,146,160.01,19.14,1.41,1.39,2.56,0.14,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000,2025-09-27T19:00:00-04:00,3600,268.77,52,,12,51,50,98.04,24,24,100,64.24,100,171,171,9.38,15,160,10.31,19.33,2.08,3.8,4.52,0.28,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000,2025-09-27T19:00:00-04:00,3600,64.78,17,,9,1,1,100,994,994,100,9.25,100,1255,1255,0.32,4,1255,62.13,17.61,0.31,0.15,5.73,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000,2025-09-27T19:00:00-04:00,3600,250,3,,3,17,17,100,25,25,100,442.33,100,60,60,1.67,1,60,69.26,32.14,1.61,0.42,0.56,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000,2025-09-27T19:00:00-04:00,3600,2789.22,43,,15,44,43,97.73,855,855,100,46.57,100,1886,1886,0.92,17,1857,278.69,3.69,1.51,1.17,5.1,0.15,100
Global,*,VCP Far Edge,NR,,*,000000*000*,,3600,6526.2,201,,23,117,115,98.29,1977,1977,100,609.42,99.97,3519,3520,1.15,40,3478,97.52,18.54,1.39,1.39,3.97,0.15,100
