Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,ACPF-CIC-00,2025-09-27T05:00:00-04:00,3600,6.99,8,6.41,2.46,2.47,2.46,41.03,41.05,41,14770.24,886.47,2517.93,,1.22,1.86
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,ACPF-CMC-01,2025-09-27T05:00:00-04:00,3600,3.44,7.49,2.3,0.66,0.66,0.65,7.33,7.36,7.31,2640.2,236.22,1236.4,,12.28,23.37
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,ACPF-CPC-00,2025-09-27T05:00:00-04:00,3600,0.83,1.42,0.71,12.88,12.88,12.87,85.1,85.13,85.09,30637.18,4635.25,298.79,,20.24,17.17
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T05:00:00-04:00,3600,7.2,7.86,6.81,2.47,2.47,2.46,41.47,41.49,41.44,14926.89,888.27,2590.1,,2.32,2.32
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T05:00:00-04:00,3600,4.17,10.86,3.09,0.72,0.72,0.71,8.16,8.2,8.12,2937.17,258.04,1502.14,,26.56,34.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T05:00:00-04:00,3600,1.2,1.98,0.93,12.87,12.87,12.87,85.36,85.38,85.34,30727.35,4632.79,432.17,,32.2,29.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T05:00:00-04:00,3600,8.01,14.59,2.96,2.45,2.47,2.43,37.64,38.49,36.77,27098.13,1763.28,5764.22,,58.21,60.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T05:00:00-04:00,3600,5.93,18.87,1.16,1.61,1.97,1.29,16.46,21.62,11.53,11849.43,1158.76,4270.88,,127.61,132.11
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T05:00:00-04:00,3600,4.16,8.89,0.49,9.92,9.94,9.9,78.16,79.84,76.48,56274.19,7141.33,2992.94,,46.85,949.73
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T05:00:00-04:00,3600,7.39,8.69,6.01,9.93,9.93,9.92,79.76,79.78,79.74,28712.95,3573.68,2662.95,,49.09,953.72
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T05:00:00-04:00,3600,0.64,1.02,0.54,9.86,9.86,9.85,76.47,76.51,76.44,27526.29,3548.33,228.99,,0.38,0.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T05:00:00-04:00,3600,6.96,7.67,6.42,2.47,2.47,2.46,38.69,38.72,38.67,13928.77,888.11,2506.77,,18.72,19.75
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T05:00:00-04:00,3600,3.84,4.37,3.14,2.43,2.44,2.43,36.77,36.8,36.74,13235.95,875.14,1382.81,,0.91,0.63
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T05:00:00-04:00,3600,4.62,13.64,0.99,1.54,1.77,1.31,14.62,17.98,11.41,10526.49,1105.3,3323.8,,55.88,78.93
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T05:00:00-04:00,3600,4.6,5.56,3.24,9.92,9.93,9.92,79.69,79.71,79.67,28687.53,3572.39,1654.92,,28.16,343.77
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T05:00:00-04:00,3600,0.64,1.02,0.5,9.9,9.91,9.9,76.49,76.51,76.48,27536.73,3565.2,228.38,,0.46,0.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T05:00:00-04:00,3600,4.18,5.16,3.2,9.92,9.93,9.92,79.62,79.64,79.61,28665.48,3572.33,1506.87,,29.02,338.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T05:00:00-04:00,3600,0.6,0.94,0.5,9.91,9.92,9.91,76.57,76.59,76.55,27565.44,3568.41,215.85,,0.45,0.41
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T05:00:00-04:00,3600,3.42,3.81,3.05,2.44,2.45,2.42,37.04,37.31,36.77,26668.6,1755.07,2465.38,,0.49,1.15
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T05:00:00-04:00,3600,1.3,3.06,1.05,1.28,1.28,1.28,11.4,11.46,11.38,4103.78,461.07,466.19,,1.44,2.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T05:00:00-04:00,3600,2.07,6.51,1.15,1.29,1.29,1.29,12.07,12.12,12.05,4346.81,463.87,746.68,,3.61,6.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T05:00:00-04:00,3600,0.71,1.24,0.58,9.92,9.93,9.9,77.34,78.11,76.57,55685.35,7140.18,513.4,,2.96,2.49
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T05:00:00-04:00,3600,0.77,1.1,0.57,9.87,9.87,9.85,77.34,78.17,76.51,55682.95,7101.19,553.02,,2.72,2.79
070,Upstate New York,VCP Edge 1.x,NR,,NIAG3_HNRT,ACPF-CIC-00,2025-09-27T05:00:00-04:00,3600,6.17,6.84,5.87,2.33,2.33,2.32,40.44,40.46,40.4,14555.42,838.11,2219.34,,0.7,0.46
070,Upstate New York,VCP Edge 1.x,NR,,NIAG3_HNRT,ACPF-CMC-00,2025-09-27T05:00:00-04:00,3600,1.17,3.12,0.97,0.46,0.46,0.46,6.37,6.38,6.36,2291.86,165.55,420,,2.05,2.07
070,Upstate New York,VCP Edge 1.x,NR,,NIAG3_HNRT,ACPF-CPC-00,2025-09-27T05:00:00-04:00,3600,0.78,1.26,0.56,12.81,12.82,12.81,84.03,84.05,84.01,30249.34,4612.78,281.03,,0.25,0.51
