DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0001,121.08,52,0,0,NaN,13,16,16,100,18.01,100,4,4,0,0,4,87.18,18.62,1.08,0.38,0.14,0.28,100,100,52,4,1128.57,1124.99
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_NOJACKSONVILLE_VZ_STORE,1431253,0000,0002,0.82,12,0,0,NaN,3,0,0,NaN,0.23,NaN,0,0,NaN,0,0,22.04,4.51,0.06,0.01,0,0.83,100,100,12,0,7.63,7.58
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0001,1.05,9,0,0,NaN,4,13,13,100,0.97,76.92,10,13,20,2,10,9.56,9.69,0.12,0.03,22.71,1.46,100,100,9,13,9.8,9.78
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_ORANGEPARK_VZ_STORE,1431255,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0001,18.5,6,0,0,NaN,4,411,411,100,2.6,100,505,505,0.6,3,504,81.47,16.06,0.19,0.07,2.77,0.04,100,100,6,505,172.41,171.87
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_STJOHNJAX_VZ_STORE,1431257,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0001,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_ST_JOHNS_TOWN_CTR_APPLE,1431076,0000,0002,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100,100,0,0,0,0
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0001,58.06,13,3,3,100,6,235,235,100,8.97,100,519,519,1.17,6,512,51.77,4.24,0.5,0.26,10.11,0.02,100,100,13,519,541.19,539.58
09/27/2025,00,5GNR,Florida,143,Jacksonville,5GNB_TALLAHASSEE_VZ_STORE,1431259,0000,0002,50.82,19,0,0,NaN,7,300,300,100,9.02,100,769,769,0.39,3,772,22.23,4.12,0.52,0.53,21.99,0.03,100,100,19,769,473.71,472.16
Total,*,*,*,*,*,*,*,*,*,250.34,111,3,3,100,13,975,975,100,39.8,99.83,1807,1810,0.78,14,1802,47.68,7.01,0.25,0.13,9.82,0.21,100,1000.0,111.0,1810.0,2333.31,2325.9599999999996
