DAY,HR,5G,REGION,MARKET,MARKET_DESC,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,5GNR_RACH_Msg3_Failure_%,5GNR_RACH_Msg3_Failure_%_Den,5GNR_RACH_Msg3_Failure_%_Num,5G_SA_RRC_Setup_Fail_%,5G_SA_RRC_Setup_Fail_Num,5G_SA_RRC_Setup_Fail_Den,5G_SA_Bearer_Drop_%,5G_SA_Bearer_Drop_%_Num,5G_SA_Bearer_Drop_%_Den,5G_SA_HO_Exe_Failure_%,5G_SA_HO_Exe_Failure_%_Num,5G_SA_HO_Exe_Failure_%_Den,5G_SA_IRAT_Handover_Failure_%,5G_SA_IRAT_Handover_Failure_%_num,5G_SA_IRAT_Handover_Failure_%_den,5G_SA_RRC_Setup_Fail_%_Overall,5G_SA_RRC_Setup_Fail_Overall_Num,5G_SA_RRC_Setup_Fail_Overall_Den
09/27/2025,12,5GNR,Florida,143,Jacksonville,1306,1796826,0.07,3.45,48376,1770488,2.73,46737314.04,3373239.84,78116,98.55,8.64,14.9,12.3,80.2,2.2,108.18,20.13,728817840810,21133737348330,373898512.35,3456366.12,1796826,1795520,96.8,80.32,2.73,45867523.1,35023848.5,3372835.47,105.33,1.7,0.01,20985409.87,950947.37,5.56,2.26,56.11,3.05,1.01,0.09,13813961.1,1312382.63,14.95,1.37,26736,2.71,47,7254,427761,53,427859,45.75,28.19,36.17,11364351,4110388,0.13,2575,1969095,0.19,5677,3000089,0.64,5980,929445,0.67,720,107739,0.3,6836,2250013
Total,*,*,*,*,*,1306,1796826,0.07,3.45,48376,1770488,2.73,46737314.04,3373239.84,78116,98.55,8.64,14.9,12.3,80.2,2.2,108.18,20.13,728817840810,21133737348330,373898512.35,3456366.12,1796826,1795520,96.8,80.32,2.73,45867523.1,35023848.5,3372835.47,105.33,1.7,0.01,20985409.87,950947.37,5.56,2.26,56.11,3.05,1.01,0.09,13813961.1,1312382.63,14.95,1.37,26736,2.71,47,7254,427761,53,427859,45.75,28.19,36.17,11364351,4110388,0.13,2575,1969095,0.19,5677,3000089,0.64,5980,929445,0.67,720,107739,0.3,6836,2250013
