Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPF.CpuUsageAvg.percent','AUPF.CpuUsageMax.percent','AUPF.CpuUsageMin.percent','AUPF.DiskUsageAvg.percent','AUPF.DiskUsageMax.percent','AUPF.DiskUsageMin.percent','AUPF.MemUsageAvg.percent','AUPF.MemUsageMax.percent','AUPF.MemUsageMin.percent','AUPF.MemUsageTot.number','AUPF.DiskUsageTot.number','AUPF.CpuUsageTot.number','AUPF.DiskUsageCnt.number','AUPF.InThruPeak_VM.number','AUPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T17:00:00-04:00,3600,1.52,1.97,1.33,6.92,6.93,6.9,42.06,42.14,41.97,15141.58,2489.4,548.89,360,0.4,0.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T17:00:00-04:00,3600,3.82,15.3,2.24,1.01,1.01,1.01,19.81,19.86,19.78,7131.31,363.84,1376.61,360,3.98,3.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T17:00:00-04:00,3600,4.12,5.92,3.59,2.36,2.36,2.35,55.84,55.85,55.83,20103.03,848.07,1482.54,360,849.9,788.02
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T17:00:00-04:00,3600,4.2,6.88,3.65,2.36,2.36,2.35,55.84,55.85,55.82,20101.33,848.14,1511.13,360,1487.43,1485.21
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T17:00:00-04:00,3600,1.49,2.1,1.32,6.87,6.89,6.85,42.19,42.28,42.12,15187.3,2474,535.23,360,1.58,0.89
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T17:00:00-04:00,3600,3.65,13.8,2.32,1.72,1.72,1.72,19.93,19.99,19.89,7176.87,618.6,1314.09,360,2.79,3
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T17:00:00-04:00,3600,4.07,5.71,3.59,2.4,2.41,2.4,55.57,55.58,55.56,20004.8,865.09,1462.68,360,1629.82,1643.95
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T17:00:00-04:00,3600,3.89,6.84,3.39,2.35,2.35,2.34,55.55,55.56,55.53,19996.61,844.24,1399.97,360,3014.29,3072.65
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T17:00:00-04:00,3600,1.86,2.25,1.3,6.7,6.71,6.68,41.58,41.66,41.5,14967.47,2411.58,669.05,360,0.59,0.32
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T17:00:00-04:00,3600,3.35,11.86,2.29,0.79,0.79,0.79,19.02,19.08,18.97,6848.14,285.41,1206.28,360,2.59,2.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T17:00:00-04:00,3600,3.28,6.1,2.78,2.3,2.31,2.3,53,53.02,52.99,19080.4,829.16,1181.03,360,0.28,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T17:00:00-04:00,3600,3.27,4.25,2.83,2.3,2.31,2.3,52.91,52.93,52.9,19050.15,829.5,1176.99,360,0.36,0.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T17:00:00-04:00,3600,1.4,2.09,1.25,7.06,7.07,7.04,41.63,41.69,41.55,14986.63,2540.92,505.3,360,0.78,0.4
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T17:00:00-04:00,3600,9.57,10.42,7.8,7.06,7.08,7.05,41.74,41.81,41.66,15025.51,2543.01,3443.56,360,14.81,13.89
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T17:00:00-04:00,3600,5.61,34.37,2.32,2.7,3.41,2.01,21.47,23.7,19.37,15456.78,1945.41,4040.12,720,44.34,30.95
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T17:00:00-04:00,3600,8.29,20.55,2.98,2.36,2.4,2.33,54.55,56.52,52.59,39275.47,1699.96,5968.85,720,5799.38,5819.25
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T17:00:00-04:00,3600,8.22,19.87,2.89,2.34,2.34,2.33,54.57,56.53,52.61,39287.96,1683.2,5922.48,720,4596.42,4598.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T17:00:00-04:00,3600,8.55,17.48,2.94,2.37,2.4,2.34,54.58,56.54,52.62,39295.26,1702.89,6155.79,720,4930.32,4926.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-03,2025-09-27T17:00:00-04:00,3600,8.68,17.24,3.09,2.34,2.34,2.33,54.56,56.51,52.61,39285.61,1681.47,6250.65,720,4616.21,4623.96
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-04,2025-09-27T17:00:00-04:00,3600,8.58,21.07,2.78,2.33,2.34,2.33,54.56,56.51,52.61,39284.08,1680.88,6176.13,720,5062.72,5033.85
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-01,2025-09-27T17:00:00-04:00,3600,3.56,5.76,1.35,6.99,7.08,6.92,41.85,42.18,41.52,30133.56,5036.27,2565.13,720,6.63,5.82
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T17:00:00-04:00,3600,3.73,24.22,2.22,2.62,3.14,2.1,20.27,21.08,19.54,14591.48,1886.22,2681.58,720,20.7,16.52
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T17:00:00-04:00,3600,6.57,13.08,2.83,2.37,2.4,2.33,54.53,56.42,52.65,39262.67,1702.91,4731.82,720,3700.16,3734.09
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T17:00:00-04:00,3600,6.48,12.64,2.88,2.35,2.38,2.33,54.51,56.38,52.64,39246.2,1696.05,4668.36,720,3649.16,3645.19
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-02,2025-09-27T17:00:00-04:00,3600,6.78,15.08,2.93,2.39,2.4,2.39,54.5,56.38,52.61,39237.65,1723.08,4880,720,3723.77,3737.07
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UIC-00,2025-09-27T17:00:00-04:00,3600,1.43,2.14,1.13,6.98,7.08,6.88,41.71,41.97,41.47,30031.23,5025.38,1028.39,720,1.58,0.84
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-00,2025-09-27T17:00:00-04:00,3600,2.68,12.81,2.01,2.17,2.18,2.17,19.12,19.17,19.07,6883.04,783.06,965.69,360,2.67,2.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UMC-01,2025-09-27T17:00:00-04:00,3600,3.21,12.76,2.42,3.08,3.08,3.08,20.12,20.19,20.06,7244.88,1108.81,1155.09,360,2.73,2.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-00,2025-09-27T17:00:00-04:00,3600,3.4,6.01,2.63,2.38,2.4,2.36,54.18,55.76,52.61,39011.47,1712.09,2447.9,720,367.76,338.85
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,AUPF-UPC-01,2025-09-27T17:00:00-04:00,3600,3.42,6.24,2.83,2.34,2.34,2.33,54.16,55.72,52.6,38994.99,1684.11,2461.75,720,391.71,394.76
