Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T18:00:00-04:00,3600,263.04,71,,21,41,41,100,33,33,100,40.77,100,135,135,2.9,4,138,7.96,7.84,6.17,9.52,1.37,0.09,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T18:00:00-04:00,3600,148.66,9,,5,45,45,100,1,1,100,5.28,100,7,7,0,0,4,89.38,13.23,0.49,0.49,1.73,0.26,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T18:00:00-04:00,3600,169.25,41,,13,20,20,100,8,8,100,23.9,100,92,92,15,12,80,38.16,15.61,1.92,1.33,3.46,0.36,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T18:00:00-04:00,3600,215.96,14,,7,19,19,100,24,24,100,44.56,100,125,125,12.7,16,126,57.33,22.16,2.22,1.09,1.7,0.04,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T18:00:00-04:00,3600,71.42,18,,9,13,13,100,732,732,100,12.11,100,935,935,1.4,13,931,57,20.79,0.7,0.37,7.16,0.02,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T18:00:00-04:00,3600,26.66,5,,5,10,10,100,201,201,100,11.59,99.6,251,252,0,0,254,49,30.89,0.44,0.16,1.63,0.06,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T18:00:00-04:00,3600,60.26,3,,3,7,7,100,22,22,100,2.92,100,31,31,3.12,1,32,0.44,2.72,0.26,31.9,2.13,0.11,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T18:00:00-04:00,3600,1304.49,3,,5,8,8,100,30,30,100,65.95,100,92,92,0,0,90,95.15,3.13,5.07,3.2,1.34,0.12,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T18:00:00-04:00,3600,386.73,15,,9,20,20,100,232,232,100,36.93,100,942,942,0.43,4,938,67.96,4.62,1.9,1.33,8.74,0.11,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T18:00:00-04:00,3600,281.01,28,,12,26,26,100,569,569,100,211.67,99.91,1121,1122,0.64,7,1093,19.45,15.63,3.17,3.38,1.99,0.18,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,2927.47,207,,21,209,209,100,1852,1852,100,455.67,99.95,3731,3733,1.55,57,3686,13.62,8.39,2.23,5.28,2.13,0.13,100
