DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,PdcpSduLossRateUL,PdcpSduRetxByteDL,PdcpMaxThroughputDL,PdcpMaxThroughputUL,PdcpSduMaxVolumeDL,PdcpSduMaxVolumeUL,PdcpSduVolumeDL,PdcpSduVolumeUL,UpcLoadAvg,UpcLoadCnt,UpcLoadMax,UpcLoadMin,UpcLoadTot,PdcpSduLossRateDL,ENDCAddAtt,ENDCAddSuccRate,ENDCAddprepSucc,ENDCAddsucc,ENDCRelbySgnb
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0700002,0.01,7.06,289406.98,40265.32,345,48,55521,6853,0.72,720,4,0,515.87,0,6766,99.84,6766,6755,47
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0700021,0.01,3.38,1466328.68,72142.03,1748,86,87249,13004,1.76,720,12.25,0.12,1264.49,0,3571,99.61,3571,3557,52
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0700023,0.01,0.48,113246.21,46137.34,135,55,11295,2891,0,720,0,0,0,0,1417,99.86,1417,1415,9
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,0.03,927.19,1760768.82,159383.55,2099,190,4966999,422566,26.35,3600,61,0,94860.84,0,394757,99.92,394747,394451,3040
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709003,0.02,475.58,2280862.52,208037.48,2719,248,4162763,369731,19.52,2160,46.5,0,42167.5,0,367553,99.92,367532,367257,2704
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709006,0,2.39,37748.74,12582.91,45,15,2768,821,0,1440,0.88,0,1.88,0,641,100,641,641,0
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0700011,0.01,0.08,125829.12,17616.08,150,21,840,99,0,0,0,0,0,0,227,99.56,227,226,4
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0700022,0,2.66,528482.3,61236.84,630,73,47756,6332,0,0,0,0,0,0,2006,99.9,2006,2004,23
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709002,0.03,1032.03,1799356.42,195454.57,2145,233,4533203,433279,0,0,0,0,0,0,366102,99.9,366099,365728,3510
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,HNRT,0709099,0.01,1.73,84724.94,17616.08,101,21,6904,406,0,0,0,0,0,0,518,100,518,518,2
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,ROCH100_HNRT,0700100,0,0.03,185388.24,3355.44,221,4,2713,46,0,0,0,0,0,0,185,100,185,185,0
09/27/2025,10,5GNR,Upstate New York,070,Buffalo,SABRES_ARENA_IBS_2,0700012,0.01,4.55,98146.71,28521.27,117,34,9367,1305,0,0,0,0,0,0,1101,99.64,1101,1097,9
Total,*,*,*,*,*,*,*,0.01,2457.16,2280862.52,208037.48,2719,248,13887378,1257333,8.06,9360,61,0,138810.58,0,1144844,99.91,1144810,1143834,9400
