Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'CorningCarrier.COR_NSA_Cell_Availability','CorningCarrier.COR_NSA_Cell_NumOf_ENDC_sessions','CorningCarrier.COR_NSA_Cell_X2AP_SgNBAddRqst','CorningCarrier.COR_NSA_Cell_DL_Avg_DUu_GTP_TPT','CorningCarrier.COR_NSA_Cell_DL_Avg_S1U_GTP_TPT','CorningCarrier.DL_GTP_Data_Volume_RN_MB'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001-01,2025-09-27T04:00:00-04:00,3600,100,48,6,1583.44,1578.76,169.88
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002-01,2025-09-27T04:00:00-04:00,3600,100,12,0,4.68,4.64,0.5
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001-01,2025-09-27T04:00:00-04:00,3600,100,20,21,149.64,149.17,16.06
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002-01,2025-09-27T04:00:00-04:00,3600,100,0,0,0,0,0
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001-01,2025-09-27T04:00:00-04:00,3600,100,3,277,295.83,294.95,31.74
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002-01,2025-09-27T04:00:00-04:00,3600,100,0,0,0,0,0
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001-01,2025-09-27T04:00:00-04:00,3600,100,0,0,0,0,0
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002-01,2025-09-27T04:00:00-04:00,3600,100,0,0,0,0,0
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001-01,2025-09-27T04:00:00-04:00,3600,100,12,537,517.06,515.47,55.47
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002-01,2025-09-27T04:00:00-04:00,3600,100,20,817,618.84,616.85,66.39
Global,*,VCP Far Edge,NR,,*,000000*000*-*-*,,3600,1000.0,115.0,1658.0,3169.4900000000002,3159.84,340.05
