Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'RanMarket.DL_GTP_Data_Volume_RN_MB','RanMarket.ENDC.Sessions.RN','RanMarket.Intra.CU.HO.Attempts.number','RanMarket.Max.ENDC.Sessions.RN.number','RanMarket.Intra_CU_HO_Attempts_RN','RanMarket.Intra_CU_HO_Success_RN','RanMarket.Intra_CU_HO_Success_Rate_RN_pct','RanMarket.SgNB_Modification_Attempts_RN','RanMarket.SgNB_Modification_Success_RN','RanMarket.SgNB_Modification_Success_Rate_RN_pct','RanMarket.UL_GTP_Data_Volume_RN_MB','RanMarket.Attach_Success_rate_pct_RN','RanMarket.Attach_Success_RN_Num','RanMarket.Attach_Success_RN_Den','RanMarket.Drop_rate_pct_RN','RanMarket.Drop_RN_Num','RanMarket.Drop_RN_Den','RanMarket.DL_Tput_RN_Mbps','RanMarket.UL_Tput_RN_Mbps','RanMarket.UL_TTI_Util_Rate_pct_RN','RanMarket.DL_TTI_Util_Rate_pct_RN','RanMarket.DL_HARQ_Residual_BLER_pct_RN','RanMarket.UL_HARQ_Residual_BLER_pct_RN','RanMarket.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,,143,2025-09-27T09:00:00-04:00,3600,1212.77,150,76,19,76,75,98.68,1874,1874,100,109.32,99.66,3237,3248,1.06,34,3204,70.18,8.63,0.63,0.46,4.45,0.19,100
Global,*,VCP Far Edge,NR,,,00*,,3600,1212.77,150,76,19,76,75,98.68,1874,1874,100,109.32,99.66,3237,3248,1.06,34,3204,70.18,8.63,0.63,0.46,4.45,0.19,100
