Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'CorningCarrier.COR_NSA_Cell_Availability','CorningCarrier.COR_NSA_Cell_NumOf_ENDC_sessions','CorningCarrier.COR_NSA_Cell_X2AP_SgNBAddRqst','CorningCarrier.COR_NSA_Cell_DL_Avg_DUu_GTP_TPT','CorningCarrier.COR_NSA_Cell_DL_Avg_S1U_GTP_TPT','CorningCarrier.DL_GTP_Data_Volume_RN_MB'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001-01,2025-09-27T12:00:00-04:00,3600,100,75,194,5112.92,5097.41,548.56
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002-01,2025-09-27T12:00:00-04:00,3600,100,12,5,25.49,25.35,2.73
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001-01,2025-09-27T12:00:00-04:00,3600,100,40,133,782.81,780.22,83.99
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002-01,2025-09-27T12:00:00-04:00,3600,100,15,114,567.47,565.61,60.88
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001-01,2025-09-27T12:00:00-04:00,3600,100,22,859,9108.3,9083.79,977.21
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002-01,2025-09-27T12:00:00-04:00,3600,100,16,496,5538.03,5522.65,594.17
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001-01,2025-09-27T12:00:00-04:00,3600,100,1,29,166.56,166.16,17.87
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002-01,2025-09-27T12:00:00-04:00,3600,100,4,84,2076.74,2069.63,222.81
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001-01,2025-09-27T12:00:00-04:00,3600,100,28,852,10872.88,10843.45,1166.53
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002-01,2025-09-27T12:00:00-04:00,3600,100,36,1227,4340.35,4327.99,465.67
Global,*,VCP Far Edge,NR,,*,000000*000*-*-*,,3600,1000.0,249.0,3993.0,38591.549999999996,38482.26,4140.43
