Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'Carrier5G.S5NC_DRBSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_DRBSetupFail_num_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_den_SA_SNSSAI6','Carrier5G.S5NC_PDUSetupFail_pct_num_SA_SNSSAI6','Carrier5G.S5ND_AvgAirIfDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgIPLatency_DL_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_DL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgRLCDelay_UL_SA_us_5QI133_SNSSAI6','Carrier5G.S5ND_AvgUEThpt_SA_Mbps_5QI133_RFSP95_SNSSAI6','Carrier5G.S5ND_DLActiveUE_Avg_SNSSAI6','Carrier5G.S5ND_DLRLC_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NR_DLPRBUtilization_pct_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_DL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_SNSSAI','Carrier5G.S5NU_AvgPDCPDelay_UL_us_Cell_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Drop_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_DLPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_DataVolume_MB_5QI133_SNSSAI6','Carrier5G.S5NU_ULPDCP_SDU_Loss_pmm_pct_5QI133_SNSSAI6','Carrier5G.RLCDLPKTDISCARDCNTPDCP_5QI133','Carrier5G.RLCDLPKTDROPCNTFULLBUF_5QI133','Carrier5G.RLCDLPKTRECEIVECNT_5QI133','Carrier5G.ErabAddAtt_per_GNB','Carrier5G.RssiPathAvg_Path0','Carrier5G.RssiPathAvg_Path1','Carrier5G.RssiPathAvg_Path2','Carrier5G.RssiPathAvg_Path3','Carrier5G.RssiPathAvg','Carrier5G.S5NR_DLPRBUtilization_pct','Carrier5G.S5NR_ULPRBUtilization_pct','Carrier5G.5GNR_ENDC_Drop_pct','Carrier5G.5GNR_ENDC_Drop_pct_num','Carrier5G.5GNR_ENDC_Drop_pct_den','Carrier5G.S5NR_PDCCH_Blocking_Tot_pct','Carrier5G.S5NR_Cell_Availability_pct','Carrier5G.S5NC_MaxUENo_SPID125','Carrier5G.S5ND_TotalMACDataVolumeDL_MB_SPID125','Carrier5G.S5ND_DLUeThru_Mbps_SPID125','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct_num','Carrier5G.S5NC_ERAB_Drop_Rate_FWA_pct','Carrier5G.S5NC_ERABSetupFailureRate_pct_QCI132','Carrier5G.S5NR_MaxRRCconnectedUsersPerDU','Carrier5G.S5NR_TotalDLRLCLayerDataVolume_MB','Carrier5G.S5NR_DLUserPerceivedTput_Mbps','Carrier5G.S5NR_TotalERABSetupFailureRate_pct','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_num','Carrier5G.S5NR_TotalERABSetupFailureRate_pct_den','Carrier5G.S5NC_DRBDrop_pct_SA','Carrier5G.S5NC_DRBDrop_num_SA','Carrier5G.S5NC_DRBDrop_den_SA','Carrier5G.S5NC_DRBSetupFail_pct_SA','Carrier5G.S5NC_DRBSetupFail_num_SA','Carrier5G.S5NC_DRBSetupFail_den_SA','Carrier5G.S5NR_IntragNBHOFailRate_pct','Carrier5G.S5NR_IntragNBHOFailRate_den','Carrier5G.S5NR_IntragNBHOFailRate_num','Carrier5G.S5NR_IntergNBHOFailRate_pct','Carrier5G.S5NR_IntergNBHOFailRate_den','Carrier5G.S5NR_IntergNBHOFailRate_num','Carrier5G.S5NR_AvgRRCconnectedUsersPerDU_PerCell','Carrier5G.S5NR_DLMACLayerDataVolume_MB','Carrier5G.S5NR_PUCCHAvgSINR_dB','Carrier5G.S5NR_PUSCHAvgSINR_dB','Carrier5G.S5NR_TotalULRLCLayerDataVolume_MB','Carrier5G.S5NR_ULMACLayerDataVolume_MB','Carrier5G.S5NR_ULUserPerceivedTput_Mbps'
070,Upstate New York,VCP Far Edge,NR,,,07000020080-80-1,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-116.4,-115.23,-115.58,-115.07,-115.57,5.89,0.12,14.29,1,7,0.02,100,1,1198.84,71.49,1,25,0,,1936.79,71.48,0,0,9,NaN,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0.85,1201.06,16.94,13.96,5.75,25.15,6.16
070,Upstate New York,VCP Far Edge,NR,,,07000020080-80-2,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-116.5,-115.37,-115.94,-115.27,-115.77,2.71,0.15,8.33,1,12,0.2,100,0,451.24,NaN,0,NaN,NaN,,55.1,42.1,0,0,11,NaN,0,0,NaN,0,0,0,2,0,NaN,0,0,0.2,584.31,16.28,13.85,11.59,24.01,13.2
070,Upstate New York,VCP Far Edge,NR,,,07000020080-80-3,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-116.34,-115.54,-115.56,-115.4,-115.71,1.98,0.01,0,0,3,0.02,100,0,201.27,NaN,0,NaN,NaN,,5.59,71.95,0,0,3,NaN,0,0,NaN,0,0,NaN,0,0,NaN,0,0,0.08,209.71,17.51,13.76,0.8,1.56,5.6
070,Upstate New York,VCP Far Edge,NR,,,07000020081-81-1,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,43,-115.62,-114.06,-115.33,-115.73,-115.19,0.57,0.13,17.39,8,46,0,100,0,0,NaN,0,NaN,NaN,,90.66,36.78,0,0,43,NaN,0,0,NaN,0,0,0,4,0,NaN,0,0,0.34,174.35,16.22,13.22,6.58,16.49,3.63
070,Upstate New York,VCP Far Edge,NR,,,07000020081-81-2,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-115.85,-114.43,-115.63,-115.81,-115.43,0.04,0.01,9.09,1,11,0.02,100,0,0,NaN,0,NaN,NaN,,8.51,63.3,0,0,9,NaN,0,0,NaN,0,0,0,2,0,NaN,0,0,0.04,13.72,15.08,11.41,0.16,0.57,1.71
070,Upstate New York,VCP Far Edge,NR,,,07000020082-82-1,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-115.54,-115.46,-114.28,-115.11,-115.1,0.03,0.01,20,1,5,0.01,100,0,0,NaN,0,NaN,NaN,,2.59,15.26,0,0,5,NaN,0,0,NaN,0,0,0,1,0,NaN,0,0,0.01,3.55,15.87,9.82,0.23,0.43,1.52
070,Upstate New York,VCP Far Edge,NR,,,07000020095-95-1,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-112.94,-114.39,-114.06,-115.1,-114.12,1.94,0.41,NaN,0,0,0.16,100,1,2998.27,255.29,0,NaN,NaN,,1575.05,255.29,0,0,4,NaN,0,0,NaN,0,0,NaN,0,0,NaN,0,0,1,3218.87,17.37,21.38,53.73,144.19,40.29
070,Upstate New York,VCP Far Edge,NR,,,07000020095-95-2,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-116.53,-115.44,-115.78,-115.89,-115.91,0.19,0.06,0,0,9,0.06,100,1,204.31,34.74,0,0,0,,4.83,38.83,0,0,10,NaN,0,0,NaN,0,0,0,1,0,NaN,0,0,1.01,223.44,16.62,12.09,2.21,6.25,4.72
070,Upstate New York,VCP Far Edge,NR,,,07000020095-95-3,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,13,-115.73,-115.61,-115.87,-116.22,-115.86,0.2,0.05,15,3,20,0.01,100,0,92.76,NaN,0,NaN,NaN,,57.12,129.58,0,0,13,NaN,0,0,NaN,0,0,0,7,0,NaN,0,0,0.14,157.2,16.76,13.51,3.71,6.54,4.85
070,Upstate New York,VCP Far Edge,NR,,,07000020095-95-4,2025-09-27T14:00:00-04:00,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-113.62,-115.81,-115.39,-116.07,-115.22,0.08,0,25,1,4,0,100,0,46.3,NaN,0,NaN,NaN,,1.27,29.61,0,0,3,NaN,0,0,NaN,0,0,0,1,0,NaN,0,0,0.01,57.6,14.62,6.98,0.1,0.17,1.83
