DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DUNAME,DU,SECTOR,CARRIER,5GNR_ENDC_Drop%,5GNR_ENDC_Drop_%_num,5GNR_ENDC_Drop_%_den,S5NR_Cell_Availability_%,ErabAddAtt_per_GNB,ErabAddSucc_per_GNB,S5NR_DLMACLayerDataVolume_MB,S5NR_DLPRBUtilization_%,S5NR_DLUserPerceivedTput_Mbps,S5NR_PDCCH_SlotRationBlocking_DL_%,S5NR_PDCCH_SlotRationBlocking_Tot_%,S5NR_PDCCH_SlotRationBlocking_UL_%,S5NR_PUCCH_BLER_%,S5NR_PUCCHAvgSINR_dB,S5NR_PUSCHAvgSINR_dB,S5NR_TotalDLRLCLayerDataVolume_MB,S5NR_TotalERABSetupFailureRate_%,S5NR_TotalULRLCLayerDataVolume_MB,S5NR_ULMACLayerDataVolume_MB,S5NR_ULPRBUtilization_%,S5NR_ULUserPerceivedTput_Mbps,S5NC_DRBDrop_%_SA,S5NC_NRDCAdd_MN_Succ_%_SA,S5NC_NGSetupFailure_%_SA,S5NC_RRCSetupFailure_%_SA,S5NC_EPSFB_IRAT_HO_PrepFailure_%_SA,S5NC_EmergFB_IRAT_HO_Failure_%_SA,S5NC_EPSFB_IRAT_HO_Failure_%_SA,RssiPathAvg_Path0,RssiPathAvg_Path1,RssiPathAvg_Path2,RssiPathAvg_Path3,RssiPathAvg,S5NR_PDCCH_Blocking_Tot_%,S5NC_MaxUENo_SPID125,S5ND_TotalMACDataVolumeDL_MB_SPID125,S5ND_DLUeThru_Mbps_SPID125,S5NC_ERAB_Drop_Rate_FWA_%_num,S5NC_ERAB_Drop_Rate_FWA_%,S5NC_ERABSetupFailureRate%_QCI132,S5NR_TotalERABSetupFailureRate_%_num,S5NR_TotalERABSetupFailureRate_%_den,S5NC_DRBDrop_num_SA,S5NC_DRBDrop_den_SA,S5NC_DRBSetupFail_%_SA,S5NC_DRBSetupFail_num_SA,S5NC_DRBSetupFail_den_SA,S5NR_IntragNBHOFailRate_%,S5NR_IntragNBHOFailRate_den,S5NR_IntragNBHOFailRate_num,S5NR_IntergNBHOFailRate_%,S5NR_IntergNBHOFailRate_den,S5NR_IntergNBHOFailRate_num,S5NR_AvgRRCconnectedUsersPerDU_PerCell,Sum_DLRLCDataVolume_MB
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,10,0.49,14,2854,100,1386,1386,30108.16,19.28,163.2,1.49,1.78,2.25,0.45,8.01,13.51,23974.42,0,1345.46,2961.45,30.37,2.58,0.17,NaN,0,0.21,0,NaN,0,-88.82,-88.75,-88.9,-88.87,-88.91,0.76,6,1697.85,333.84,0,0,0,0,1386,6,3540,0,0,3420,0.08,1229,1,0,57,0,26.49,29770.85
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,181,11,0.61,8,1313,100,1110,1110,10418.44,9.25,185.68,0.75,0.81,0.9,0.4,8.4,17.25,9166.33,0,600.14,885.83,11.18,5.75,0,NaN,0,0.15,0,NaN,0,-91.45,-91.5,-91.51,-91.58,-91.58,0.49,2,37.34,NaN,0,0,0,0,1110,0,587,0,0,677,0.17,594,1,0,6,0,10.62,10363.65
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,10,0.75,24,3199,100,1243,1243,27346.74,14.54,124.46,1.86,1.46,0.77,1.21,8.47,15.56,33316.05,0,1675.46,3030.16,27.56,6.84,0.35,NaN,0,0.36,0,NaN,0,-86.91,-87.06,-87.06,-87.07,-86.96,0.6,1,0.22,16.38,0,NaN,NaN,0,1243,7,1994,0,0,1968,0.24,1665,4,0,74,0,16.76,36957.15
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,182,11,0.24,2,848,100,405,405,13917.71,9.78,154.2,0.42,0.48,0.65,0.98,8.88,18.14,3139.09,0,271.6,451.32,5.46,8.23,0,NaN,0,0.3,0,NaN,0,-91.16,-91.3,-91.19,-91.14,-90.99,0.41,1,48.1,324.73,0,NaN,NaN,0,405,0,253,0,0,340,0.43,465,2,0,17,0,3.61,4028.19
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,10,0.69,8,1160,100,411,411,5268.32,3.06,267.96,2,1.45,0.6,2.01,8.7,16.09,4702.15,0,534.98,792.21,7.45,7.05,3.04,NaN,0,0.78,0,NaN,0,-88.35,-88.28,-88.33,-88.4,-88.38,1.13,0,0,NaN,0,NaN,NaN,0,411,14,460,0,0,503,1.6,748,12,6.25,32,2,3.62,5445.86
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,290_NFB,3052,183,11,0.4,1,249,100,104,104,1528.91,1.27,194.67,0.37,0.43,0.64,1.81,8.86,18.06,1169.35,0,63.68,97.15,1.48,4.01,0,NaN,0,0,0,NaN,0,-92.29,-92.38,-92.29,-92.46,-92.41,0.46,0,0,NaN,0,NaN,NaN,0,104,0,56,0,0,82,1.09,184,2,0,5,0,0.8,1292.28
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,64,7,6.31,39,618,100,249,249,342.92,6.67,8.25,4.34,3.43,1.68,16.03,8.69,11.32,245.01,0,1.54,99.47,2.22,3.12,0.71,NaN,0,4.17,0,NaN,0,-98.66,-98.58,-98.72,-98.6,-98.64,3.61,0,0,NaN,0,NaN,NaN,0,249,4,564,0.59,5,842,0.35,288,1,0,10,0,1.04,608.08
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,65,7,3.67,51,1391,100,495,494,971.21,18.82,11.38,9.52,7.82,5.83,14.96,8.61,10.65,620.48,0.2,24.31,228.83,5.93,2.1,0.36,NaN,0.16,0.48,0,NaN,0,-99.46,-99.71,-96.06,-99.95,-98.8,7.89,0,0.02,NaN,0,NaN,NaN,1,495,7,1970,0,0,2662,0.15,673,1,1.23,81,1,1.95,1757.16
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,2265,66,7,10.87,75,690,100,208,208,556.32,13.51,6.61,8.06,6.27,2.86,17.33,8.46,10.81,276.03,0,2.66,83.38,1.88,1.55,1.04,NaN,0,6,0,NaN,0,-95.22,-97.09,-95.02,-96.83,-96.04,6.73,0,0,NaN,0,NaN,NaN,0,208,9,865,0.46,5,1079,0.28,358,1,10,10,1,1,740.24
09/27/2025,11,5GNR,Upstate New York,070,Buffalo,HNRT,0709001,400_277_HD,3265,64,10,2.18,23,1057,100,295,295,2688.02,2.28,225.29,1.45,0.87,0.14,0.77,8.14,11.13,1709.87,0,177.97,345.29,11.17,2.09,0,NaN,0,0.22,0,NaN,0,-86.92,-86.99,-86.95,-87.16,-86.68,0.62,0,0.71,NaN,0,0,0,0,295,0,589,0,0,468,0.94,745,7,0,18,0,3.96,2639.69
