Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,ACPF-CIC-00,2025-09-27T07:00:00-04:00,3600,7.08,7.99,6.53,2.46,2.47,2.46,41.07,41.11,41.05,14786.45,886.43,2550.42,,1.97,2.21
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,ACPF-CMC-01,2025-09-27T07:00:00-04:00,3600,3.4,15.66,2.31,0.66,0.66,0.65,7.42,7.46,7.4,2672.88,235.84,1225.94,,12.66,23.4
070,Upstate New York,VCP Edge 1.x,NR,,BUFF1_HNRT,ACPF-CPC-00,2025-09-27T07:00:00-04:00,3600,0.92,1.48,0.78,12.88,12.88,12.87,85.14,85.16,85.12,30651.69,4634.91,331.5,,19.8,26.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T07:00:00-04:00,3600,7.22,7.99,6.79,2.47,2.47,2.46,41.51,41.53,41.49,14943.09,888.56,2601.2,,2.45,2.43
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T07:00:00-04:00,3600,4.16,16.76,3.11,0.72,0.72,0.71,8.31,8.35,8.26,2991.67,257.52,1498.97,,25.69,36.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T07:00:00-04:00,3600,1.25,1.91,0.95,12.87,12.88,12.87,85.4,85.41,85.38,30742.64,4632.93,450.61,,32.54,38.13
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T07:00:00-04:00,3600,11.56,23.65,2.93,2.45,2.47,2.43,37.68,38.54,36.84,27133.8,1763.92,8325.57,,95.43,82.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T07:00:00-04:00,3600,6.11,23.49,1.15,1.61,1.95,1.29,16.99,22.61,11.6,12231.79,1158.19,4396.47,,221.56,228.75
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T07:00:00-04:00,3600,5.96,13.53,0.47,9.92,9.94,9.9,78.2,79.87,76.52,56302.28,7141.57,4289.43,,65.42,4743.1
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T07:00:00-04:00,3600,11.18,13.59,8.99,9.93,9.93,9.92,79.81,79.82,79.79,28729.69,3573.63,4025.84,,65.28,2560.67
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T07:00:00-04:00,3600,0.64,0.77,0.54,9.86,9.86,9.85,76.5,76.54,76.48,27539.32,3548.48,229.74,,0.25,0.26
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T07:00:00-04:00,3600,9.11,10.35,7.89,2.47,2.47,2.46,38.73,38.76,38.71,13944,887.93,3277.93,,32.56,29.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T07:00:00-04:00,3600,3.85,4.59,3.12,2.43,2.44,2.43,36.81,36.84,36.79,13253.17,875.02,1385.69,,0.82,0.36
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T07:00:00-04:00,3600,4.75,21.91,1.03,1.53,1.77,1.31,14.96,18.59,11.48,10767.83,1103.87,3416.36,,93.71,102.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T07:00:00-04:00,3600,6.47,7.64,4.7,9.92,9.93,9.92,79.73,79.74,79.71,28702.16,3572.37,2329.4,,34.1,625.66
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T07:00:00-04:00,3600,0.64,1,0.53,9.9,9.91,9.9,76.53,76.54,76.52,27551.11,3565.22,229.26,,0.41,0.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T07:00:00-04:00,3600,5.95,7.3,4.39,9.92,9.93,9.92,79.66,79.68,79.65,28679.43,3572.57,2142.59,,34.12,609.3
