DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DU,SECTOR,5GNR_ENDC_Setup_Failure_Num,5GNR_ENDC_Setup_Failure_Den,5GNR_ENDC_Setup_Failure_%,5GNR_Addition_Failure_%,5GNR_ENDC_Drop_Num,5GNR_ENDC_Drop_Den,5GNR_ENDC_Drop_%,5GNR_DL_MAC_Volume_MB,5GNR_UL_MAC_Volume_MB,5GNR_Peak_numOf_UE,5GNR_DL_RLC_ACK_%,5GNR_DL_RLC_Delay_ms,5GNR_PUSCH_Slot_Utilization,5GNR_PDSCH_Slot_Utilization,5GNR_DL_UE_MAC_Throughput_Mbps_19Q3,5GNR_UL_MAC_UE_Throughput_Mbps_19Q3,5GNR_DL_MAC_Cell_Throughput_Mbps,5GNR_UL_MAC_Cell_Throughput_Mbps,5GNR_Addition_Failure_Num,5GNR_Addition_Failure_Den,5GNR_DL_MAC_Cell_Throughput_Num,5GNR_DL_MAC_Cell_Throughput_Den,pmEndcSetupUeAtt,pmEndcSetupUeSucc,5GNR_Cell_Availability_%,EBSN_DL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Drop_%,EBSN_MAC_DL_DRB_Volume_MB,EBSN_MAC_DL_DRB_Volume_MB_NSA,EBSN_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_FWA_ENDC_Drop_%,EBSN_NSA_FWA_ENDC_Setup_Fail_%,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB,EBSN_NSA_FWA_RLC_Delay_ms,EBSN_NSA_FWA_UL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_DL_UE_MAC_Throughput_Mbps,EBSN_NSA_Mobility_ENDC_Drop_%,EBSN_NSA_Mobility_ENDC_PScellChange_Fail_%,EBSN_NSA_Mobility_ENDC_Setup_Fail_%,EBSN_NSA_Mobility_MAC_DL_DRB_Volume_MB,EBSN_NSA_Mobility_MAC_UL_DRB_Volume_MB,EBSN_NSA_Mobility_RLC_Delay_ms,EBSN_NSA_Mobility_UL_UE_MAC_Throughput_Mbps,EBSN_ENDC_Peak_UE_FWA_Spid125,EBSN_ENDC_Peak_UE_FWA_Spid125_Avg,EBSN_ENDC_Peak_UE_FWA_Spid125_Max,EBSN_NSA_FWA_ENDC_Drop_%_num,EBSN_NSA_FWA_ENDC_Drop_%_den,EBSN_NSA_FWA_ENDC_Setup_Fail_%_num,EBSN_NSA_FWA_ENDC_Setup_Fail_%_den,EBSN_NSA_FWA_MAC_DL_DRB_Volume_MB_%_of_Total,EBSN_NSA_FWA_MAC_UL_DRB_Volume_MB_%_of_Total,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Setup_Fail_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_den,EBSN_SA_EP1_HeroSlice_Bearer_Max,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Num,EBSN_SA_EP1_HeroSlice_Bearer_Drop_%_Active_UE_Den,EBSN_SA_EP1_HeroSlice_Handover_Failure_%,EBSN_SA_EP1_HeroSlice_MAC_DL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_MAC_UL_DRB_Volume_MB,EBSN_SA_EP1_HeroSlice_DL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_UL_UE_MAC_Throughput_Mbps,EBSN_SA_EP1_HeroSlice_PDU_Session_Estab_Fail_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Drop_%,EBSN_SA_EP1_HeroSlice_PDU_Session_Max,EBSN_SA_EP1_HeroSlice_RLC_Delay_ms,EBSN_SA_EP1_HeroSlice_ISHO_to_LTE_Failure_%,5G_NR_Radio_Interference_PUSCH,5G_NR_Radio_Interference_PUSCH_gt_neg100dBm_perPRB_%
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0001,0,36,0,0.11,4,35,11.43,859.71,88.53,2,99.57,24.19,7.46,11.36,57.49,1.36,16.81,2.64,72,68184,6877.64,409.14,36,36,50,58.23,11.43,1315.6,51.96,81.81,NaN,NaN,NaN,0,0,NaN,NaN,32.56,12.12,25,0,51.6,5.95,6.18,0.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,4,20,0.23,0.03,8.57,5.68,0,0,2,54.57,NaN,-117.32,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0002,0,20,0,0.13,1,23,4.35,1042.83,136.89,2,96.52,32.03,11.63,16.32,29.2,2.02,14.2,2.61,60,45020,8342.6,587.59,20,20,50,29.51,4.35,1070.23,122.57,138,NaN,NaN,NaN,0,0,NaN,NaN,20.41,4.35,11.11,0,121.11,6.67,10.09,0.73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,0,0,7,0,0.51,0.13,21.29,1.05,0,0,1,6.57,NaN,-119.43,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_11_E_FORSYTH,1439221,0001,0003,0,21,0,0.43,0,26,0,449.8,87.43,2,98.26,17.52,7.15,7.16,37.43,2.47,13.96,2.72,84,19635,3598.38,257.79,21,21,50,37.83,0,595.67,46.12,86.7,NaN,NaN,NaN,0,0,NaN,NaN,16.02,0,7.69,0,46.05,3.05,11.13,0.36,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,1,0,0,6,0,1.36,0,8.4,NaN,0,0,1,64.87,NaN,-118.89,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0001,0,931,0,6.41,16,919,1.74,17225.01,1158.97,36,99.3,12.81,16.05,20.01,111.82,4.21,73.59,11.46,455259,7102599,137800.04,1872.65,931,931,100,112.37,1.74,16735.15,13412.43,1160.03,292.18,0,0,7144.1,411.75,2.75,14.11,99.22,2.11,0.35,0,6214.63,498.05,27.49,2.89,12,4,8,0,159,0,166,42.69,35.5,0,0,2,0,0,3,1,0,0,3,0,0.05,0,18.31,NaN,0,0,1,1.54,NaN,-116.42,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0002,0,2303,0,2.7,39,2271,1.72,23003.85,2613.07,61,98.35,14.13,46.46,41.96,34.45,5.38,46.86,8.93,1176833,43568154,184030.82,3927.15,2303,2303,100,35,1.72,22419.03,17265.17,2613.54,38.28,0,0,7346.52,426.62,7.66,8.37,29.42,1.77,0.17,0,9764.29,1373.95,15.57,5.46,10,3.33,5,0,70,0,68,32.77,16.32,0,0,18,0,0,29,2,0,0,29,0,28.09,0.27,22.43,4.58,0,0,2,5.51,0,-115.42,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1437028,0001,0003,1,1925,0.05,3.69,31,1769,1.75,39147.74,2655.05,78,99.24,6.41,35.1,41.08,76.71,1.89,81.46,12.01,1328953,36014825,313181.88,3844.78,1925,1924,100,77.14,1.75,38305.98,30925.94,2654.59,98.1,1.28,0.65,18764.54,709.98,4.09,2.9,66.99,1.8,0.04,0,12025.39,1479.46,9.25,1.47,28,9.33,17,2,156,1,155,48.99,26.75,0,0,6,0,0,10,1,0,0,10,0,2.26,0,36.34,NaN,0,0,1,6.47,0,-116.07,0
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0001,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0002,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_295_BEAVER,1439028,0001,0003,0,0,NaN,NaN,0,0,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
09/27/2025,11,5GNR,Florida,143,Jacksonville,4G5G_AIRPORT_INDUSTRIAL_PARK,1437396,0001,0001,0,3197,0,0.48,53,3013,1.76,59336.83,6307.02,120,98.92,9.29,83.06,72.68,89.15,2.71,113.39,42.19,501929,105609698,474694.68,4186.23,3197,3197,100,89.22,1.76,57796.04,41680.69,6329.63,90.42,0,0,12248.75,393.23,5.42,4.9,78.47,1.77,0.09,0,29312.21,2911.06,13.6,1.53,13,6.5,7,0,20,0,26,21.19,6.21,0,0,34,0,0,58,4,0,0,58,0,48.07,50.22,98.06,3.78,0,0,4,1.64,NaN,-114.18,0
