Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'sector.DL_GTP_Data_Volume_RN_MB','sector.ENDC.Sessions.RN','sector.Intra.CU.HO.Attempts.number','sector.Max.ENDC.Sessions.RN.number','sector.Intra_CU_HO_Attempts_RN','sector.Intra_CU_HO_Success_RN','sector.Intra_CU_HO_Success_Rate_RN_pct','sector.SgNB_Modification_Attempts_RN','sector.SgNB_Modification_Success_RN','sector.SgNB_Modification_Success_Rate_RN_pct','sector.UL_GTP_Data_Volume_RN_MB','sector.Attach_Success_rate_pct_RN','sector.Attach_Success_RN_Num','sector.Attach_Success_RN_Den','sector.Drop_rate_pct_RN','sector.Drop_RN_Num','sector.Drop_RN_Den','sector.DL_Tput_RN_Mbps','sector.UL_Tput_RN_Mbps','sector.UL_TTI_Util_Rate_pct_RN','sector.DL_TTI_Util_Rate_pct_RN','sector.DL_HARQ_Residual_BLER_pct_RN','sector.UL_HARQ_Residual_BLER_pct_RN','sector.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0001,2025-09-27T10:00:00-04:00,3600,798.35,65,,19,2,2,100,34,34,100,56.43,100,133,133,2.29,3,131,231.28,28.46,2.36,1.01,0.28,0.17,100
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000-0002,2025-09-27T10:00:00-04:00,3600,7.09,12,,4,1,1,100,7,7,100,9.8,100,4,4,0,0,5,36.91,46.54,0.25,0.06,2,0.07,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0001,2025-09-27T10:00:00-04:00,3600,64.1,30,,13,10,10,100,17,17,100,10.66,83.08,54,65,19.23,10,52,63.3,18.89,0.75,0.32,7.77,0.53,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000-0002,2025-09-27T10:00:00-04:00,3600,127.92,6,,5,10,10,100,8,8,100,12.38,88.64,39,44,20.51,8,39,70.02,19.3,0.82,0.7,2.42,0.2,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0001,2025-09-27T10:00:00-04:00,3600,370.98,17,,9,59,59,100,634,634,100,30.55,99.88,840,841,0.69,6,868,10.65,6.6,5.46,10.17,0.59,0.05,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000-0002,2025-09-27T10:00:00-04:00,3600,318.27,15,,10,89,87,97.75,347,347,100,28.78,100,504,504,0.21,1,475,63.69,25.64,1.33,1.44,3.19,0.09,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0001,2025-09-27T10:00:00-04:00,3600,69.86,3,,3,24,24,100,19,19,100,12.64,98.63,72,73,1.32,1,76,83.39,5.72,0.52,0.2,0.36,0.06,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000-0002,2025-09-27T10:00:00-04:00,3600,216.86,9,,6,29,29,100,52,52,100,209.08,99.39,163,164,1.32,2,152,71.35,18.04,2.72,0.7,0.94,0.14,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0001,2025-09-27T10:00:00-04:00,3600,714.55,20,,9,21,21,100,233,233,100,54.36,99.87,772,773,0.52,4,769,107.12,4.36,2.96,1.56,4.32,0.03,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000-0002,2025-09-27T10:00:00-04:00,3600,169.09,31,,14,26,26,100,654,654,100,31.34,99.92,1181,1182,0.43,5,1170,54.48,5,1.49,0.73,5.42,0.12,100
Global,*,VCP Far Edge,NR,,*,000000*000*-*,,3600,2857.06,208,,19,271,269,99.26,2005,2005,100,456.03,99.44,3762,3783,1.07,40,3737,47.92,10.94,1.87,1.69,1.5,0.11,100
