Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T20:00:00-04:00,3600,7.39,8.94,6.83,2.46,2.47,2.46,41.24,41.26,41.22,14845.78,886.5,2661.33,,4.79,3.58
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T20:00:00-04:00,3600,3.58,9.04,2.46,0.67,0.68,0.67,7.68,7.7,7.67,2765.05,242.12,1287.9,,19.93,23.53
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T20:00:00-04:00,3600,1.45,2.72,1.16,12.87,12.88,12.87,85.3,85.31,85.28,30706.35,4634.33,522.45,,20.84,103.8
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T20:00:00-04:00,3600,7.36,8.08,6.9,2.47,2.47,2.46,41.67,41.7,41.65,15002.98,888.55,2647.73,,2.44,2.96
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T20:00:00-04:00,3600,4.27,11.58,3.13,0.73,0.73,0.72,8.56,8.59,8.55,3082.76,261.36,1536.93,,22.23,118.97
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T20:00:00-04:00,3600,1.47,2.43,1.12,12.87,12.88,12.87,85.52,85.59,85.51,30786.67,4633.42,529.41,,34.32,52.16
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T20:00:00-04:00,3600,6.17,7.02,5.95,2.33,2.33,2.32,40.63,40.65,40.61,14626.58,838.47,2221.66,,0.51,0.43
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T20:00:00-04:00,3600,1.17,3.22,0.94,0.46,0.46,0.46,6.56,6.57,6.55,2361.32,166.51,419.7,,1.55,2.15
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T20:00:00-04:00,3600,0.78,1.25,0.54,12.81,12.82,12.81,84.16,84.17,84.14,30298.24,4612.89,280.05,,0.49,0.52
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T20:00:00-04:00,3600,17.27,35.62,2.96,2.46,2.47,2.43,37.87,38.71,37.04,27267.31,1764.82,12431.83,,156.63,141.97
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T20:00:00-04:00,3600,7.39,23.49,1.11,1.7,2.13,1.3,18.24,24.69,11.97,13131.59,1220.23,5324.96,,380.25,375.42
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T20:00:00-04:00,3600,9.29,21.41,0.5,9.92,9.94,9.9,78.32,80,76.65,56390.77,7141.82,6687.94,,96.58,6050.74
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T20:00:00-04:00,3600,18.03,21.76,15.93,9.93,9.94,9.92,79.93,79.95,79.91,28774.23,3573.87,6491.71,,89.15,4840.01
