Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'AUPFVMInterface.InErrors_VM_AUPF','AUPFVMInterface.InOctets_VM_AUPF','AUPFVMInterface.InPkts_VM_AUPF','AUPFVMInterface.InThruPeakCnt_VM_AUPF','AUPFVMInterface.InThruPeak_VM_AUPF','AUPFVMInterface.OutErrors_VM_AUPF','AUPFVMInterface.OutOctets_VM_AUPF','AUPFVMInterface.OutPkts_VM_AUPF','AUPFVMInterface.OutThruPeakCnt_VM_AUPF','AUPFVMInterface.OutThruPeak_VM_AUPF'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-EXTERNAL,2025-09-27T01:00:00-04:00,3600,0,0,11586,716,0.02,0,0,7847,716,0.01
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-EXTERNAL,2025-09-27T01:00:00-04:00,3600,0,0,3050,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-00-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,49,214577,716,0.25,0,29,185001,716,0.24
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UIC-00-01-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,0,3033,716,0.02,0,0,0,716,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,146,1045524,358,2.66,0,148,1094008,358,2.67
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-01-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,0,0,358,0,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-00-00-MANAGEMENT,2025-09-27T01:00:00-04:00,3600,0,0,9453,358,0.02,0,0,19761,358,0.04
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,157,1109294,358,2.69,0,161,1157432,358,2.71
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-01-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,0,3485,358,0.01,0,0,0,358,0
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UMC-01-00-MANAGEMENT,2025-09-27T01:00:00-04:00,3600,0,0,25291,358,0.02,0,4,21106,358,0.55
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-00-EXTERNAL,2025-09-27T01:00:00-04:00,3600,0,378,3495846,716,57.95,0,92,90952,716,57.09
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-01-EXTERNAL,2025-09-27T01:00:00-04:00,3600,0,321,3438787,716,32.66,0,37,39793,716,31.87
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,AUPF-UPC-00-00-INTERNAL,2025-09-27T01:00:00-04:00,3600,0,20,162537,716,0.4,0,36,166767,716,0.55
