Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'DU.DL_GTP_Data_Volume_RN_MB','DU.ENDC.Sessions.RN','DU.Intra.CU.HO.Attempts.number','DU.Max.ENDC.Sessions.RN.number','DU.Intra_CU_HO_Attempts_RN','DU.Intra_CU_HO_Success_RN','DU.Intra_CU_HO_Success_Rate_RN_pct','DU.SgNB_Modification_Attempts_RN','DU.SgNB_Modification_Success_RN','DU.SgNB_Modification_Success_Rate_RN_pct','DU.UL_GTP_Data_Volume_RN_MB','DU.Attach_Success_rate_pct_RN','DU.Attach_Success_RN_Num','DU.Attach_Success_RN_Den','DU.Drop_rate_pct_RN','DU.Drop_RN_Num','DU.Drop_RN_Den','DU.DL_Tput_RN_Mbps','DU.UL_Tput_RN_Mbps','DU.UL_TTI_Util_Rate_pct_RN','DU.DL_TTI_Util_Rate_pct_RN','DU.DL_HARQ_Residual_BLER_pct_RN','DU.UL_HARQ_Residual_BLER_pct_RN','DU.Cell_Availability_RN'
Global,Florida,VCP Far Edge,NR,,5GNB_NOJACKSONVILLE_VZ_STORE,14312530000,2025-09-27T02:00:00-04:00,3600,112.44,54,,13,0,0,NaN,22,22,100,18.51,100,4,4,25,1,4,84.66,18.51,0.57,0.18,0.15,0.3,100
Global,Florida,VCP Far Edge,NR,,5GNB_ORANGEPARK_VZ_STORE,14312550000,2025-09-27T02:00:00-04:00,3600,0.84,16,,5,0,0,NaN,5,5,100,0.85,100,16,16,35.71,5,14,4.51,9.46,0.05,0.03,34.06,1.66,100
Global,Florida,VCP Far Edge,NR,,5GNB_STJOHNJAX_VZ_STORE,14312570000,2025-09-27T02:00:00-04:00,3600,26.44,2,,3,0,0,NaN,188,188,100,3.41,100,327,327,0,0,327,97.55,19.96,0.11,0.04,1.86,0.01,100
Global,Florida,VCP Far Edge,NR,,5GNB_ST_JOHNS_TOWN_CTR_APPLE,14310760000,2025-09-27T02:00:00-04:00,3600,0,0,,0,0,0,NaN,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,0,0,NaN,NaN,100
Global,Florida,VCP Far Edge,NR,,5GNB_TALLAHASSEE_VZ_STORE,14312590000,2025-09-27T02:00:00-04:00,3600,115.71,28,,7,2,1,50,570,570,100,19.81,100,1357,1357,0.81,11,1351,46.58,4.13,0.57,0.29,11.84,0.09,100
Global,*,VCP Far Edge,NR,,*,000000*000*,,3600,255.42,100,,13,2,1,50,785,785,100,42.58,100,1704,1704,1,17,1696,59.57,6.98,0.26,0.11,7,0.21,100
