Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CIC-00,2025-09-27T03:00:00-04:00,3600,3.44,4.02,3.03,2.44,2.45,2.42,36.96,37.23,36.69,26610.99,1754.77,2473.23,,0.65,1.05
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CMC-00,2025-09-27T03:00:00-04:00,3600,1.3,3.11,1.07,1.28,1.28,1.28,11.34,11.38,11.32,4080.77,461.31,465.59,,2.62,2.74
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CMC-01,2025-09-27T03:00:00-04:00,3600,2.07,6.75,1.17,1.29,1.29,1.29,11.99,12.05,11.96,4317.1,464.08,743.89,,2.86,6.52
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CPC-00,2025-09-27T03:00:00-04:00,3600,0.71,1.22,0.58,9.92,9.93,9.91,77.3,78.07,76.52,55654.31,7140.03,513.21,,2.97,3.05
070,Upstate New York,VCP Edge 1.x,NR,,ESYR,ACPF-CPC-02,2025-09-27T03:00:00-04:00,3600,0.77,1.24,0.54,9.87,9.87,9.85,77.28,78.11,76.45,55644.27,7101.02,554.73,,2.82,2.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T03:00:00-04:00,3600,7.03,11.2,6.42,2.46,2.47,2.46,40.97,41,40.95,14750.79,886.29,2531.76,,1.29,1.62
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T03:00:00-04:00,3600,3.19,7.38,2.26,0.66,0.66,0.66,7.25,7.27,7.22,2609.33,237.43,1147.5,,12.27,23.38
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T03:00:00-04:00,3600,0.82,1.38,0.68,12.88,12.88,12.87,85.06,85.08,85.04,30621.06,4635.29,295,,23.53,15.29
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-01,2025-09-27T03:00:00-04:00,3600,7.19,7.6,6.84,2.47,2.47,2.46,41.41,41.44,41.38,14906.25,888.01,2588.35,,2.39,4.05
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T03:00:00-04:00,3600,3.8,11.07,3.14,0.72,0.72,0.72,8,8.03,7.95,2877.87,258.64,1367.86,,19.93,55.37
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T03:00:00-04:00,3600,1.2,1.93,0.92,12.87,12.87,12.86,85.3,85.32,85.28,30706.41,4632.7,430.53,,34.11,29.14
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T03:00:00-04:00,3600,6.18,6.72,5.96,2.33,2.33,2.32,40.35,40.38,40.32,14526.7,837.81,2223.89,,0.51,0.79
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T03:00:00-04:00,3600,1.16,3.09,0.93,0.46,0.46,0.46,6.34,6.35,6.33,2281.13,165.36,418.97,,1.24,1.55
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T03:00:00-04:00,3600,0.78,1.2,0.55,12.81,12.82,12.81,83.97,83.98,83.95,30229.14,4612.61,281.35,,0.42,0.47
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T03:00:00-04:00,3600,7.83,14.38,2.97,2.45,2.47,2.43,37.58,38.44,36.71,27053.2,1763.29,5639.65,,63.39,66.65
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T03:00:00-04:00,3600,5.95,18.98,1.17,1.64,2.01,1.29,16.02,20.81,11.47,11537.05,1175.92,4284.46,,126.3,123.07
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T03:00:00-04:00,3600,4.05,9.14,0.48,9.92,9.94,9.9,78.11,79.79,76.44,56239.89,7141.4,2914.05,,44.83,868.96
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T03:00:00-04:00,3600,7.22,8.46,6.09,9.93,9.93,9.92,79.71,79.72,79.69,28694.75,3573.55,2597.63,,46.32,940.97
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T03:00:00-04:00,3600,0.63,1.08,0.55,9.86,9.86,9.85,76.42,76.47,76.4,27512.71,3548.09,228.91,,0.33,0.45
